"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"21","KERRISDALE","STURDEE ROAD","08","Non-landed Properties","3","4800","1200 to 1300","Jun-2022"
"22","UPTOWN @ FARRER","PERUMAL ROAD","08","Non-landed Properties","3","5000","700 to 800","Jun-2022"
"23","HERTFORD COLLECTION","HERTFORD ROAD","08","Non-landed Properties","2","4800","900 to 1000","Jun-2022"
"24","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3800","800 to 900","Jun-2022"
"25","UPTOWN @ FARRER","PERUMAL ROAD","08","Non-landed Properties","3","5000","700 to 800","Jun-2022"
"26","UPTOWN @ FARRER","PERUMAL ROAD","08","Non-landed Properties","2","4000","500 to 600","Jun-2022"
"27","KENTISH LODGE","OXFORD ROAD","08","Non-landed Properties","3","3600","1200 to 1300","Jun-2022"
"28","CAVAN SUITES","CAVAN ROAD","08","Non-landed Properties","NA","1900","400 to 500","Jun-2022"
"29","NON-LANDED HOUSING DEVELOPMENT","SERANGOON ROAD","08","Non-landed Properties","NA","3200","1100 to 1200","Jun-2022"
"30","THE CITRON RESIDENCES","MARNE ROAD","08","Non-landed Properties","2","3250","600 to 700","Jun-2022"
"31","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","2","4900","800 to 900","Jun-2022"
"32","CITYSCAPE @FARRER PARK","MERGUI ROAD","08","Non-landed Properties","2","4200","1000 to 1100","Jun-2022"
"33","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","3900","600 to 700","Jun-2022"
"34","STURDEE RESIDENCES","BEATTY ROAD","08","Non-landed Properties","1","2900","400 to 500","Jun-2022"
"35","NON-LANDED HOUSING DEVELOPMENT","RANGOON ROAD","08","Non-landed Properties","NA","4800","1300 to 1400","Jun-2022"
"36","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","4","7000","1500 to 1600","Jun-2022"
"37","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","3400","600 to 700","Jun-2022"
"38","OXFORD SUITES","OXFORD ROAD","08","Non-landed Properties","1","2700","600 to 700","Jun-2022"
"39","CITYSCAPE @FARRER PARK","MERGUI ROAD","08","Non-landed Properties","2","3900","1200 to 1300","Jun-2022"
"40","KERRISDALE","STURDEE ROAD","08","Non-landed Properties","3","5400","1200 to 1300","Jun-2022"
"41","CITY STUDIOS","RACE COURSE LANE","08","Non-landed Properties","2","3500","700 to 800","Jun-2022"
"42","JOOL SUITES","SING JOO WALK","08","Non-landed Properties","1","1850","400 to 500","Jun-2022"
"43","PRISTINE HEIGHTS","MERGUI ROAD","08","Non-landed Properties","3","3900","1000 to 1100","Jun-2022"
"44","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","2","4700","800 to 900","Jun-2022"
"45","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","3400","600 to 700","Jun-2022"
"46","CLYDES RESIDENCE","MERGUI ROAD","08","Non-landed Properties","2","3600","1000 to 1100","Jun-2022"
"47","NON-LANDED HOUSING DEVELOPMENT","RANGOON ROAD","08","Non-landed Properties","NA","3800","1200 to 1300","Jun-2022"
"48","GOODLAND BUILDING","ROBERTS LANE","08","Non-landed Properties","2","3000","800 to 900","Jun-2022"
"49","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3500","800 to 900","Jun-2022"
"50","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","4","5200","1500 to 1600","Jun-2022"
"51","NON-LANDED HOUSING DEVELOPMENT","CARLISLE ROAD","08","Non-landed Properties","NA","1800","900 to 1000","Jun-2022"
"52","GOODLAND BUILDING","ROBERTS LANE","08","Non-landed Properties","3","4800","1800 to 1900","Jun-2022"
"53","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","2","4100","800 to 900","Jun-2022"
"54","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3400","800 to 900","Jun-2022"
"55","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","1","3200","500 to 600","Jun-2022"
"56","STURDEE RESIDENCES","BEATTY ROAD","08","Non-landed Properties","2","3300","500 to 600","Jun-2022"
"57","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","3500","500 to 600","Jun-2022"
"58","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","3","5000","1200 to 1300","Jun-2022"
"59","NON-LANDED HOUSING DEVELOPMENT","DUNLOP STREET","08","Non-landed Properties","NA","3200","700 to 800","Jun-2022"
"60","FORTE SUITES","MERGUI ROAD","08","Non-landed Properties","2","2850","600 to 700","Jun-2022"
"61","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3950","800 to 900","Jun-2022"
"62","STURDEE RESIDENCES","BEATTY ROAD","08","Non-landed Properties","3","4100","800 to 900","Jun-2022"
"63","KENTISH GREEN","OXFORD ROAD","08","Non-landed Properties","2","3800","1000 to 1100","Jun-2022"
"64","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","1","2700","500 to 600","Jun-2022"
"65","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3800","800 to 900","Jun-2022"
"66","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","1","2900","500 to 600","Jun-2022"
"67","28 RC SUITES","RACE COURSE LANE","08","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"68","STUDIOS @ MARNE","MARNE ROAD","08","Non-landed Properties","NA","2200","500 to 600","Jun-2022"
"69","THE CITRON RESIDENCES","MARNE ROAD","08","Non-landed Properties","1","2550","300 to 400","Jun-2022"
"70","CITYSCAPE @FARRER PARK","MERGUI ROAD","08","Non-landed Properties","2","4994","1100 to 1200","Jun-2022"
"71","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","3","4200","1200 to 1300","Jun-2022"
"72","CAVAN SUITES","CAVAN ROAD","08","Non-landed Properties","1","2150","300 to 400","Jun-2022"
"73","KENTISH GREEN","OXFORD ROAD","08","Non-landed Properties","2","3000","1000 to 1100","Jun-2022"
"74","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","1","2800","500 to 600","Jun-2022"
"75","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","3300","500 to 600","Jun-2022"
"76","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3000","800 to 900","Jun-2022"
"77","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","4","5000","1500 to 1600","Jun-2022"
"78","KENTISH GREEN","OXFORD ROAD","08","Non-landed Properties","2","4000","1000 to 1100","Jun-2022"
"79","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","3","5000","1300 to 1400","Jun-2022"
"80","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","2","3900","800 to 900","Jun-2022"
"81","STURDEE RESIDENCES","BEATTY ROAD","08","Non-landed Properties","1","3836","400 to 500","Jun-2022"
"82","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3700","800 to 900","Jun-2022"
"83","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","1","3400","500 to 600","Jun-2022"
"84","NON-LANDED HOUSING DEVELOPMENT","HORNE ROAD","08","Non-landed Properties","NA","3400","900 to 1000","Jun-2022"
"85","JOOL SUITES","SING JOO WALK","08","Non-landed Properties","1","2800","300 to 400","Jun-2022"
"86","UPTOWN @ FARRER","PERUMAL ROAD","08","Non-landed Properties","3","5000","700 to 800","Jun-2022"
"87","MERA SPRINGS","CARLISLE ROAD","08","Non-landed Properties","2","4500","1000 to 1100","Jun-2022"
"88","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","3","7000","1200 to 1300","Jun-2022"
"89","KENG LEE COURT","KENG LEE ROAD","08","Non-landed Properties","3","3600","1000 to 1100","Jun-2022"
"90","MERA SPRINGS","CARLISLE ROAD","08","Non-landed Properties","3","4200","1200 to 1300","Jun-2022"
"91","FORTE SUITES","MERGUI ROAD","08","Non-landed Properties","3","3700","600 to 700","Jun-2022"
"92","MERA SPRINGS","CARLISLE ROAD","08","Non-landed Properties","3","3850","1200 to 1300","Jun-2022"
"93","UPTOWN @ FARRER","PERUMAL ROAD","08","Non-landed Properties","3","4950","800 to 900","Jun-2022"
"94","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3500","800 to 900","Jun-2022"
"95","R66 APARTMENTS","RANGOON ROAD","08","Non-landed Properties","1","2850","500 to 600","Jun-2022"
"96","FARRER PARK SUITES","OWEN ROAD","08","Non-landed Properties","NA","2100","400 to 500","Jun-2022"
"97","UPTOWN @ FARRER","PERUMAL ROAD","08","Non-landed Properties","3","4700","700 to 800","Jun-2022"
"98","CITYSCAPE @FARRER PARK","MERGUI ROAD","08","Non-landed Properties","2","3400","900 to 1000","Jun-2022"
"99","JALAN BESAR PLAZA","KITCHENER ROAD","08","Non-landed Properties","2","2400","900 to 1000","Jun-2022"
"100","CITYSCAPE @FARRER PARK","MERGUI ROAD","08","Non-landed Properties","3","4000","1300 to 1400","Jun-2022"
"101","PARC SOMME","SOMME ROAD","08","Non-landed Properties","2","2000","600 to 700","Jun-2022"
"102","SUITES @ OWEN","OWEN ROAD","08","Non-landed Properties","1","2500","300 to 400","Jun-2022"
"103","JALAN BESAR PLAZA","KITCHENER ROAD","08","Non-landed Properties","2","1950","900 to 1000","Jun-2022"
"104","RACE COURSE 138","RACE COURSE ROAD","08","Non-landed Properties","3","3500","1400 to 1500","Jun-2022"
"105","R66 APARTMENTS","RANGOON ROAD","08","Non-landed Properties","1","2400","400 to 500","Jun-2022"
"106","NON-LANDED HOUSING DEVELOPMENT","UPPER WELD ROAD","08","Non-landed Properties","NA","4000","1200 to 1300","Jun-2022"
"107","NON-LANDED HOUSING DEVELOPMENT","RACE COURSE ROAD","08","Non-landed Properties","1","1785","300 to 400","Jun-2022"
"108","NON-LANDED HOUSING DEVELOPMENT","HAMILTON ROAD","08","Non-landed Properties","NA","4000","1200 to 1300","Jun-2022"
"109","NON-LANDED HOUSING DEVELOPMENT","SERANGOON ROAD","08","Non-landed Properties","3","3100","1500 to 1600","Jun-2022"
"110","NON-LANDED HOUSING DEVELOPMENT","SERANGOON ROAD","08","Non-landed Properties","3","3000","1500 to 1600","Jun-2022"
"111","STURDEE RESIDENCES","BEATTY ROAD","08","Non-landed Properties","1","2750","400 to 500","Jun-2022"
"112","CITYSCAPE @FARRER PARK","MERGUI ROAD","08","Non-landed Properties","2","3000","900 to 1000","Jun-2022"
"113","CITIGATE RESIDENCE","RANGOON ROAD","08","Non-landed Properties","1","2300","500 to 600","Jun-2022"
"114","SUITES 123","RANGOON ROAD","08","Non-landed Properties","1","2200","400 to 500","Jun-2022"
"115","STUDIOS @ MARNE","MARNE ROAD","08","Non-landed Properties","NA","2000","500 to 600","Jun-2022"
"116","JOOL SUITES","SING JOO WALK","08","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"117","STURDEE VIEW","STURDEE ROAD NORTH","08","Non-landed Properties","3","3300","1400 to 1500","Jun-2022"
"118","CARLYX GREEN","CARLISLE ROAD","08","Non-landed Properties","3","3000","900 to 1000","Jun-2022"
"119","CAVAN SUITES","CAVAN ROAD","08","Non-landed Properties","NA","1800","300 to 400","Jun-2022"
"120","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3700","800 to 900","Jun-2022"
"121","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","3","4900","1300 to 1400","Jun-2022"
"122","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","3","6500","1200 to 1300","Jun-2022"
"123","SUITES 123","RANGOON ROAD","08","Non-landed Properties","1","2700","500 to 600","Jun-2022"
"124","PRISTINE HEIGHTS","MERGUI ROAD","08","Non-landed Properties","3","4100","1000 to 1100","Jun-2022"
"125","SUITES @ OWEN","OWEN ROAD","08","Non-landed Properties","1","1950","400 to 500","Jun-2022"
"126","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","3","4350","1300 to 1400","Jun-2022"
"127","NON-LANDED HOUSING DEVELOPMENT","FLANDERS SQUARE","08","Non-landed Properties","NA","2550","1000 to 1100","Jun-2022"
"128","NON-LANDED HOUSING DEVELOPMENT","BEATTY ROAD","08","Non-landed Properties","NA","3000","1200 to 1300","Jun-2022"
"129","8 FARRER SUITES","SING JOO WALK","08","Non-landed Properties","2","2800","1000 to 1100","Jun-2022"
"130","RITZ @ FARRER","RACE COURSE ROAD","08","Non-landed Properties","3","3150","700 to 800","Jun-2022"
"131","KERRISDALE","STURDEE ROAD","08","Non-landed Properties","3","3500","1200 to 1300","Jun-2022"
"132","NON-LANDED HOUSING DEVELOPMENT","SERANGOON ROAD","08","Non-landed Properties","3","3600","1500 to 1600","Jun-2022"
"133","MERA SPRINGS","CARLISLE ROAD","08","Non-landed Properties","3","3600","1200 to 1300","Jun-2022"
"134","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","3700","500 to 600","Jun-2022"
"135","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","3200","500 to 600","Jun-2022"
"136","NON-LANDED HOUSING DEVELOPMENT","BIRCH ROAD","08","Non-landed Properties","NA","2150","600 to 700","Jun-2022"
"137","NON-LANDED HOUSING DEVELOPMENT","TRURO ROAD","08","Non-landed Properties","NA","4250","1100 to 1200","Jun-2022"
"138","NON-LANDED HOUSING DEVELOPMENT","CHANDER ROAD","08","Non-landed Properties","NA","2600","600 to 700","Jun-2022"
"139","MERA SPRINGS","CARLISLE ROAD","08","Non-landed Properties","3","3900","1200 to 1300","Jun-2022"
"140","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","1","2200","500 to 600","Jun-2022"
"141","KERRISDALE","STURDEE ROAD","08","Non-landed Properties","2","4100","900 to 1000","Jun-2022"
"142","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3600","800 to 900","Jun-2022"
"143","KERRISDALE","STURDEE ROAD","08","Non-landed Properties","3","3900","1200 to 1300","Jun-2022"
"144","SOHO @ FARRER","RACE COURSE ROAD","08","Non-landed Properties","1","2700","400 to 500","Jun-2022"
"145","JOOL SUITES","SING JOO WALK","08","Non-landed Properties","1","2050","400 to 500","Jun-2022"
"146","R66 APARTMENTS","RANGOON ROAD","08","Non-landed Properties","2","4500","1200 to 1300","Jun-2022"
"147","RANGOON VIEW","RANGOON ROAD","08","Non-landed Properties","3","3000","1300 to 1400","Jun-2022"
"148","HOA NAM BUILDING","FOCH ROAD","08","Non-landed Properties","2","2200","800 to 900","Jun-2022"
"149","LOFT @ RANGOON","RANGOON ROAD","08","Non-landed Properties","2","6000","800 to 900","Jun-2022"
"150","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","3800","700 to 800","May-2022"
"151","THE CITRON RESIDENCES","MARNE ROAD","08","Non-landed Properties","2","4100","700 to 800","May-2022"
"152","KERRISDALE","STURDEE ROAD","08","Non-landed Properties","2","3500","900 to 1000","May-2022"
"153","STURDEE RESIDENCES","BEATTY ROAD","08","Non-landed Properties","2","3600","600 to 700","May-2022"
"154","KERRISDALE","STURDEE ROAD","08","Non-landed Properties","2","3250","900 to 1000","May-2022"
"155","CARLYX RESIDENCE","CARLISLE ROAD","08","Non-landed Properties","1","2200","500 to 600","May-2022"
"156","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","3800","600 to 700","May-2022"
"157","LOFT @ RANGOON","RANGOON ROAD","08","Non-landed Properties","1","2100","400 to 500","May-2022"
"158","HONG BUILDING","RANGOON ROAD","08","Non-landed Properties","NA","3000","1100 to 1200","May-2022"
"159","HONG BUILDING","RANGOON ROAD","08","Non-landed Properties","NA","2950","1100 to 1200","May-2022"
"160","R66 APARTMENTS","RANGOON ROAD","08","Non-landed Properties","1","2900","500 to 600","May-2022"
"161","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3300","800 to 900","May-2022"
"162","KENTISH COURT","OXFORD ROAD","08","Non-landed Properties","2","3000","1000 to 1100","May-2022"
"163","OXFORD SUITES","OXFORD ROAD","08","Non-landed Properties","3","3900","1100 to 1200","May-2022"
"164","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","3","3900","1100 to 1200","May-2022"
"165","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","2","4400","800 to 900","May-2022"
"166","HOA NAM BUILDING","FOCH ROAD","08","Non-landed Properties","2","3000","800 to 900","May-2022"
"167","SOHO 188","RACE COURSE ROAD","08","Non-landed Properties","2","3500","500 to 600","May-2022"
"168","VANADIUM","HERTFORD ROAD","08","Non-landed Properties","2","3100","800 to 900","May-2022"
"169","STURDEE RESIDENCES","BEATTY ROAD","08","Non-landed Properties","1","3743","400 to 500","May-2022"
"170","THE URBANITE","HERTFORD ROAD","08","Non-landed Properties","2","2700","600 to 700","May-2022"
"171","CITYSCAPE @FARRER PARK","MERGUI ROAD","08","Non-landed Properties","2","3500","900 to 1000","May-2022"
"172","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","4000","800 to 900","May-2022"
"173","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","4500","800 to 900","May-2022"
"174","JALAN BESAR PLAZA","KITCHENER ROAD","08","Non-landed Properties","4","1900","1500 to 1600","May-2022"
"175","NON-LANDED HOUSING DEVELOPMENT","HAMILTON ROAD","08","Non-landed Properties","NA","2750","1400 to 1500","May-2022"
"176","KERRISDALE","STURDEE ROAD","08","Non-landed Properties","2","3200","900 to 1000","May-2022"
"177","STURDEE RESIDENCES","BEATTY ROAD","08","Non-landed Properties","1","3000","400 to 500","May-2022"
"178","CITYSCAPE @FARRER PARK","MERGUI ROAD","08","Non-landed Properties","2","3000","900 to 1000","May-2022"
"179","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","4","6000","1500 to 1600","May-2022"
"180","D'CAMBRIDGE","CAMBRIDGE ROAD","08","Non-landed Properties","2","2200","700 to 800","May-2022"
"181","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3200","800 to 900","May-2022"
"182","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","3650","600 to 700","May-2022"
"183","STURDEE RESIDENCES","BEATTY ROAD","08","Non-landed Properties","2","4336","600 to 700","May-2022"
"184","PRISTINE HEIGHTS","MERGUI ROAD","08","Non-landed Properties","3","3300","1000 to 1100","May-2022"
"185","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","3500","700 to 800","May-2022"
"186","28 RC SUITES","RACE COURSE LANE","08","Non-landed Properties","1","2400","400 to 500","May-2022"
"187","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","3800","600 to 700","May-2022"
"188","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","4000","800 to 900","May-2022"
"189","CLYDES RESIDENCE","MERGUI ROAD","08","Non-landed Properties","3","4800","1100 to 1200","May-2022"
"190","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","4000","700 to 800","May-2022"
"191","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3800","800 to 900","May-2022"
"192","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","3","4000","1200 to 1300","May-2022"
"193","UPTOWN @ FARRER","PERUMAL ROAD","08","Non-landed Properties","2","3700","500 to 600","May-2022"
"194","KERRISDALE","STURDEE ROAD","08","Non-landed Properties","2","3800","900 to 1000","May-2022"
"195","OXFORD SUITES","OXFORD ROAD","08","Non-landed Properties","1","3000","600 to 700","May-2022"
"196","SUITES 123","RANGOON ROAD","08","Non-landed Properties","1","2500","400 to 500","May-2022"
"197","28 RC SUITES","RACE COURSE LANE","08","Non-landed Properties","1","2000","400 to 500","May-2022"
"198","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","2850","500 to 600","May-2022"
"199","TYRWHITT 139","TYRWHITT ROAD","08","Non-landed Properties","2","3300","500 to 600","May-2022"
"200","FORTE SUITES","MERGUI ROAD","08","Non-landed Properties","2","2550","600 to 700","May-2022"
"201","OXFORD SUITES","OXFORD ROAD","08","Non-landed Properties","3","5500","1600 to 1700","May-2022"
"202","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","1","3500","500 to 600","May-2022"
"203","KENTISH GREEN","OXFORD ROAD","08","Non-landed Properties","2","3700","1000 to 1100","May-2022"
"204","TYRWHITT 139","TYRWHITT ROAD","08","Non-landed Properties","1","1600","300 to 400","May-2022"
"205","THE MERLOT","KENG LEE ROAD","08","Non-landed Properties","3","3700","1000 to 1100","May-2022"
"206","NON-LANDED HOUSING DEVELOPMENT","RACE COURSE ROAD","08","Non-landed Properties","NA","1738","200 to 300","May-2022"
"207","STURDEE RESIDENCES","BEATTY ROAD","08","Non-landed Properties","1","3100","400 to 500","May-2022"
"208","NON-LANDED HOUSING DEVELOPMENT","CAMBRIDGE ROAD","08","Non-landed Properties","NA","3100","800 to 900","May-2022"
"209","VOGX","DORSET ROAD","08","Non-landed Properties","1","2260","500 to 600","May-2022"
"210","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","3","4150","1200 to 1300","May-2022"
"211","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3000","800 to 900","May-2022"
"212","JOOL SUITES","SING JOO WALK","08","Non-landed Properties","1","2600","400 to 500","May-2022"
"213","THE MERLOT","KENG LEE ROAD","08","Non-landed Properties","2","2900","800 to 900","May-2022"
"214","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","3300","600 to 700","May-2022"
"215","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","3200","600 to 700","May-2022"
"216","HERTFORD COLLECTION","HERTFORD ROAD","08","Non-landed Properties","2","3800","1000 to 1100","May-2022"
"217","R66 APARTMENTS","RANGOON ROAD","08","Non-landed Properties","1","2450","500 to 600","May-2022"
"218","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","1","4000","700 to 800","May-2022"
"219","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","2","3600","800 to 900","May-2022"
"220","CITY STUDIOS","RACE COURSE LANE","08","Non-landed Properties","2","3000","600 to 700","May-2022"
"221","KENTISH GREEN","OXFORD ROAD","08","Non-landed Properties","2","3550","1000 to 1100","May-2022"
"222","KERRISDALE","STURDEE ROAD","08","Non-landed Properties","3","3800","1200 to 1300","May-2022"
"223","UPTOWN @ FARRER","PERUMAL ROAD","08","Non-landed Properties","4","4500","1000 to 1100","May-2022"
"224","CITYLIGHTS","JELLICOE ROAD","08","Non-landed Properties","2","5200","900 to 1000","May-2022"
"225","STUDIOS @ MARNE","MARNE ROAD","08","Non-landed Properties","NA","2250","600 to 700","May-2022"
"226","KENTISH COURT","OXFORD ROAD","08","Non-landed Properties","2","4000","1000 to 1100","May-2022"
"227","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3300","800 to 900","May-2022"
"228","TYRWHITT 139","TYRWHITT ROAD","08","Non-landed Properties","1","3100","700 to 800","May-2022"
"229","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","3","4250","1100 to 1200","May-2022"
"230","KERRISDALE","STURDEE ROAD","08","Non-landed Properties","3","4200","1200 to 1300","May-2022"
"231","STURDEE RESIDENCES","BEATTY ROAD","08","Non-landed Properties","2","3800","600 to 700","May-2022"
"232","CITYSCAPE @FARRER PARK","MERGUI ROAD","08","Non-landed Properties","2","3800","900 to 1000","May-2022"
"233","NON-LANDED HOUSING DEVELOPMENT","BEATTY ROAD","08","Non-landed Properties","NA","3700","900 to 1000","May-2022"
"234","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","2","3100","800 to 900","May-2022"
"235","UPTOWN @ FARRER","PERUMAL ROAD","08","Non-landed Properties","2","3650","500 to 600","May-2022"
"236","KENG LEE VIEW","KENG LEE ROAD","08","Non-landed Properties","NA","3500","1200 to 1300","May-2022"
"237","CITY SQUARE RESIDENCES","KITCHENER LINK","08","Non-landed Properties","3","4400","1200 to 1300","May-2022"
"238","UPTOWN @ FARRER","PERUMAL ROAD","08","Non-landed Properties","2","3900","500 to 600","May-2022"
"239","CAVAN SUITES","CAVAN ROAD","08","Non-landed Properties","NA","1750","300 to 400","May-2022"
"240","FORTE SUITES","MERGUI ROAD","08","Non-landed Properties","1","2800","400 to 500","May-2022"
"241","NON-LANDED HOUSING DEVELOPMENT","CAMBRIDGE ROAD","08","Non-landed Properties","NA","3500","1100 to 1200","May-2022"
"242","NON-LANDED HOUSING DEVELOPMENT","FLANDERS SQUARE","08","Non-landed Properties","NA","4300","1400 to 1500","May-2022"
"243","NON-LANDED HOUSING DEVELOPMENT","SING JOO WALK","08","Non-landed Properties","NA","3100","700 to 800","May-2022"
"244","NON-LANDED HOUSING DEVELOPMENT","SING JOO WALK","08","Non-landed Properties","NA","2800","800 to 900","May-2022"
