"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"4570","THE LINCOLN MODERN","LINCOLN ROAD","11","Non-landed Properties","3","4200","1400 to 1500","May-2021"
"4571","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","2","6050","900 to 1000","May-2021"
"4572","GLOUCESTER MANSIONS","NEWTON ROAD","11","Non-landed Properties","3","3280","1100 to 1200","May-2021"
"4573","SUITES @ NEWTON","SURREY ROAD","11","Non-landed Properties","2","2600","600 to 700","May-2021"
"4574","THE GLYNDEBOURNE","TREVOSE CRESCENT","11","Non-landed Properties","4","9000","1900 to 2000","May-2021"
"4575","D'CHATEAU @ SHELFORD","SHELFORD ROAD","11","Non-landed Properties","2","2650","700 to 800","May-2021"
"4576","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","2","5570","900 to 1000","May-2021"
"4577","AMARYLLIS VILLE","NEWTON ROAD","11","Non-landed Properties","1","2700","600 to 700","May-2021"
"4578","PARK INFINIA AT WEE NAM","LINCOLN ROAD","11","Non-landed Properties","3","7000","1500 to 1600","May-2021"
"4579","ZEDGE","AKYAB ROAD","11","Non-landed Properties","2","2600","700 to 800","May-2021"
"4580","NEWTON 18","NEWTON ROAD","11","Non-landed Properties","2","3450","900 to 1000","May-2021"
"4581","28 SHELFORD","SHELFORD ROAD","11","Non-landed Properties","2","2350","800 to 900","May-2021"
"4582","PARK INFINIA AT WEE NAM","LINCOLN ROAD","11","Non-landed Properties","3","6000","1400 to 1500","May-2021"
"4583","THE SHELFORD","SHELFORD ROAD","11","Non-landed Properties","2","4200","1000 to 1100","May-2021"
"4584","NEWTON SUITES","NEWTON ROAD","11","Non-landed Properties","2","3400","700 to 800","May-2021"
"4585","NEWTON 18","NEWTON ROAD","11","Non-landed Properties","1","3000","600 to 700","May-2021"
"4586","STRATA","ESSEX ROAD","11","Non-landed Properties","2","3100","800 to 900","May-2021"
"4587","ADAM PARK CONDOMINIUM","ADAM ROAD","11","Non-landed Properties","3","3600","1200 to 1300","May-2021"
"4588","GILSTEAD TWO","GILSTEAD ROAD","11","Non-landed Properties","2","3700","900 to 1000","May-2021"
"4589","GILSTEAD TWO","GILSTEAD ROAD","11","Non-landed Properties","2","3000","700 to 800","May-2021"
"4590","THREE BUCKLEY","BUCKLEY ROAD","11","Non-landed Properties","4","7500","2200 to 2300","May-2021"
"4591","26 NEWTON","NEWTON ROAD","11","Non-landed Properties","2","3500","700 to 800","May-2021"
"4592","THE ANSLEY","MANDALAY ROAD","11","Non-landed Properties","2","3400","1000 to 1100","May-2021"
"4593","HILLCREST ARCADIA","ARCADIA ROAD","11","Non-landed Properties","4","6500","2800 to 2900","May-2021"
"4594","MORIMASA GARDENS","GILSTEAD ROAD","11","Non-landed Properties","3","5500","2200 to 2300","May-2021"
"4595","APLETON VIEW","SINARAN DRIVE","11","Non-landed Properties","3","3500","1200 to 1300","May-2021"
"4596","THOMSON EURO-ASIA","THOMSON ROAD","11","Non-landed Properties","3","4000","1100 to 1200","May-2021"
"4597","NEWTON LODGE","NEWTON ROAD","11","Non-landed Properties","2","2400","1200 to 1300","May-2021"
"4598","PARK INFINIA AT WEE NAM","LINCOLN ROAD","11","Non-landed Properties","2","4200","800 to 900","May-2021"
"4599","THE ARMADALE","GILSTEAD ROAD","11","Non-landed Properties","2","3250","800 to 900","May-2021"
"4600","NOVENA HILL","JALAN NOVENA","11","Non-landed Properties","NA","1900","600 to 700","May-2021"
"4601","TRILIGHT","NEWTON ROAD","11","Non-landed Properties","2","5500","1000 to 1100","May-2021"
"4602","NEWTON GEMS","NEWTON ROAD","11","Non-landed Properties","1","2594","600 to 700","May-2021"
"4603","GLOUCESTER MANSIONS","NEWTON ROAD","11","Non-landed Properties","1","2300","600 to 700","May-2021"
"4604","ROCHELLE AT NEWTON","KENG LEE ROAD","11","Non-landed Properties","3","5000","1300 to 1400","May-2021"
"4605","NEWTON SUITES","NEWTON ROAD","11","Non-landed Properties","2","3800","700 to 800","May-2021"
"4606","TRILIGHT","NEWTON ROAD","11","Non-landed Properties","3","7800","2100 to 2200","May-2021"
"4607","MEDGE","MINBU ROAD","11","Non-landed Properties","2","5000","1200 to 1300","May-2021"
"4608","DUNEARN REGENCY","DUNEARN ROAD","11","Non-landed Properties","2","2200","600 to 700","May-2021"
"4609","ADAM PARK CONDOMINIUM","ADAM ROAD","11","Non-landed Properties","3","5000","2300 to 2400","May-2021"
"4610","ADAM PARK CONDOMINIUM","ADAM ROAD","11","Non-landed Properties","2","2800","900 to 1000","May-2021"
"4611","THOMSON EURO-ASIA","THOMSON ROAD","11","Non-landed Properties","3","4500","1200 to 1300","May-2021"
"4612","ORCHID APARTMENTS","ENG NEO AVENUE","11","Non-landed Properties","NA","2850","1300 to 1400","Apr-2021"
"4613","RESIDENCES @ EVELYN","EVELYN ROAD","11","Non-landed Properties","2","4500","1000 to 1100","Apr-2021"
"4614","DUNEARN REGENCY","DUNEARN ROAD","11","Non-landed Properties","2","2200","600 to 700","Apr-2021"
"4615","D' IXORAS","MINBU ROAD","11","Non-landed Properties","2","2500","800 to 900","Apr-2021"
"4616","STRATA","ESSEX ROAD","11","Non-landed Properties","1","2400","500 to 600","Apr-2021"
"4617","NEWTON GEMS","NEWTON ROAD","11","Non-landed Properties","1","2548","600 to 700","Apr-2021"
"4618","VIVA","SUFFOLK WALK","11","Non-landed Properties","2","5000","900 to 1000","Apr-2021"
"4619","ZEDGE","AKYAB ROAD","11","Non-landed Properties","3","3200","900 to 1000","Apr-2021"
"4620","RESIDENCES @ EVELYN","EVELYN ROAD","11","Non-landed Properties","2","4250","1100 to 1200","Apr-2021"
"4621","PARK INFINIA AT WEE NAM","LINCOLN ROAD","11","Non-landed Properties","1","3300","500 to 600","Apr-2021"
"4622","368 THOMSON","THOMSON ROAD","11","Non-landed Properties","3","3900","1300 to 1400","Apr-2021"
"4623","CITY EDGE","MOULMEIN RISE","11","Non-landed Properties","3","3700","1100 to 1200","Apr-2021"
"4624","28 SHELFORD","SHELFORD ROAD","11","Non-landed Properties","3","3100","1100 to 1200","Apr-2021"
"4625","SHELFORD SUITES","SHELFORD ROAD","11","Non-landed Properties","3","4000","1200 to 1300","Apr-2021"
"4626","CUBE 8","THOMSON ROAD","11","Non-landed Properties","2","3200","900 to 1000","Apr-2021"
"4627","POINT LOMA","SHELFORD ROAD","11","Non-landed Properties","3","6600","2300 to 2400","Apr-2021"
"4628","LINCOLN SUITES","KHIANG GUAN AVENUE","11","Non-landed Properties","3","6000","1000 to 1100","Apr-2021"
"4629","ADRIA","DERBYSHIRE ROAD","11","Non-landed Properties","1","2500","500 to 600","Apr-2021"
"4630","BUCKLEY 18","BUCKLEY ROAD","11","Non-landed Properties","3","5600","1600 to 1700","Apr-2021"
"4631","GILSTEAD TWO","GILSTEAD ROAD","11","Non-landed Properties","2","3500","900 to 1000","Apr-2021"
"4632","GILSTEAD TWO","GILSTEAD ROAD","11","Non-landed Properties","2","3500","900 to 1000","Apr-2021"
"4633","LINCOLN SUITES","KHIANG GUAN AVENUE","11","Non-landed Properties","2","4300","1000 to 1100","Apr-2021"
"4634","PARK INFINIA AT WEE NAM","LINCOLN ROAD","11","Non-landed Properties","2","4600","800 to 900","Apr-2021"
"4635","1 MOULMEIN RISE","MOULMEIN RISE","11","Non-landed Properties","3","4300","1200 to 1300","Apr-2021"
"4636","NEWTON IMPERIAL","NEWTON ROAD","11","Non-landed Properties","3","6000","1700 to 1800","Apr-2021"
"4637","NEWTON GEMS","NEWTON ROAD","11","Non-landed Properties","3","5076","1400 to 1500","Apr-2021"
"4638","KELLETT COURT","SHELFORD ROAD","11","Non-landed Properties","3","3200","1300 to 1400","Apr-2021"
"4639","THE TREVOSE","TREVOSE CRESCENT","11","Non-landed Properties","2","3000","900 to 1000","Apr-2021"
"4640","THE AXIS","MANDALAY ROAD","11","Non-landed Properties","2","3100","800 to 900","Apr-2021"
"4641","THOMSON 800","THOMSON ROAD","11","Non-landed Properties","3","3700","1400 to 1500","Apr-2021"
"4642","NON-LANDED HOUSING DEVELOPMENT","NEWTON ROAD","11","Non-landed Properties","3","6800","1700 to 1800","Apr-2021"
"4643","SHELFORD REGENCY","SHELFORD ROAD","11","Non-landed Properties","3","3000","1500 to 1600","Apr-2021"
"4644","6 DERBYSHIRE","DERBYSHIRE ROAD","11","Non-landed Properties","2","3500","800 to 900","Apr-2021"
"4645","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","NA","2800","500 to 600","Apr-2021"
"4646","PARK INFINIA AT WEE NAM","LINCOLN ROAD","11","Non-landed Properties","3","6050","1300 to 1400","Apr-2021"
"4647","NEWTON 21","NEWTON ROAD","11","Non-landed Properties","3","3500","1000 to 1100","Apr-2021"
"4648","NEWTON GEMS","NEWTON ROAD","11","Non-landed Properties","1","2828","600 to 700","Apr-2021"
"4649","THE ANSLEY","MANDALAY ROAD","11","Non-landed Properties","2","3450","1000 to 1100","Apr-2021"
"4650","L'VIV","NEWTON ROAD","11","Non-landed Properties","2","4750","1000 to 1100","Apr-2021"
"4651","AMARYLLIS VILLE","NEWTON ROAD","11","Non-landed Properties","3","5000","1200 to 1300","Apr-2021"
"4652","RESIDENCES @ EVELYN","EVELYN ROAD","11","Non-landed Properties","2","3800","1000 to 1100","Apr-2021"
"4653","SHELFORD REGENCY","SHELFORD ROAD","11","Non-landed Properties","3","3400","1200 to 1300","Apr-2021"
"4654","TRILIGHT","NEWTON ROAD","11","Non-landed Properties","3","7000","2100 to 2200","Apr-2021"
"4655","ALEGRIA","THOMSON ROAD","11","Non-landed Properties","1","2400","600 to 700","Apr-2021"
"4656","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","2","4600","900 to 1000","Apr-2021"
"4657","AMARYLLIS VILLE","NEWTON ROAD","11","Non-landed Properties","2","3900","900 to 1000","Apr-2021"
"4658","PARK INFINIA AT WEE NAM","LINCOLN ROAD","11","Non-landed Properties","3","5600","1300 to 1400","Apr-2021"
"4659","ESPANA","DYSON ROAD","11","Non-landed Properties","3","5500","2200 to 2300","Apr-2021"
"4660","THE THOMSON DUPLEX","THOMSON ROAD","11","Non-landed Properties","4","6000","2100 to 2200","Apr-2021"
"4661","DUNEARN REGENCY","DUNEARN ROAD","11","Non-landed Properties","2","2300","600 to 700","Apr-2021"
"4662","6 DERBYSHIRE","DERBYSHIRE ROAD","11","Non-landed Properties","1","2750","500 to 600","Apr-2021"
"4663","THOMSON EURO-ASIA","THOMSON ROAD","11","Non-landed Properties","3","4800","1200 to 1300","Apr-2021"
"4664","STRATA","ESSEX ROAD","11","Non-landed Properties","2","3700","1000 to 1100","Apr-2021"
"4665","NEWTON SUITES","NEWTON ROAD","11","Non-landed Properties","2","3500","700 to 800","Apr-2021"
"4666","368 THOMSON","THOMSON ROAD","11","Non-landed Properties","2","3060","800 to 900","Apr-2021"
"4667","THE ARCADIA","ARCADIA ROAD","11","Non-landed Properties","4","8500",">3000","Apr-2021"
"4668","BIRMINGHAM MANSIONS","THOMSON ROAD","11","Non-landed Properties","3","3100","1000 to 1100","Apr-2021"
"4669","SUFFOLK PREMIER","SUFFOLK ROAD","11","Non-landed Properties","3","4600","1000 to 1100","Apr-2021"
"4670","THE TREVOSE","TREVOSE CRESCENT","11","Non-landed Properties","3","4250","1700 to 1800","Apr-2021"
"4671","LA MAISON","MOULMEIN RISE","11","Non-landed Properties","3","3600","1300 to 1400","Apr-2021"
"4672","NOVENA REGENCY","THOMSON ROAD","11","Non-landed Properties","2","2000","600 to 700","Apr-2021"
"4673","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","NA","2800","500 to 600","Apr-2021"
"4674","PARK INFINIA AT WEE NAM","LINCOLN ROAD","11","Non-landed Properties","2","4300","1000 to 1100","Apr-2021"
"4675","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","2","6500","1000 to 1100","Apr-2021"
"4676","NEWTON GEMS","NEWTON ROAD","11","Non-landed Properties","4","6933","2100 to 2200","Apr-2021"
"4677","LION TOWERS","ESSEX ROAD","11","Non-landed Properties","NA","4400","1800 to 1900","Apr-2021"
"4678","PARK INFINIA AT WEE NAM","LINCOLN ROAD","11","Non-landed Properties","2","4500","1000 to 1100","Apr-2021"
"4679","THE SPRINGS","MOULMEIN RISE","11","Non-landed Properties","2","3600","900 to 1000","Apr-2021"
"4680","HILLCREST ARCADIA","ARCADIA ROAD","11","Non-landed Properties","1","2300","600 to 700","Apr-2021"
"4681","ROCHELLE AT NEWTON","KENG LEE ROAD","11","Non-landed Properties","2","4050","1000 to 1100","Apr-2021"
"4682","STRATA","ESSEX ROAD","11","Non-landed Properties","1","2400","500 to 600","Apr-2021"
"4683","AMARYLLIS VILLE","NEWTON ROAD","11","Non-landed Properties","2","3650","900 to 1000","Apr-2021"
"4684","SKY@ELEVEN","THOMSON LANE","11","Non-landed Properties","4","8900","2700 to 2800","Apr-2021"
"4685","VILLA DES FLORES","WHITLEY ROAD","11","Non-landed Properties","2","3800","1500 to 1600","Apr-2021"
"4686","TRILIGHT","NEWTON ROAD","11","Non-landed Properties","3","7600","2100 to 2200","Apr-2021"
"4687","AMANINDA","THOMSON ROAD","11","Non-landed Properties","1","2500","600 to 700","Apr-2021"
"4688","NEWTON GEMS","NEWTON ROAD","11","Non-landed Properties","3","5122","1400 to 1500","Apr-2021"
"4689","GILSTEAD TWO","GILSTEAD ROAD","11","Non-landed Properties","2","3200","700 to 800","Apr-2021"
"4690","ROSEVALE","LINCOLN ROAD","11","Non-landed Properties","4","7700","2600 to 2700","Apr-2021"
"4691","NEWTON SUITES","NEWTON ROAD","11","Non-landed Properties","2","3450","700 to 800","Apr-2021"
"4692","ZEDGE","AKYAB ROAD","11","Non-landed Properties","2","2600","700 to 800","Apr-2021"
"4693","TREVOSE PARK","TREVOSE CRESCENT","11","Non-landed Properties","3","5000","1900 to 2000","Apr-2021"
"4694","SHELFORD GREEN","SHELFORD ROAD","11","Non-landed Properties","3","4000","1600 to 1700","Apr-2021"
"4695","6 DERBYSHIRE","DERBYSHIRE ROAD","11","Non-landed Properties","2","3400","800 to 900","Apr-2021"
"4696","AMARYLLIS VILLE","NEWTON ROAD","11","Non-landed Properties","2","4000","900 to 1000","Apr-2021"
"4697","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","2","6600","1000 to 1100","Apr-2021"
"4698","SUITES @ NEWTON","SURREY ROAD","11","Non-landed Properties","1","2200","400 to 500","Apr-2021"
"4699","MIRO","LINCOLN ROAD","11","Non-landed Properties","2","4100","1200 to 1300","Apr-2021"
"4700","THE AXIS","MANDALAY ROAD","11","Non-landed Properties","2","3100","800 to 900","Apr-2021"
"4701","THOMSON 800","THOMSON ROAD","11","Non-landed Properties","3","3300","1400 to 1500","Apr-2021"
"4702","NEWTON GEMS","NEWTON ROAD","11","Non-landed Properties","2","3899","900 to 1000","Apr-2021"
"4703","L'VIV","NEWTON ROAD","11","Non-landed Properties","2","4300","900 to 1000","Apr-2021"
"4704","PARK INFINIA AT WEE NAM","LINCOLN ROAD","11","Non-landed Properties","4","8100","2000 to 2100","Apr-2021"
"4705","AMANINDA","THOMSON ROAD","11","Non-landed Properties","2","3000","900 to 1000","Apr-2021"
"4706","THE LINC","LINCOLN ROAD","11","Non-landed Properties","3","4200","1200 to 1300","Apr-2021"
"4707","NON-LANDED HOUSING DEVELOPMENT","SHREWSBURY ROAD","11","Non-landed Properties","NA","2500","800 to 900","Apr-2021"
"4708","GOLDHILL TOWERS","GOLDHILL AVENUE","11","Non-landed Properties","3","3650","1500 to 1600","Apr-2021"
"4709","STRATA","ESSEX ROAD","11","Non-landed Properties","2","4000","1000 to 1100","Apr-2021"
"4710","PASTORAL VIEW","BASSEIN ROAD","11","Non-landed Properties","1","2718","600 to 700","Apr-2021"
"4711","STRATA","ESSEX ROAD","11","Non-landed Properties","2","3500","1000 to 1100","Apr-2021"
"4712","RESIDENCES @ EVELYN","EVELYN ROAD","11","Non-landed Properties","2","4800","1100 to 1200","Apr-2021"
"4713","GILSTEAD TWO","GILSTEAD ROAD","11","Non-landed Properties","2","4500","900 to 1000","Apr-2021"
"4714","6 DERBYSHIRE","DERBYSHIRE ROAD","11","Non-landed Properties","1","2500","500 to 600","Apr-2021"
"4715","TREVOSE PARK","TREVOSE CRESCENT","11","Non-landed Properties","2","2800","800 to 900","Apr-2021"
"4716","GILSTEAD TWO","GILSTEAD ROAD","11","Non-landed Properties","2","3800","900 to 1000","Apr-2021"
"4717","ORCHID APARTMENTS","ENG NEO AVENUE","11","Non-landed Properties","NA","2500","1300 to 1400","Apr-2021"
"4718","BIRMINGHAM MANSIONS","THOMSON ROAD","11","Non-landed Properties","3","3300","1700 to 1800","Apr-2021"
"4719","PARK INFINIA AT WEE NAM","LINCOLN ROAD","11","Non-landed Properties","2","5100","1100 to 1200","Apr-2021"
"4720","LINCOLN SUITES","KHIANG GUAN AVENUE","11","Non-landed Properties","3","5500","1100 to 1200","Apr-2021"
"4721","BIRMINGHAM MANSIONS","THOMSON ROAD","11","Non-landed Properties","3","3000","1000 to 1100","Apr-2021"
"4722","NOVENA SUITES","MOULMEIN ROAD","11","Non-landed Properties","2","3300","900 to 1000","Apr-2021"
"4723","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","2","6050","1000 to 1100","Apr-2021"
"4724","L'VIV","NEWTON ROAD","11","Non-landed Properties","1","3950","600 to 700","Apr-2021"
"4725","368 THOMSON","THOMSON ROAD","11","Non-landed Properties","2","3050","800 to 900","Apr-2021"
"4726","NEWTON GEMS","NEWTON ROAD","11","Non-landed Properties","3","5076","1300 to 1400","Apr-2021"
"4727","MONTEBLEU","MINBU ROAD","11","Non-landed Properties","3","4100","1100 to 1200","Apr-2021"
"4728","NOVENA SUITES","MOULMEIN ROAD","11","Non-landed Properties","2","3400","900 to 1000","Apr-2021"
"4729","THE ARMADALE","GILSTEAD ROAD","11","Non-landed Properties","1","3000","600 to 700","Apr-2021"
"4730","PARK INFINIA AT WEE NAM","LINCOLN ROAD","11","Non-landed Properties","3","6500","1500 to 1600","Apr-2021"
"4731","THE LINCOLN RESIDENCES","SURREY ROAD","11","Non-landed Properties","3","5500","1400 to 1500","Apr-2021"
"4732","8 BASSEIN","BASSEIN ROAD","11","Non-landed Properties","1","2000","400 to 500","Apr-2021"
"4733","TREVOSE PARK","TREVOSE CRESCENT","11","Non-landed Properties","3","5200","1600 to 1700","Apr-2021"
"4734","MANDALAY MANSION","MINBU ROAD","11","Non-landed Properties","NA","3800","2000 to 2100","Apr-2021"
"4735","NON-LANDED HOUSING DEVELOPMENT","LINCOLN ROAD","11","Non-landed Properties","2","3500","1100 to 1200","Apr-2021"
"4736","BUCKLEY CLASSIQUE","BUCKLEY ROAD","11","Non-landed Properties","3","6500","1400 to 1500","Apr-2021"
"4737","SHELFORD REGENCY","SHELFORD ROAD","11","Non-landed Properties","3","3250","1200 to 1300","Apr-2021"
"4738","GILSTEAD TWO","GILSTEAD ROAD","11","Non-landed Properties","2","3200","700 to 800","Apr-2021"
"4739","NEWTON SUITES","NEWTON ROAD","11","Non-landed Properties","2","3350","700 to 800","Apr-2021"
"4740","NEWTON GEMS","NEWTON ROAD","11","Non-landed Properties","3","5263","1400 to 1500","Apr-2021"
"4741","HILLCREST ARCADIA","ARCADIA ROAD","11","Non-landed Properties","2","3100","1400 to 1500","Apr-2021"
"4742","CASA MELWANI","SURREY ROAD","11","Non-landed Properties","3","4500","1900 to 2000","Apr-2021"
"4743","ADRIA","DERBYSHIRE ROAD","11","Non-landed Properties","2","3000","600 to 700","Apr-2021"
"4744","ADRIA","DERBYSHIRE ROAD","11","Non-landed Properties","2","3500","600 to 700","Apr-2021"
"4745","LINCOLN SUITES","KHIANG GUAN AVENUE","11","Non-landed Properties","1","2750","500 to 600","Apr-2021"
"4746","NEWTON GEMS","NEWTON ROAD","11","Non-landed Properties","4","7027","2100 to 2200","Apr-2021"
"4747","THE AXIS","MANDALAY ROAD","11","Non-landed Properties","2","2600","700 to 800","Apr-2021"
"4748","26 NEWTON","NEWTON ROAD","11","Non-landed Properties","1","2700","400 to 500","Apr-2021"
"4749","SUITES @ NEWTON","SURREY ROAD","11","Non-landed Properties","2","3200","600 to 700","Apr-2021"
"4750","NON-LANDED HOUSING DEVELOPMENT","GILSTEAD ROAD","11","Non-landed Properties","2","1100","1000 to 1100","Apr-2021"
"4751","NINETEEN SHELFORD ROAD","SHELFORD ROAD","11","Non-landed Properties","2","2500","900 to 1000","Apr-2021"
"4752","NEWTON GEMS","NEWTON ROAD","11","Non-landed Properties","1","2641","600 to 700","Apr-2021"
"4753","NINETEEN SHELFORD ROAD","SHELFORD ROAD","11","Non-landed Properties","1","2250","600 to 700","Apr-2021"
"4754","LINCOLN SUITES","KHIANG GUAN AVENUE","11","Non-landed Properties","NA","2500","400 to 500","Apr-2021"
"4755","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","2","5000","900 to 1000","Apr-2021"
"4756","M21","MANDALAY ROAD","11","Non-landed Properties","4","5900","1700 to 1800","Apr-2021"
"4757","NEWTON ONE","NEWTON ROAD","11","Non-landed Properties","2","4600","1200 to 1300","Apr-2021"
"4758","THE GLYNDEBOURNE","TREVOSE CRESCENT","11","Non-landed Properties","5","11300",">3000","Apr-2021"
"4759","PASTORAL VIEW","BASSEIN ROAD","11","Non-landed Properties","3","4350","1200 to 1300","Apr-2021"
"4760","SHELFORD 23","SHELFORD ROAD","11","Non-landed Properties","3","4000","1200 to 1300","Apr-2021"
"4761","HILLS APARTMENT","GOLDHILL AVENUE","11","Non-landed Properties","4","11000",">3000","Apr-2021"
"4762","BUCKLEY CLASSIQUE","BUCKLEY ROAD","11","Non-landed Properties","3","6400","1400 to 1500","Apr-2021"
"4763","GLOUCESTER MANSIONS","NEWTON ROAD","11","Non-landed Properties","2","3000","900 to 1000","Apr-2021"
"4764","6 DERBYSHIRE","DERBYSHIRE ROAD","11","Non-landed Properties","1","2300","500 to 600","Apr-2021"
"4765","6 DERBYSHIRE","DERBYSHIRE ROAD","11","Non-landed Properties","1","2700","500 to 600","Apr-2021"
"4766","SUITES @ NEWTON","SURREY ROAD","11","Non-landed Properties","2","2700","600 to 700","Apr-2021"
"4767","THOMSON EURO-ASIA","THOMSON ROAD","11","Non-landed Properties","3","4000","1100 to 1200","Apr-2021"
"4768","WATTEN ESTATE CONDOMINIUM","SHELFORD ROAD","11","Non-landed Properties","2","2300","1100 to 1200","Apr-2021"
"4769","MIRO","LINCOLN ROAD","11","Non-landed Properties","2","4400","1300 to 1400","Apr-2021"
"4770","ADRIA","DERBYSHIRE ROAD","11","Non-landed Properties","2","2900","600 to 700","Apr-2021"
"4771","IRIDIUM","LINCOLN ROAD","11","Non-landed Properties","3","4200","1000 to 1100","Apr-2021"
"4772","8 BASSEIN","BASSEIN ROAD","11","Non-landed Properties","1","2000","400 to 500","Apr-2021"
"4773","LA SUISSE","SWISS VIEW","11","Non-landed Properties","3","4200","2100 to 2200","Apr-2021"
"4774","TREVOSE PARK","TREVOSE CRESCENT","11","Non-landed Properties","3","4650","1900 to 2000","Apr-2021"
"4775","TRILIGHT","NEWTON ROAD","11","Non-landed Properties","3","8500","2100 to 2200","Apr-2021"
"4776","PAVILION 11","AKYAB ROAD","11","Non-landed Properties","3","4300","1400 to 1500","Apr-2021"
"4777","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","2","6400","1400 to 1500","Apr-2021"
"4778","GILSTEAD TWO","GILSTEAD ROAD","11","Non-landed Properties","2","4500","900 to 1000","Apr-2021"
"4779","PAVILION 11","AKYAB ROAD","11","Non-landed Properties","2","3200","900 to 1000","Apr-2021"
"4780","TRILIGHT","NEWTON ROAD","11","Non-landed Properties","3","7400","2000 to 2100","Apr-2021"
"4781","THOMSON EURO-ASIA","THOMSON ROAD","11","Non-landed Properties","3","4000","1100 to 1200","Apr-2021"
"4782","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","3","7500","1400 to 1500","Apr-2021"
"4783","ROCHELLE AT NEWTON","KENG LEE ROAD","11","Non-landed Properties","2","3900","1000 to 1100","Apr-2021"
"4784","MEDGE","MINBU ROAD","11","Non-landed Properties","1","2100","400 to 500","Apr-2021"
"4785","LINCOLN SUITES","KHIANG GUAN AVENUE","11","Non-landed Properties","NA","2500","400 to 500","Apr-2021"
"4786","ESPANA","DYSON ROAD","11","Non-landed Properties","2","3650","1200 to 1300","Apr-2021"
"4787","M21","MANDALAY ROAD","11","Non-landed Properties","3","4200","1300 to 1400","Apr-2021"
"4788","NINETEEN SHELFORD ROAD","SHELFORD ROAD","11","Non-landed Properties","1","2100","700 to 800","Apr-2021"
"4789","NEWTON GEMS","NEWTON ROAD","11","Non-landed Properties","3","5169","1400 to 1500","Apr-2021"
"4790","THOMSON EURO-ASIA","THOMSON ROAD","11","Non-landed Properties","2","3500","900 to 1000","Apr-2021"
"4791","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","2","5200","900 to 1000","Apr-2021"
"4792","TRILIGHT","NEWTON ROAD","11","Non-landed Properties","3","7600","2000 to 2100","Apr-2021"
"4793","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","2","5600","1400 to 1500","Apr-2021"
"4794","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","2","4900","900 to 1000","Apr-2021"
"4795","THE ANSLEY","MANDALAY ROAD","11","Non-landed Properties","1","2600","600 to 700","Apr-2021"
"4796","8 BASSEIN","BASSEIN ROAD","11","Non-landed Properties","1","2300","400 to 500","Apr-2021"
"4797","ADAM PLACE","ADAM ROAD","11","Non-landed Properties","NA","2600","900 to 1000","Apr-2021"
"4798","PARK INFINIA AT WEE NAM","LINCOLN ROAD","11","Non-landed Properties","2","5600","1100 to 1200","Apr-2021"
"4799","NEWTON ONE","NEWTON ROAD","11","Non-landed Properties","4","7050","1900 to 2000","Apr-2021"
"4800","THE ANSLEY","MANDALAY ROAD","11","Non-landed Properties","3","3200","1300 to 1400","Apr-2021"
"4801","CHANCERY PARK","CHANCERY LANE","11","Non-landed Properties","NA","5700","2300 to 2400","Apr-2021"
"4802","THOMSON EURO-ASIA","THOMSON ROAD","11","Non-landed Properties","3","5200","1700 to 1800","Apr-2021"
"4803","6 DERBYSHIRE","DERBYSHIRE ROAD","11","Non-landed Properties","2","3200","700 to 800","Apr-2021"
"4804","THOMSON EURO-ASIA","THOMSON ROAD","11","Non-landed Properties","3","4100","1100 to 1200","Apr-2021"
"4805","THOMSON 800","THOMSON ROAD","11","Non-landed Properties","3","3900","1600 to 1700","Apr-2021"
"4806","BUCKLEY RESIDENCE","BUCKLEY ROAD","11","Non-landed Properties","1","2600","500 to 600","Apr-2021"
"4807","SOLEIL @ SINARAN","SINARAN DRIVE","11","Non-landed Properties","2","5500","900 to 1000","Apr-2021"
"4808","10 SHELFORD","SHELFORD ROAD","11","Non-landed Properties","1","2800","800 to 900","Apr-2021"
"4809","LINCOLN SUITES","KHIANG GUAN AVENUE","11","Non-landed Properties","2","4600","1000 to 1100","Apr-2021"
"4810","SUITES @ NEWTON","SURREY ROAD","11","Non-landed Properties","1","2300","500 to 600","Apr-2021"
"4811","NOVENA COURT","JALAN NOVENA BARAT","11","Non-landed Properties","NA","2500","800 to 900","Apr-2021"
"4812","LINCOLN SUITES","KHIANG GUAN AVENUE","11","Non-landed Properties","2","4150","1000 to 1100","Apr-2021"
"4813","CUBE 8","THOMSON ROAD","11","Non-landed Properties","1","2600","500 to 600","Apr-2021"
