"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"6777","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","na*","2500","1800 to 1900","Oct-2019"
"6778","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","3","2500","1200 to 1300","Oct-2019"
"6779","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","2900","900 to 1000","Oct-2019"
"6780","LAKESIDE TOWER","YUAN CHING ROAD","22","Non-landed Properties","na*","2700","1900 to 2000","Oct-2019"
"6781","PARK VIEW MANSION","YUAN CHING ROAD","22","Non-landed Properties","na*","2400","1300 to 1400","Oct-2019"
"6782","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3000","1100 to 1200","Oct-2019"
"6783","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","3","3500","1100 to 1200","Oct-2019"
"6784","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","na*","2900","1700 to 1800","Oct-2019"
"6785","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","2800","600 to 700","Oct-2019"
"6786","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3300","1200 to 1300","Oct-2019"
"6787","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","3200","600 to 700","Oct-2019"
"6788","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2700","400 to 500","Oct-2019"
"6789","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","3200","700 to 800","Oct-2019"
"6790","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3700","1100 to 1200","Oct-2019"
"6791","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","3","3100","1100 to 1200","Oct-2019"
"6792","LAKESIDE APARTMENTS","YUAN CHING ROAD","22","Non-landed Properties","na*","1500","1500 to 1600","Oct-2019"
"6793","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","3","3000","1100 to 1200","Oct-2019"
"6794","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","2950","600 to 700","Oct-2019"
"6795","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2300","1000 to 1100","Oct-2019"
"6796","LAKEPOINT CONDOMINIUM","LAKEPOINT DRIVE","22","Non-landed Properties","na*","2200","1000 to 1100","Oct-2019"
"6797","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","3300","1300 to 1400","Oct-2019"
"6798","PARK VIEW MANSION","YUAN CHING ROAD","22","Non-landed Properties","na*","2600","1300 to 1400","Oct-2019"
"6799","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3200","900 to 1000","Oct-2019"
"6800","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","3","2900","1200 to 1300","Oct-2019"
"6801","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","na*","3000","1700 to 1800","Oct-2019"
"6802","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2300","1000 to 1100","Oct-2019"
"6803","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2500","600 to 700","Oct-2019"
"6804","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2500","1000 to 1100","Oct-2019"
"6805","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2800","500 to 600","Oct-2019"
"6806","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2700","500 to 600","Oct-2019"
"6807","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3550","1700 to 1800","Oct-2019"
"6808","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2900","700 to 800","Oct-2019"
"6809","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3100","900 to 1000","Oct-2019"
"6810","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3100","1000 to 1100","Oct-2019"
"6811","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","na*","2700","1400 to 1500","Oct-2019"
"6812","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","4600","1500 to 1600","Oct-2019"
"6813","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3400","1000 to 1100","Oct-2019"
"6814","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","na*","2600","1600 to 1700","Oct-2019"
"6815","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","2","2400","800 to 900","Oct-2019"
"6816","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3100","900 to 1000","Oct-2019"
"6817","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","3000","700 to 800","Oct-2019"
"6818","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","na*","2800","1700 to 1800","Oct-2019"
"6819","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3200","1000 to 1100","Oct-2019"
"6820","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","4","5800","1100 to 1200","Oct-2019"
"6821","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","2750","900 to 1000","Oct-2019"
"6822","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","2800","600 to 700","Sep-2019"
"6823","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","2800","1200 to 1300","Sep-2019"
"6824","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","3","3100","1100 to 1200","Sep-2019"
"6825","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","4","4600","1400 to 1500","Sep-2019"
"6826","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3400","1000 to 1100","Sep-2019"
"6827","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","2","2400","800 to 900","Sep-2019"
"6828","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2850","700 to 800","Sep-2019"
"6829","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2400","500 to 600","Sep-2019"
"6830","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2400","700 to 800","Sep-2019"
"6831","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2300","1000 to 1100","Sep-2019"
"6832","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3200","700 to 800","Sep-2019"
"6833","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","2","3000","1000 to 1100","Sep-2019"
"6834","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","3","3300","1300 to 1400","Sep-2019"
"6835","PARK VIEW MANSION","YUAN CHING ROAD","22","Non-landed Properties","na*","2100","1100 to 1200","Sep-2019"
"6836","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2500","700 to 800","Sep-2019"
"6837","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","1","2200","400 to 500","Sep-2019"
"6838","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3800","1500 to 1600","Sep-2019"
"6839","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2700","600 to 700","Sep-2019"
"6840","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2300","600 to 700","Sep-2019"
"6841","LAKESIDE APARTMENTS","YUAN CHING ROAD","22","Non-landed Properties","na*","2500","1500 to 1600","Sep-2019"
"6842","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3400","600 to 700","Sep-2019"
"6843","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","3100","1200 to 1300","Sep-2019"
"6844","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","2900","1200 to 1300","Sep-2019"
"6845","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","3","3800","1100 to 1200","Sep-2019"
"6846","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","3200","1200 to 1300","Sep-2019"
"6847","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","4000","900 to 1000","Sep-2019"
"6848","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3200","1100 to 1200","Sep-2019"
"6849","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","2","2600","800 to 900","Sep-2019"
"6850","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","2","2700","1000 to 1100","Sep-2019"
"6851","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2700","700 to 800","Sep-2019"
"6852","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2500","700 to 800","Sep-2019"
"6853","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","3","2700","900 to 1000","Sep-2019"
"6854","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","2","2750","900 to 1000","Sep-2019"
"6855","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","3200","800 to 900","Sep-2019"
"6856","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","3","2900","1100 to 1200","Sep-2019"
"6857","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","2700","1000 to 1100","Sep-2019"
"6858","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2900","600 to 700","Sep-2019"
"6859","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","na*","2500","1400 to 1500","Sep-2019"
"6860","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3200","700 to 800","Sep-2019"
"6861","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2900","1000 to 1100","Sep-2019"
"6862","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2850","1300 to 1400","Sep-2019"
"6863","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","1","2400","500 to 600","Sep-2019"
"6864","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3300","1100 to 1200","Sep-2019"
"6865","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2500","900 to 1000","Sep-2019"
"6866","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","3","3300","1200 to 1300","Sep-2019"
"6867","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","2","2800","800 to 900","Sep-2019"
"6868","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","2","2700","1000 to 1100","Sep-2019"
"6869","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","4","3750","1500 to 1600","Sep-2019"
"6870","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","3","2900","1100 to 1200","Sep-2019"
"6871","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3200","600 to 700","Sep-2019"
"6872","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2500","1000 to 1100","Sep-2019"
"6873","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","1","2100","500 to 600","Sep-2019"
"6874","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","4","4250","1400 to 1500","Sep-2019"
"6875","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3600","1100 to 1200","Sep-2019"
"6876","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2700","1100 to 1200","Sep-2019"
"6877","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2700","600 to 700","Sep-2019"
"6878","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","2800","1300 to 1400","Sep-2019"
"6879","LAKEHOLMZ","CORPORATION ROAD","22","Non-landed Properties","3","2700","1200 to 1300","Sep-2019"
"6880","LAKEHOLMZ","CORPORATION ROAD","22","Non-landed Properties","4","3900","1500 to 1600","Sep-2019"
"6881","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","1","2550","500 to 600","Sep-2019"
"6882","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3800","1200 to 1300","Sep-2019"
"6883","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","na*","2750","1400 to 1500","Sep-2019"
"6884","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2100","1000 to 1100","Sep-2019"
"6885","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","na*","2100","400 to 500","Sep-2019"
"6886","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","na*","2600","1400 to 1500","Sep-2019"
"6887","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3000","600 to 700","Sep-2019"
"6888","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2900","700 to 800","Sep-2019"
"6889","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3300","1000 to 1100","Sep-2019"
"6890","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","na*","2500","1400 to 1500","Sep-2019"
"6891","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","na*","2450","1400 to 1500","Sep-2019"
"6892","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","2500","600 to 700","Sep-2019"
"6893","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2250","700 to 800","Sep-2019"
"6894","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","2","2500","800 to 900","Sep-2019"
"6895","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3300","600 to 700","Sep-2019"
"6896","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","2","2450","1000 to 1100","Sep-2019"
"6897","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3100","600 to 700","Sep-2019"
"6898","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","1","2400","400 to 500","Sep-2019"
"6899","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2500","1000 to 1100","Sep-2019"
"6900","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3000","900 to 1000","Sep-2019"
"6901","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","3900","900 to 1000","Sep-2019"
"6902","THE MAYFAIR","JURONG EAST STREET 32","22","Non-landed Properties","1","2300","600 to 700","Sep-2019"
"6903","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2800","700 to 800","Sep-2019"
"6904","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","1","2000","500 to 600","Sep-2019"
"6905","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","3","3200","1200 to 1300","Sep-2019"
"6906","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2600","700 to 800","Sep-2019"
"6907","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3050","1000 to 1100","Sep-2019"
"6908","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","na*","3100","800 to 900","Sep-2019"
"6909","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","3","4100","1500 to 1600","Sep-2019"
"6910","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2100","600 to 700","Sep-2019"
"6911","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3200","600 to 700","Sep-2019"
"6912","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","3","3000","900 to 1000","Sep-2019"
"6913","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2700","700 to 800","Sep-2019"
"6914","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2600","400 to 500","Sep-2019"
"6915","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","1","2400","400 to 500","Sep-2019"
"6916","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","3600","800 to 900","Sep-2019"
"6917","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","1","2200","500 to 600","Sep-2019"
"6918","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3400","900 to 1000","Sep-2019"
"6919","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2600","700 to 800","Sep-2019"
"6920","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","3400","700 to 800","Sep-2019"
"6921","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","4500","900 to 1000","Sep-2019"
"6922","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2800","700 to 800","Sep-2019"
"6923","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","3400","700 to 800","Sep-2019"
"6924","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","3000","700 to 800","Sep-2019"
"6925","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","1","2100","400 to 500","Sep-2019"
"6926","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2400","400 to 500","Sep-2019"
"6927","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","na*","3100","800 to 900","Sep-2019"
"6928","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","2","2400","900 to 1000","Sep-2019"
"6929","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2700","700 to 800","Sep-2019"
"6930","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3400","1300 to 1400","Sep-2019"
"6931","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","2700","1200 to 1300","Sep-2019"
"6932","LAKESIDE TOWER","YUAN CHING ROAD","22","Non-landed Properties","na*","3000","1900 to 2000","Sep-2019"
"6933","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2400","700 to 800","Sep-2019"
"6934","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","na*","2800","800 to 900","Sep-2019"
"6935","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2700","700 to 800","Sep-2019"
"6936","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","1","2400","1000 to 1100","Sep-2019"
"6937","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","3600","800 to 900","Sep-2019"
"6938","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","3","3100","1500 to 1600","Sep-2019"
"6939","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","2900","600 to 700","Sep-2019"
"6940","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2500","700 to 800","Sep-2019"
"6941","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2700","700 to 800","Sep-2019"
"6942","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","3000","1300 to 1400","Sep-2019"
"6943","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","4","3500","1500 to 1600","Sep-2019"
"6944","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","3400","1200 to 1300","Sep-2019"
"6945","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","2","2300","800 to 900","Sep-2019"
"6946","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","3300","900 to 1000","Sep-2019"
"6947","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","4","3500","1500 to 1600","Sep-2019"
"6948","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2150","600 to 700","Sep-2019"
"6949","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","2750","1200 to 1300","Sep-2019"
"6950","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","1","2300","400 to 500","Sep-2019"
"6951","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2700","600 to 700","Sep-2019"
"6952","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","4","4700","1400 to 1500","Sep-2019"
"6953","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","3400","900 to 1000","Sep-2019"
"6954","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","3","2850","1200 to 1300","Sep-2019"
"6955","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","3450","600 to 700","Sep-2019"
"6956","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","2","2800","800 to 900","Sep-2019"
"6957","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","3","3500","900 to 1000","Sep-2019"
"6958","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","2","2400","1000 to 1100","Sep-2019"
"6959","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3000","1000 to 1100","Sep-2019"
"6960","LAKEPOINT CONDOMINIUM","LAKEPOINT DRIVE","22","Non-landed Properties","na*","3400","2200 to 2300","Sep-2019"
"6961","PARK VIEW MANSION","YUAN CHING ROAD","22","Non-landed Properties","na*","2400","1300 to 1400","Sep-2019"
"6962","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2500","700 to 800","Sep-2019"
"6963","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","3600","900 to 1000","Sep-2019"
"6964","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2800","600 to 700","Sep-2019"
"6965","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3200","900 to 1000","Sep-2019"
"6966","LAKEHOLMZ","CORPORATION ROAD","22","Non-landed Properties","3","3000","1200 to 1300","Sep-2019"
"6967","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3750","1300 to 1400","Sep-2019"
"6968","CASPIAN","LAKESIDE DRIVE","22","Non-landed Properties","3","3350","1200 to 1300","Sep-2019"
"6969","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","3","4500","900 to 1000","Sep-2019"
"6970","PARC VISTA","CORPORATION ROAD","22","Non-landed Properties","3","3400","1200 to 1300","Sep-2019"
"6971","LAKEHOLMZ","CORPORATION ROAD","22","Non-landed Properties","2","2500","1000 to 1100","Sep-2019"
"6972","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","na*","2800","800 to 900","Sep-2019"
"6973","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","2","2500","1000 to 1100","Sep-2019"
"6974","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3500","1200 to 1300","Sep-2019"
"6975","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3400","1000 to 1100","Sep-2019"
"6976","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","3","3200","1100 to 1200","Sep-2019"
"6977","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2600","700 to 800","Sep-2019"
"6978","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","2","2400","800 to 900","Sep-2019"
"6979","THE LAKESHORE","JURONG WEST STREET 41","22","Non-landed Properties","3","3200","1100 to 1200","Sep-2019"
"6980","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","na*","2800","800 to 900","Sep-2019"
"6981","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2400","700 to 800","Sep-2019"
"6982","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2500","600 to 700","Sep-2019"
"6983","LAKEHOLMZ","CORPORATION ROAD","22","Non-landed Properties","4","4000","1500 to 1600","Sep-2019"
"6984","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","2750","1300 to 1400","Sep-2019"
"6985","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2400","700 to 800","Sep-2019"
"6986","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2500","600 to 700","Sep-2019"
"6987","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","na*","2700","1700 to 1800","Sep-2019"
"6988","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2500","700 to 800","Sep-2019"
"6989","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","1","2200","400 to 500","Sep-2019"
"6990","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","2","2550","700 to 800","Sep-2019"
"6991","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","1","2100","500 to 600","Sep-2019"
"6992","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2550","600 to 700","Sep-2019"
"6993","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","4","5200","1100 to 1200","Sep-2019"
"6994","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","2","2500","600 to 700","Sep-2019"
"6995","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","4","4500","1200 to 1300","Sep-2019"
"6996","J GATEWAY","GATEWAY DRIVE","22","Non-landed Properties","1","2500","400 to 500","Sep-2019"
"6997","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","2900","1200 to 1300","Sep-2019"
"6998","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3200","1200 to 1300","Sep-2019"
"6999","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","na*","2800","800 to 900","Sep-2019"
"7000","IVORY HEIGHTS","JURONG EAST STREET 13","22","Non-landed Properties","na*","2350","1700 to 1800","Sep-2019"
"7001","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2700","700 to 800","Sep-2019"
"7002","LAKEVILLE","JURONG LAKE LINK","22","Non-landed Properties","1","2000","500 to 600","Sep-2019"
"7003","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","na*","3300","800 to 900","Sep-2019"
"7004","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2500","600 to 700","Sep-2019"
"7005","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","3","3800","900 to 1000","Sep-2019"
"7006","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","2","3000","900 to 1000","Sep-2019"
"7007","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","4","3600","1500 to 1600","Sep-2019"
"7008","THE CENTRIS","JURONG WEST CENTRAL 3","22","Non-landed Properties","3","3200","1000 to 1100","Sep-2019"
"7009","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","2900","1200 to 1300","Sep-2019"
"7010","LAKEHOLMZ","CORPORATION ROAD","22","Non-landed Properties","3","2700","1200 to 1300","Sep-2019"
"7011","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","2700","1200 to 1300","Sep-2019"
"7012","PARC OASIS","JURONG EAST AVENUE 1","22","Non-landed Properties","3","2800","1200 to 1300","Sep-2019"
"7013","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","2600","700 to 800","Sep-2019"
"7014","THE LAKEFRONT RESIDENCES","LAKESIDE DRIVE","22","Non-landed Properties","2","3000","700 to 800","Sep-2019"
"7015","LAKE GRANDE","JURONG LAKE LINK","22","Non-landed Properties","2","2450","600 to 700","Sep-2019"
