"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"11340","THE MADEIRA","BUKIT BATOK STREET 31","23","Non-landed Properties","2","2500","900 to 1000","Apr-2019"
"11341","MONTROSA","HILLVIEW AVENUE","23","Non-landed Properties","3","2100","1100 to 1200","Apr-2019"
"11342","HILLVIEW APARTMENTS","HILLVIEW AVENUE","23","Non-landed Properties","3","2500","1300 to 1400","Apr-2019"
"11343","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2700","1500 to 1600","Apr-2019"
"11344","HILLVIEW APARTMENTS","HILLVIEW AVENUE","23","Non-landed Properties","3","2100","1200 to 1300","Apr-2019"
"11345","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","2","2600","800 to 900","Apr-2019"
"11346","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","2","2000","700 to 800","Apr-2019"
"11347","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","1","1900","500 to 600","Apr-2019"
"11348","REGENT GROVE","CHOA CHU KANG NORTH 7","23","Non-landed Properties","2","2000","900 to 1000","Apr-2019"
"11349","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2600","1500 to 1600","Apr-2019"
"11350","TREE HOUSE","CHESTNUT AVENUE","23","Non-landed Properties","3","2830","1200 to 1300","Apr-2019"
"11351","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","1","2050","500 to 600","Apr-2019"
"11352","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2000","500 to 600","Apr-2019"
"11353","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","1","2000","600 to 700","Apr-2019"
"11354","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","1","1800","700 to 800","Apr-2019"
"11355","ESPA","CASHEW ROAD","23","Non-landed Properties","3","3000","1600 to 1700","Apr-2019"
"11356","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2650","1500 to 1600","Apr-2019"
"11357","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","na*","1800","400 to 500","Apr-2019"
"11358","PARKVIEW APARTMENTS","BUKIT BATOK STREET 25","23","Non-landed Properties","2","2200","900 to 1000","Apr-2019"
"11359","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","3","2900","1100 to 1200","Apr-2019"
"11360","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","2","2300","700 to 800","Apr-2019"
"11361","NATURA@HILLVIEW","HILLVIEW TERRACE","23","Non-landed Properties","2","1650","500 to 600","Apr-2019"
"11362","REGENT GROVE","CHOA CHU KANG NORTH 7","23","Non-landed Properties","3","2250","1100 to 1200","Apr-2019"
"11363","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","2","2600","800 to 900","Apr-2019"
"11364","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","na*","2150","400 to 500","Apr-2019"
"11365","PARK NATURA","BUKIT BATOK EAST AVENUE 6","23","Non-landed Properties","4","4800","1700 to 1800","Apr-2019"
"11366","HILLBROOKS","HILLVIEW AVENUE","23","Non-landed Properties","3","2400","1300 to 1400","Apr-2019"
"11367","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","2","2200","700 to 800","Apr-2019"
"11368","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2000","600 to 700","Apr-2019"
"11369","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","2","2500","900 to 1000","Apr-2019"
"11370","THE DAIRY FARM","DAIRY FARM ROAD","23","Non-landed Properties","2","2400","1200 to 1300","Apr-2019"
"11371","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","2","2100","700 to 800","Apr-2019"
"11372","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","3","2600","1200 to 1300","Apr-2019"
"11373","NATURA@HILLVIEW","HILLVIEW TERRACE","23","Non-landed Properties","2","1800","500 to 600","Apr-2019"
"11374","HAZEL PARK CONDOMINIUM","HAZEL PARK TERRACE","23","Non-landed Properties","2","2100","900 to 1000","Apr-2019"
"11375","GUILIN VIEW","BUKIT BATOK STREET 52","23","Non-landed Properties","2","2150","800 to 900","Apr-2019"
"11376","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2750","1500 to 1600","Apr-2019"
"11377","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","1","1700","500 to 600","Apr-2019"
"11378","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","na*","1800","400 to 500","Apr-2019"
"11379","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","3","2400","1300 to 1400","Apr-2019"
"11380","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","2","2450","800 to 900","Apr-2019"
"11381","REGENT GROVE","CHOA CHU KANG NORTH 7","23","Non-landed Properties","2","1900","900 to 1000","Apr-2019"
"11382","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2100","600 to 700","Apr-2019"
"11383","HILLVIEW REGENCY","BUKIT BATOK EAST AVENUE 2","23","Non-landed Properties","2","2200","800 to 900","Apr-2019"
"11384","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","na*","1800","400 to 500","Apr-2019"
"11385","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","2","2100","600 to 700","Apr-2019"
"11386","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","2","2780","800 to 900","Apr-2019"
"11387","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","3","3400","1200 to 1300","Apr-2019"
"11388","NATURA@HILLVIEW","HILLVIEW TERRACE","23","Non-landed Properties","3","2100","700 to 800","Apr-2019"
"11389","HAZEL PARK CONDOMINIUM","HAZEL PARK TERRACE","23","Non-landed Properties","3","2200","1200 to 1300","Apr-2019"
"11390","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","1","1800","600 to 700","Apr-2019"
"11391","MERALODGE","HILLVIEW AVENUE","23","Non-landed Properties","4","3500","1900 to 2000","Apr-2019"
"11392","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","3","2550","1200 to 1300","Apr-2019"
"11393","THE JADE","BUKIT BATOK CENTRAL LINK","23","Non-landed Properties","3","3500","1100 to 1200","Apr-2019"
"11394","REGENT HEIGHTS","BUKIT BATOK EAST AVENUE 5","23","Non-landed Properties","3","2350","1100 to 1200","Apr-2019"
"11395","FORESQUE RESIDENCES","PETIR ROAD","23","Non-landed Properties","3","3600","1200 to 1300","Apr-2019"
"11396","HILLVIEW HEIGHTS","HILLVIEW AVENUE","23","Non-landed Properties","2","2200","900 to 1000","Apr-2019"
"11397","THE JADE","BUKIT BATOK CENTRAL LINK","23","Non-landed Properties","3","3000","1100 to 1200","Apr-2019"
"11398","REGENT GROVE","CHOA CHU KANG NORTH 7","23","Non-landed Properties","2","2000","900 to 1000","Apr-2019"
"11399","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","3","2450","900 to 1000","Apr-2019"
"11400","HILLINGTON GREEN","HILLVIEW AVENUE","23","Non-landed Properties","3","3000","1200 to 1300","Apr-2019"
"11401","HILLINGTON GREEN","HILLVIEW AVENUE","23","Non-landed Properties","4","3700","1600 to 1700","Apr-2019"
"11402","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","1","2000","600 to 700","Apr-2019"
"11403","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","2","2700","900 to 1000","Apr-2019"
"11404","FORESQUE RESIDENCES","PETIR ROAD","23","Non-landed Properties","3","2700","1100 to 1200","Apr-2019"
"11405","MI CASA","CHOA CHU KANG AVENUE 3","23","Non-landed Properties","3","2950","1200 to 1300","Apr-2019"
"11406","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2100","500 to 600","Apr-2019"
"11407","HILLVIEW REGENCY","BUKIT BATOK EAST AVENUE 2","23","Non-landed Properties","2","2150","800 to 900","Apr-2019"
"11408","FORESQUE RESIDENCES","PETIR ROAD","23","Non-landed Properties","4","3400","1400 to 1500","Apr-2019"
"11409","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","2","2200","1000 to 1100","Apr-2019"
"11410","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","4","2800","1500 to 1600","Apr-2019"
"11411","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","2","2100","700 to 800","Apr-2019"
"11412","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","2","2600","1000 to 1100","Apr-2019"
"11413","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","1","2100","600 to 700","Apr-2019"
"11414","THE JADE","BUKIT BATOK CENTRAL LINK","23","Non-landed Properties","3","3500","1100 to 1200","Apr-2019"
"11415","THE DAIRY FARM","DAIRY FARM ROAD","23","Non-landed Properties","2","3200","1300 to 1400","Apr-2019"
"11416","GUILIN VIEW","BUKIT BATOK STREET 52","23","Non-landed Properties","3","2550","1200 to 1300","Apr-2019"
"11417","HAZEL PARK CONDOMINIUM","HAZEL PARK TERRACE","23","Non-landed Properties","3","2500","1200 to 1300","Apr-2019"
"11418","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2650","1500 to 1600","Apr-2019"
"11419","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","2","2400","700 to 800","Apr-2019"
"11420","MI CASA","CHOA CHU KANG AVENUE 3","23","Non-landed Properties","2","2300","900 to 1000","Apr-2019"
"11421","REGENT GROVE","CHOA CHU KANG NORTH 7","23","Non-landed Properties","3","2250","1100 to 1200","Apr-2019"
"11422","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","3","2500","1200 to 1300","Apr-2019"
"11423","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","3","3000","1000 to 1100","Apr-2019"
"11424","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","1","1950","500 to 600","Apr-2019"
"11425","MI CASA","CHOA CHU KANG AVENUE 3","23","Non-landed Properties","3","2600","1200 to 1300","Apr-2019"
"11426","HILLVIEW REGENCY","BUKIT BATOK EAST AVENUE 2","23","Non-landed Properties","2","2300","800 to 900","Apr-2019"
"11427","FORESQUE RESIDENCES","PETIR ROAD","23","Non-landed Properties","3","3100","1200 to 1300","Apr-2019"
"11428","HILLSTA","PHOENIX ROAD","23","Non-landed Properties","na*","1800","600 to 700","Apr-2019"
"11429","MONTROSA","HILLVIEW AVENUE","23","Non-landed Properties","3","2300","1100 to 1200","Apr-2019"
"11430","MERAWOODS","HILLVIEW AVENUE","23","Non-landed Properties","3","2600","1300 to 1400","Apr-2019"
"11431","THE SKYWOODS","DAIRY FARM HEIGHTS","23","Non-landed Properties","3","2900","1000 to 1100","Apr-2019"
"11432","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","3","3199","1200 to 1300","Apr-2019"
"11433","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","1","1700","500 to 600","Apr-2019"
"11434","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","2","2000","600 to 700","Apr-2019"
"11435","HILLINGTON GREEN","HILLVIEW AVENUE","23","Non-landed Properties","3","2800","1400 to 1500","Apr-2019"
"11436","HILLVIEW HEIGHTS","HILLVIEW AVENUE","23","Non-landed Properties","3","2250","1100 to 1200","Apr-2019"
"11437","THE DAIRY FARM","DAIRY FARM ROAD","23","Non-landed Properties","3","3800","1900 to 2000","Apr-2019"
"11438","HILLVIEW HEIGHTS","HILLVIEW AVENUE","23","Non-landed Properties","3","2450","1200 to 1300","Apr-2019"
"11439","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","3","3200","1300 to 1400","Apr-2019"
"11440","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","2","2400","700 to 800","Apr-2019"
"11441","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","2","2600","900 to 1000","Apr-2019"
"11442","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","3","2500","900 to 1000","Apr-2019"
"11443","THE SKYWOODS","DAIRY FARM HEIGHTS","23","Non-landed Properties","2","2200","600 to 700","Apr-2019"
"11444","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","1","1900","500 to 600","Apr-2019"
"11445","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","2","2350","800 to 900","Apr-2019"
"11446","THE MADEIRA","BUKIT BATOK STREET 31","23","Non-landed Properties","3","2300","1200 to 1300","Apr-2019"
"11447","THE MADEIRA","BUKIT BATOK STREET 31","23","Non-landed Properties","2","2000","800 to 900","Apr-2019"
"11448","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","2","2200","1000 to 1100","Apr-2019"
"11449","HILLS TWOONE","HILLVIEW TERRACE","23","Non-landed Properties","2","2400","900 to 1000","Apr-2019"
"11450","HILLSTA","PHOENIX ROAD","23","Non-landed Properties","2","2100","700 to 800","Apr-2019"
"11451","NATURA@HILLVIEW","HILLVIEW TERRACE","23","Non-landed Properties","3","1850","600 to 700","Apr-2019"
"11452","HILLINGTON GREEN","HILLVIEW AVENUE","23","Non-landed Properties","2","2200","900 to 1000","Apr-2019"
"11453","MERAWOODS","HILLVIEW AVENUE","23","Non-landed Properties","3","2300","1300 to 1400","Apr-2019"
"11454","HILLVIEW HEIGHTS","HILLVIEW AVENUE","23","Non-landed Properties","2","2600","900 to 1000","Apr-2019"
"11455","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","2","2700","700 to 800","Apr-2019"
"11456","GUILIN VIEW","BUKIT BATOK STREET 52","23","Non-landed Properties","2","2150","800 to 900","Apr-2019"
"11457","ESPA","CASHEW ROAD","23","Non-landed Properties","2","2100","800 to 900","Apr-2019"
"11458","THE MADEIRA","BUKIT BATOK STREET 31","23","Non-landed Properties","3","2700","1200 to 1300","Apr-2019"
"11459","PALM GARDENS","HONG SAN WALK","23","Non-landed Properties","3","2700","1200 to 1300","Apr-2019"
"11460","PARKVIEW APARTMENTS","BUKIT BATOK STREET 25","23","Non-landed Properties","3","2275","1100 to 1200","Apr-2019"
"11461","MONTROSA","HILLVIEW AVENUE","23","Non-landed Properties","3","2100","1100 to 1200","Apr-2019"
"11462","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","3","2600","1200 to 1300","Apr-2019"
"11463","MERAWOODS","HILLVIEW AVENUE","23","Non-landed Properties","3","2300","1300 to 1400","Apr-2019"
"11464","TREE HOUSE","CHESTNUT AVENUE","23","Non-landed Properties","2","2200","800 to 900","Apr-2019"
"11465","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","2","2000","600 to 700","Apr-2019"
"11466","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","1","1900","600 to 700","Apr-2019"
"11467","FORESQUE RESIDENCES","PETIR ROAD","23","Non-landed Properties","2","2100","700 to 800","Apr-2019"
"11468","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","1","1800","500 to 600","Apr-2019"
"11469","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","na*","1900","400 to 500","Apr-2019"
"11470","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","2","2400","700 to 800","Apr-2019"
"11471","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","2","2400","1000 to 1100","Apr-2019"
"11472","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","2","2000","700 to 800","Apr-2019"
"11473","PALM GARDENS","HONG SAN WALK","23","Non-landed Properties","2","2150","900 to 1000","Apr-2019"
"11474","PARK NATURA","BUKIT BATOK EAST AVENUE 6","23","Non-landed Properties","4","4700","1800 to 1900","Apr-2019"
"11475","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","4","4000","1300 to 1400","Apr-2019"
"11476","TREE HOUSE","CHESTNUT AVENUE","23","Non-landed Properties","3","2900","1100 to 1200","Apr-2019"
"11477","HILLINGTON GREEN","HILLVIEW AVENUE","23","Non-landed Properties","3","2800","1200 to 1300","Apr-2019"
"11478","ECO SANCTUARY","CHESTNUT AVENUE","23","Non-landed Properties","2","2000","600 to 700","Apr-2019"
"11479","TREE HOUSE","CHESTNUT AVENUE","23","Non-landed Properties","2","2400","800 to 900","Apr-2019"
"11480","NATURA@HILLVIEW","HILLVIEW TERRACE","23","Non-landed Properties","1","1600","400 to 500","Apr-2019"
"11481","GUILIN VIEW","BUKIT BATOK STREET 52","23","Non-landed Properties","3","4500","1200 to 1300","Apr-2019"
"11482","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","na*","2000","400 to 500","Apr-2019"
"11483","HILLVIEW 128","HILLVIEW AVENUE","23","Non-landed Properties","3","2300","900 to 1000","Apr-2019"
"11484","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","na*","1850","400 to 500","Apr-2019"
"11485","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","3","2500","1200 to 1300","Apr-2019"
"11486","HILLVIEW HEIGHTS","HILLVIEW AVENUE","23","Non-landed Properties","3","2700","1200 to 1300","Apr-2019"
"11487","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","4","4100","1400 to 1500","Apr-2019"
"11488","YEWTEE RESIDENCES","CHOA CHU KANG NORTH 6","23","Non-landed Properties","3","2650","1100 to 1200","Apr-2019"
"11489","THE MADEIRA","BUKIT BATOK STREET 31","23","Non-landed Properties","2","2500","900 to 1000","Apr-2019"
"11490","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","2","2050","1000 to 1100","Apr-2019"
"11491","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","na*","2100","400 to 500","Apr-2019"
"11492","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","2","2700","900 to 1000","Apr-2019"
"11493","HILLBROOKS","HILLVIEW AVENUE","23","Non-landed Properties","3","2500","1300 to 1400","Apr-2019"
"11494","HILLSTA","PHOENIX ROAD","23","Non-landed Properties","na*","1800","500 to 600","Apr-2019"
"11495","CASHEW PARK CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2000","1000 to 1100","Apr-2019"
"11496","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2100","500 to 600","Apr-2019"
"11497","HILLVIEW HEIGHTS","HILLVIEW AVENUE","23","Non-landed Properties","4","3500","1600 to 1700","Apr-2019"
"11498","PARKVIEW APARTMENTS","BUKIT BATOK STREET 25","23","Non-landed Properties","2","2150","900 to 1000","Apr-2019"
"11499","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","2","2650","700 to 800","Apr-2019"
"11500","HILLBROOKS","HILLVIEW AVENUE","23","Non-landed Properties","3","2350","1200 to 1300","Apr-2019"
"11501","REGENT HEIGHTS","BUKIT BATOK EAST AVENUE 5","23","Non-landed Properties","2","2100","1000 to 1100","Apr-2019"
"11502","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","na*","1900","500 to 600","Apr-2019"
"11503","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","2","2400","800 to 900","Apr-2019"
"11504","THE DAIRY FARM","DAIRY FARM ROAD","23","Non-landed Properties","3","3500","1800 to 1900","Apr-2019"
"11505","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","3","2900","1200 to 1300","Apr-2019"
"11506","THE SKYWOODS","DAIRY FARM HEIGHTS","23","Non-landed Properties","2","2400","700 to 800","Apr-2019"
"11507","CHANTILLY RISE","HILLVIEW AVENUE","23","Non-landed Properties","3","2400","1100 to 1200","Apr-2019"
"11508","KINGSFORD . HILLVIEW PEAK","HILLVIEW RISE","23","Non-landed Properties","2","3000","1500 to 1600","Apr-2019"
"11509","THE MADEIRA","BUKIT BATOK STREET 31","23","Non-landed Properties","3","2750","1200 to 1300","Apr-2019"
"11510","HILLINGTON GREEN","HILLVIEW AVENUE","23","Non-landed Properties","3","2500","1200 to 1300","Apr-2019"
"11511","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","2","2300","800 to 900","Apr-2019"
"11512","PARKVIEW APARTMENTS","BUKIT BATOK STREET 25","23","Non-landed Properties","3","2200","1100 to 1200","Apr-2019"
"11513","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","2","1800","900 to 1000","Apr-2019"
"11514","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2000","500 to 600","Apr-2019"
"11515","NATURA@HILLVIEW","HILLVIEW TERRACE","23","Non-landed Properties","2","1750","500 to 600","Apr-2019"
"11516","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","2","2200","800 to 900","Apr-2019"
"11517","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","2","2550","800 to 900","Apr-2019"
"11518","MERAWOODS","HILLVIEW AVENUE","23","Non-landed Properties","3","2500","1300 to 1400","Apr-2019"
"11519","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2500","500 to 600","Apr-2019"
"11520","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","3","2700","1300 to 1400","Apr-2019"
"11521","REGENT HEIGHTS","BUKIT BATOK EAST AVENUE 5","23","Non-landed Properties","2","2050","1000 to 1100","Apr-2019"
"11522","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","1","1900","600 to 700","Apr-2019"
"11523","THE TENNERY","WOODLANDS ROAD","23","Non-landed Properties","1","2000","600 to 700","Apr-2019"
"11524","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","na*","1700","400 to 500","Apr-2019"
"11525","HILLSTA","PHOENIX ROAD","23","Non-landed Properties","2","2100","700 to 800","Apr-2019"
"11526","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","2","2400","900 to 1000","Apr-2019"
"11527","MI CASA","CHOA CHU KANG AVENUE 3","23","Non-landed Properties","3","2650","1200 to 1300","Apr-2019"
"11528","GUILIN VIEW","BUKIT BATOK STREET 52","23","Non-landed Properties","3","2450","1200 to 1300","Apr-2019"
"11529","TREE HOUSE","CHESTNUT AVENUE","23","Non-landed Properties","3","2700","1100 to 1200","Apr-2019"
"11530","FORESQUE RESIDENCES","PETIR ROAD","23","Non-landed Properties","3","2800","1200 to 1300","Apr-2019"
"11531","THE LANAI","HILLVIEW AVENUE","23","Non-landed Properties","3","2900","1000 to 1100","Apr-2019"
"11532","THE DAIRY FARM","DAIRY FARM ROAD","23","Non-landed Properties","3","3900","1700 to 1800","Apr-2019"
"11533","HILLVIEW PARK","HILLVIEW AVENUE","23","Non-landed Properties","3","2300","1200 to 1300","Apr-2019"
"11534","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","1","1700","700 to 800","Apr-2019"
"11535","THE WARREN","CHOA CHU KANG LOOP","23","Non-landed Properties","2","2300","900 to 1000","Apr-2019"
"11536","NATURA@HILLVIEW","HILLVIEW TERRACE","23","Non-landed Properties","2","2000","500 to 600","Apr-2019"
"11537","MAYSPRINGS","PETIR ROAD","23","Non-landed Properties","2","2200","700 to 800","Apr-2019"
"11538","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","3","2450","1200 to 1300","Apr-2019"
"11539","PARKVIEW APARTMENTS","BUKIT BATOK STREET 25","23","Non-landed Properties","2","2000","900 to 1000","Apr-2019"
"11540","REGENT HEIGHTS","BUKIT BATOK EAST AVENUE 5","23","Non-landed Properties","2","2200","1000 to 1100","Apr-2019"
"11541","GUILIN VIEW","BUKIT BATOK STREET 52","23","Non-landed Properties","2","2300","800 to 900","Apr-2019"
"11542","THE SKYWOODS","DAIRY FARM HEIGHTS","23","Non-landed Properties","4","3700","1100 to 1200","Apr-2019"
"11543","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2600","1500 to 1600","Apr-2019"
"11544","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2100","600 to 700","Apr-2019"
"11545","GLENDALE PARK","HILLVIEW AVENUE","23","Non-landed Properties","2","2500","1000 to 1100","Apr-2019"
"11546","THE DAIRY FARM","DAIRY FARM ROAD","23","Non-landed Properties","2","2100","1200 to 1300","Apr-2019"
"11547","CASHEW HEIGHTS CONDOMINIUM","CASHEW ROAD","23","Non-landed Properties","3","2800","1500 to 1600","Apr-2019"
"11548","REGENT HEIGHTS","BUKIT BATOK EAST AVENUE 5","23","Non-landed Properties","2","2200","1000 to 1100","Apr-2019"
"11549","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2100","500 to 600","Apr-2019"
"11550","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","2","2200","1000 to 1100","Apr-2019"
"11551","FORESQUE RESIDENCES","PETIR ROAD","23","Non-landed Properties","2","2000","700 to 800","Apr-2019"
"11552","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","2","2500","800 to 900","Apr-2019"
"11553","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2350","600 to 700","Apr-2019"
"11554","MONTROSA","HILLVIEW AVENUE","23","Non-landed Properties","3","2150","1100 to 1200","Apr-2019"
"11555","PARK NATURA","BUKIT BATOK EAST AVENUE 6","23","Non-landed Properties","4","4400","1700 to 1800","Apr-2019"
"11556","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","2","2400","700 to 800","Apr-2019"
"11557","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","2","2300","1000 to 1100","Apr-2019"
"11558","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","3","2000","1200 to 1300","Apr-2019"
"11559","PALM GARDENS","HONG SAN WALK","23","Non-landed Properties","3","2450","1200 to 1300","Apr-2019"
"11560","NATURA@HILLVIEW","HILLVIEW TERRACE","23","Non-landed Properties","2","2150","1000 to 1100","Apr-2019"
"11561","MI CASA","CHOA CHU KANG AVENUE 3","23","Non-landed Properties","4","3100","1300 to 1400","Apr-2019"
"11562","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","2","2350","700 to 800","Apr-2019"
"11563","THE PETALS","HILLVIEW AVENUE","23","Non-landed Properties","3","3300","1000 to 1100","Apr-2019"
"11564","HILLVIEW REGENCY","BUKIT BATOK EAST AVENUE 2","23","Non-landed Properties","2","2300","800 to 900","Apr-2019"
"11565","REGENT HEIGHTS","BUKIT BATOK EAST AVENUE 5","23","Non-landed Properties","2","2150","1000 to 1100","Apr-2019"
"11566","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","3","2500","1200 to 1300","Apr-2019"
"11567","THE DAIRY FARM","DAIRY FARM ROAD","23","Non-landed Properties","3","4200","1700 to 1800","Apr-2019"
"11568","THE SKYWOODS","DAIRY FARM HEIGHTS","23","Non-landed Properties","3","2700","900 to 1000","Apr-2019"
"11569","HILLION RESIDENCES","JELEBU ROAD","23","Non-landed Properties","na*","1700","400 to 500","Apr-2019"
"11570","TREE HOUSE","CHESTNUT AVENUE","23","Non-landed Properties","3","2900","1200 to 1300","Apr-2019"
"11571","HILLBROOKS","HILLVIEW AVENUE","23","Non-landed Properties","3","2300","1200 to 1300","Apr-2019"
"11572","NORTHVALE","CHOA CHU KANG LOOP","23","Non-landed Properties","1","1800","600 to 700","Apr-2019"
"11573","THE HILLIER","HILLVIEW RISE","23","Non-landed Properties","1","2300","600 to 700","Apr-2019"
"11574","TREE HOUSE","CHESTNUT AVENUE","23","Non-landed Properties","3","3300","1200 to 1300","Apr-2019"
