"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"37","AALTO","MEYER ROAD","15","Non-landed Properties","3","7800","1500 to 1600","Jun-2022"
"38","THE ATRIA AT MEYER","MEYER ROAD","15","Non-landed Properties","NA","3150","1000 to 1100","Jun-2022"
"39","7 ON CHAPEL","CHAPEL ROAD","15","Non-landed Properties","1","3000","600 to 700","Jun-2022"
"40","FLAMINGO VALLEY","SIGLAP ROAD","15","Non-landed Properties","3","4400","900 to 1000","Jun-2022"
"41","GRAND DUCHESS AT ST PATRICK'S","ST. PATRICK'S ROAD","15","Non-landed Properties","4","6300","1900 to 2000","Jun-2022"
"42","THE CARPMAELINA","CARPMAEL ROAD","15","Non-landed Properties","3","5400","1800 to 1900","Jun-2022"
"43","FORT GARDENS","FORT ROAD","15","Non-landed Properties","NA","5300","1300 to 1400","Jun-2022"
"44","PARC ELEGANCE","TELOK KURAU ROAD","15","Non-landed Properties","1","2100","400 to 500","Jun-2022"
"45","TIERRA VUE","ST. PATRICK'S ROAD","15","Non-landed Properties","2","3800","900 to 1000","Jun-2022"
"46","AMBER 45","AMBER ROAD","15","Non-landed Properties","2","4100","600 to 700","Jun-2022"
"47","NEPTUNE COURT","MARINE VISTA","15","Non-landed Properties","NA","3500","1200 to 1300","Jun-2022"
"48","PEBBLE BAY","TANJONG RHU ROAD","15","Non-landed Properties","4","14000",">3000","Jun-2022"
"49","THE SEAWIND","LORONG M TELOK KURAU","15","Non-landed Properties","NA","2900","600 to 700","Jun-2022"
"50","ONE AMBER","AMBER GARDENS","15","Non-landed Properties","3","3800","1200 to 1300","Jun-2022"
"51","RICCHEZZA","LORONG M TELOK KURAU","15","Non-landed Properties","2","3600","800 to 900","Jun-2022"
"52","CASTLE LOFT","LORONG K TELOK KURAU","15","Non-landed Properties","NA","2700","600 to 700","Jun-2022"
"53","SIGLAP V","FIRST STREET","15","Non-landed Properties","1","2150","500 to 600","Jun-2022"
"54","THE SEAWIND","LORONG M TELOK KURAU","15","Non-landed Properties","NA","2750","600 to 700","Jun-2022"
"55","THE MAKENA","MEYER ROAD","15","Non-landed Properties","3","4600","1600 to 1700","Jun-2022"
"56","RITZ REGENCY","IPOH LANE","15","Non-landed Properties","3","5000","1200 to 1300","Jun-2022"
"57","THE ESTA","AMBER GARDENS","15","Non-landed Properties","4","7200","1500 to 1600","Jun-2022"
"58","MANDARIN GARDENS","SIGLAP ROAD","15","Non-landed Properties","2","2500","800 to 900","Jun-2022"
"59","JUPITER 18","LORONG 102 CHANGI","15","Non-landed Properties","1","1700","400 to 500","Jun-2022"
"60","AMBER RESIDENCES","AMBER ROAD","15","Non-landed Properties","2","6600","1100 to 1200","Jun-2022"
"61","WATER PLACE","TANJONG RHU ROAD","15","Non-landed Properties","3","5500","1200 to 1300","Jun-2022"
"62","SUITES @ EASTCOAST","UPPER EAST COAST ROAD","15","Non-landed Properties","NA","1800","300 to 400","Jun-2022"
"63","PEACH GARDEN","PEACH GARDEN","15","Non-landed Properties","4","6000","2700 to 2800","Jun-2022"
"64","SILVERSEA","MARINE PARADE ROAD","15","Non-landed Properties","3","8000","1500 to 1600","Jun-2022"
"65","PEACH GARDEN","PEACH GARDEN","15","Non-landed Properties","4","6600","2700 to 2800","Jun-2022"
"66","16 @ AMBER","AMBER ROAD","15","Non-landed Properties","1","3000","400 to 500","Jun-2022"
"67","PEBBLE BAY","TANJONG RHU ROAD","15","Non-landed Properties","2","5800","1300 to 1400","Jun-2022"
"68","THE SUNNY LEGEND","LORONG H TELOK KURAU","15","Non-landed Properties","3","3600","800 to 900","Jun-2022"
"69","THE SEAFRONT ON MEYER","MEYER ROAD","15","Non-landed Properties","3","5700","1600 to 1700","Jun-2022"
"70","SUITES @ GUILLEMARD","LIM AH WOO ROAD","15","Non-landed Properties","1","2200","300 to 400","Jun-2022"
"71","KATONG REGENCY","TANJONG KATONG ROAD","15","Non-landed Properties","1","2800","500 to 600","Jun-2022"
"72","THE SHORE RESIDENCES","AMBER ROAD","15","Non-landed Properties","1","3350","500 to 600","Jun-2022"
"73","IMPERIAL HEIGHTS","IPOH LANE","15","Non-landed Properties","2","2000","500 to 600","Jun-2022"
"74","VIBES @ EAST COAST","TELOK KURAU ROAD","15","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"75","COSTA RHU","RHU CROSS","15","Non-landed Properties","3","7500","1600 to 1700","Jun-2022"
"76","AURA 83","DUKU ROAD","15","Non-landed Properties","2","2950","700 to 800","Jun-2022"
"77","THE VIEW @ MEYER","MEYER ROAD","15","Non-landed Properties","4","12000",">3000","Jun-2022"
"78","VIBES @ EAST COAST","TELOK KURAU ROAD","15","Non-landed Properties","1","2500","300 to 400","Jun-2022"
"79","VIBES @ EAST COAST","TELOK KURAU ROAD","15","Non-landed Properties","2","2850","700 to 800","Jun-2022"
"80","38 I SUITES","IPOH LANE","15","Non-landed Properties","1","2400","500 to 600","Jun-2022"
"81","VERSILIA ON HAIG","IPOH LANE","15","Non-landed Properties","3","4000","1100 to 1200","Jun-2022"
"82","SERENITY BREEZE","LORONG J TELOK KURAU","15","Non-landed Properties","3","3800","1100 to 1200","Jun-2022"
"83","THE WATERSIDE","TANJONG RHU ROAD","15","Non-landed Properties","NA","7200","2100 to 2200","Jun-2022"
"84","EASTERN LAGOON","UPPER EAST COAST ROAD","15","Non-landed Properties","2","2100","800 to 900","Jun-2022"
"85","ARTHUR 118","ARTHUR ROAD","15","Non-landed Properties","2","3400","900 to 1000","Jun-2022"
"86","OCEAN PARK","EAST COAST ROAD","15","Non-landed Properties","NA","3500","1300 to 1400","Jun-2022"
"87","COTE D'AZUR","MARINE PARADE ROAD","15","Non-landed Properties","3","5700","1300 to 1400","Jun-2022"
"88","THE BECCAGAYLE","LORONG N TELOK KURAU","15","Non-landed Properties","3","3100","1300 to 1400","Jun-2022"
"89","THE SEA VIEW","AMBER ROAD","15","Non-landed Properties","1","3200","500 to 600","Jun-2022"
"90","MANDARIN GARDENS","SIGLAP ROAD","15","Non-landed Properties","4","7500",">3000","Jun-2022"
"91","WATER PLACE","TANJONG RHU ROAD","15","Non-landed Properties","3","4300","1200 to 1300","Jun-2022"
"92","ONE FORT","FORT ROAD","15","Non-landed Properties","3","3650","1200 to 1300","Jun-2022"
"93","GRAND DUCHESS AT ST PATRICK'S","ST. PATRICK'S ROAD","15","Non-landed Properties","3","4350","1300 to 1400","Jun-2022"
"94","FLAMINGO VALLEY","SIGLAP ROAD","15","Non-landed Properties","NA","2300","500 to 600","Jun-2022"
"95","PARKSHORE","TANJONG RHU ROAD","15","Non-landed Properties","3","4600","1600 to 1700","Jun-2022"
"96","SILVERSEA","MARINE PARADE ROAD","15","Non-landed Properties","2","5000","900 to 1000","Jun-2022"
"97","SANCTUARY GREEN","TANJONG RHU ROAD","15","Non-landed Properties","3","6300","1300 to 1400","Jun-2022"
"98","THE SEAWIND","LORONG M TELOK KURAU","15","Non-landed Properties","2","3500","900 to 1000","Jun-2022"
"99","THE VERTE","LORONG H TELOK KURAU","15","Non-landed Properties","3","3850","1100 to 1200","Jun-2022"
"100","THE MEYERISE","MEYER ROAD","15","Non-landed Properties","3","4600","1300 to 1400","Jun-2022"
"101","PEBBLE BAY","TANJONG RHU ROAD","15","Non-landed Properties","1","3600","800 to 900","Jun-2022"
"102","8M RESIDENCES","MARGATE ROAD","15","Non-landed Properties","3","4000","800 to 900","Jun-2022"
"103","THE WATERSIDE","TANJONG RHU ROAD","15","Non-landed Properties","NA","7400","2400 to 2500","Jun-2022"
"104","THE VANDERLINT","CEYLON ROAD","15","Non-landed Properties","2","3000","700 to 800","Jun-2022"
"105","SIGLAP V","FIRST STREET","15","Non-landed Properties","1","2200","500 to 600","Jun-2022"
"106","TIERRA VUE","ST. PATRICK'S ROAD","15","Non-landed Properties","4","6500","1900 to 2000","Jun-2022"
"107","GOLD PALM MANSIONS","LORONG K TELOK KURAU","15","Non-landed Properties","2","3286","800 to 900","Jun-2022"
"108","MAYFAIR RESIDENCES","EAST COAST ROAD","15","Non-landed Properties","3","5800","1200 to 1300","Jun-2022"
"109","SANCTUARY GREEN","TANJONG RHU ROAD","15","Non-landed Properties","3","5800","1200 to 1300","Jun-2022"
"110","FLAMINGO VALLEY","SIGLAP ROAD","15","Non-landed Properties","2","3500","800 to 900","Jun-2022"
"111","MAYA","STILL ROAD","15","Non-landed Properties","4","5000","1900 to 2000","Jun-2022"
"112","NON-LANDED HOUSING DEVELOPMENT","KOON SENG ROAD","15","Non-landed Properties","NA","3700","1100 to 1200","Jun-2022"
"113","MEYERHOUSE","MEYER ROAD","15","Non-landed Properties","NA","19500",">3000","Jun-2022"
"114","THE ESTA","AMBER GARDENS","15","Non-landed Properties","3","4600","1300 to 1400","Jun-2022"
"115","PALM GALLERIA","LORONG K TELOK KURAU","15","Non-landed Properties","3","4200","1100 to 1200","Jun-2022"
"116","NEPTUNE COURT","MARINE VISTA","15","Non-landed Properties","NA","3300","1200 to 1300","Jun-2022"
"117","38 I SUITES","IPOH LANE","15","Non-landed Properties","2","2800","500 to 600","Jun-2022"
"118","THE SEAWIND","LORONG M TELOK KURAU","15","Non-landed Properties","NA","3100","600 to 700","Jun-2022"
"119","NEPTUNE COURT","MARINE VISTA","15","Non-landed Properties","NA","2650","1200 to 1300","Jun-2022"
"120","LOTUS AT JOO CHIAT","EVERITT ROAD","15","Non-landed Properties","3","4200","1600 to 1700","Jun-2022"
"121","OCEAN PARK","EAST COAST ROAD","15","Non-landed Properties","NA","6200","2100 to 2200","Jun-2022"
"122","COTE D'AZUR","MARINE PARADE ROAD","15","Non-landed Properties","3","5600","1300 to 1400","Jun-2022"
"123","VIBES @ EAST COAST","TELOK KURAU ROAD","15","Non-landed Properties","1","2200","400 to 500","Jun-2022"
"124","LE MERRITT","LORONG M TELOK KURAU","15","Non-landed Properties","3","3600","900 to 1000","Jun-2022"
"125","THE LINE @ TANJONG RHU","TANJONG RHU ROAD","15","Non-landed Properties","2","3200","500 to 600","Jun-2022"
"126","NON-LANDED HOUSING DEVELOPMENT","STILL ROAD","15","Non-landed Properties","NA","2400","1100 to 1200","Jun-2022"
"127","HAIG COURT","HAIG ROAD","15","Non-landed Properties","4","4000","1500 to 1600","Jun-2022"
"128","ONE AMBER","AMBER GARDENS","15","Non-landed Properties","3","4900","1300 to 1400","Jun-2022"
"129","STRAITS RESIDENCES","JOO CHIAT PLACE","15","Non-landed Properties","1","2400","400 to 500","Jun-2022"
"130","HAWAII TOWER","MEYER ROAD","15","Non-landed Properties","3","5700","2200 to 2300","Jun-2022"
"131","COSTA RHU","RHU CROSS","15","Non-landed Properties","3","6700","1800 to 1900","Jun-2022"
"132","PEBBLE BAY","TANJONG RHU ROAD","15","Non-landed Properties","3","5800","1800 to 1900","Jun-2022"
"133","LA VIDA @ 130","LORONG K TELOK KURAU","15","Non-landed Properties","1","1800","700 to 800","Jun-2022"
"134","CORALIS","JOO CHIAT ROAD","15","Non-landed Properties","NA","2700","400 to 500","Jun-2022"
"135","D'ECOSIA","STILL ROAD SOUTH","15","Non-landed Properties","3","6000","2400 to 2500","Jun-2022"
"136","TANJONG RIA CONDOMINIUM","TANJONG RHU ROAD","15","Non-landed Properties","3","4700","1300 to 1400","Jun-2022"
"137","PALMERA RESIDENCE","LORONG N TELOK KURAU","15","Non-landed Properties","3","2800","1000 to 1100","Jun-2022"
"138","E-SPACE","LORONG K TELOK KURAU","15","Non-landed Properties","2","3600","800 to 900","Jun-2022"
"139","WATER PLACE","TANJONG RHU ROAD","15","Non-landed Properties","3","4800","1200 to 1300","Jun-2022"
"140","SILVERSEA","MARINE PARADE ROAD","15","Non-landed Properties","2","4700","900 to 1000","Jun-2022"
"141","SEASIDE RESIDENCES","SIGLAP LINK","15","Non-landed Properties","3","6100","1000 to 1100","Jun-2022"
"142","D'ECOSIA","STILL ROAD SOUTH","15","Non-landed Properties","1","2800","1000 to 1100","Jun-2022"
"143","CRYSTAL RHU","TANJONG RHU ROAD","15","Non-landed Properties","2","3000","1000 to 1100","Jun-2022"
"144","E-SPACE","LORONG K TELOK KURAU","15","Non-landed Properties","2","2700","800 to 900","Jun-2022"
"145","VILLA MARINA","JALAN SEMPADAN","15","Non-landed Properties","3","3700","1100 to 1200","Jun-2022"
"146","COTE D'AZUR","MARINE PARADE ROAD","15","Non-landed Properties","2","5000","1100 to 1200","Jun-2022"
"147","OCEAN PARK","EAST COAST ROAD","15","Non-landed Properties","NA","3300","1300 to 1400","Jun-2022"
"148","COSTA RHU","RHU CROSS","15","Non-landed Properties","2","4300","1300 to 1400","Jun-2022"
"149","THE BELVEDERE","MEYER ROAD","15","Non-landed Properties","3","4500","1300 to 1400","Jun-2022"
"150","AMBERGLADES","AMBER GARDENS","15","Non-landed Properties","NA","3779","1200 to 1300","Jun-2022"
"151","VILLA MARINA","JALAN SEMPADAN","15","Non-landed Properties","2","3200","1100 to 1200","Jun-2022"
"152","THE MONTAGE","LORONG M TELOK KURAU","15","Non-landed Properties","2","3800","900 to 1000","Jun-2022"
"153","VERSILIA ON HAIG","IPOH LANE","15","Non-landed Properties","3","3150","1100 to 1200","Jun-2022"
"154","HAIG 162","HAIG ROAD","15","Non-landed Properties","1","2800","800 to 900","Jun-2022"
"155","7 ON CHAPEL","CHAPEL ROAD","15","Non-landed Properties","1","3700","600 to 700","Jun-2022"
"156","SEA AVENUE MANSIONS","SEA AVENUE","15","Non-landed Properties","NA","3000","900 to 1000","Jun-2022"
"157","MANDARIN GARDENS","SIGLAP ROAD","15","Non-landed Properties","3","6500","2000 to 2100","Jun-2022"
"158","EAST TREASURE","LORONG N TELOK KURAU","15","Non-landed Properties","1","2500","700 to 800","Jun-2022"
"159","THE PALLADIUM","BROOKE ROAD","15","Non-landed Properties","3","3800","1200 to 1300","Jun-2022"
"160","SEASIDE RESIDENCES","SIGLAP LINK","15","Non-landed Properties","1","2900","500 to 600","Jun-2022"
"161","FINLAND GARDENS","EAST COAST TERRACE","15","Non-landed Properties","4","2100","1700 to 1800","Jun-2022"
"162","MANDARIN GARDENS","SIGLAP ROAD","15","Non-landed Properties","3","4000","1700 to 1800","Jun-2022"
"163","AXIS @ SIGLAP","EAST COAST TERRACE","15","Non-landed Properties","2","2600","900 to 1000","Jun-2022"
"164","VIBES @ EAST COAST","TELOK KURAU ROAD","15","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"165","THE SOUND","EAST COAST ROAD","15","Non-landed Properties","3","5800","1200 to 1300","Jun-2022"
"166","THE SEAWIND","LORONG M TELOK KURAU","15","Non-landed Properties","3","5000","1300 to 1400","Jun-2022"
"167","COSTA RHU","RHU CROSS","15","Non-landed Properties","3","8000","2000 to 2100","Jun-2022"
"168","MARINE BLUE","MARINE PARADE ROAD","15","Non-landed Properties","1","3600","600 to 700","Jun-2022"
"169","MEYERHOUSE","MEYER ROAD","15","Non-landed Properties","NA","23500",">3000","Jun-2022"
"170","THE SEA VIEW","AMBER ROAD","15","Non-landed Properties","1","2450","500 to 600","Jun-2022"
"171","MANDARIN GARDENS","SIGLAP ROAD","15","Non-landed Properties","3","5500","1500 to 1600","Jun-2022"
"172","RESIDENCE 118","LORONG L TELOK KURAU","15","Non-landed Properties","2","3000","700 to 800","Jun-2022"
"173","THE LINE @ TANJONG RHU","TANJONG RHU ROAD","15","Non-landed Properties","1","3200","800 to 900","Jun-2022"
"174","THE SEA VIEW","AMBER ROAD","15","Non-landed Properties","3","6600","1400 to 1500","Jun-2022"
"175","THE SHORE RESIDENCES","AMBER ROAD","15","Non-landed Properties","2","4800","1000 to 1100","Jun-2022"
"176","THE WATERSIDE","TANJONG RHU ROAD","15","Non-landed Properties","NA","8500","2100 to 2200","Jun-2022"
"177","THE SEA VIEW","AMBER ROAD","15","Non-landed Properties","3","6200","1400 to 1500","Jun-2022"
"178","OCEAN PARK","EAST COAST ROAD","15","Non-landed Properties","NA","8000","2100 to 2200","Jun-2022"
"179","AALTO","MEYER ROAD","15","Non-landed Properties","3","5800","1500 to 1600","Jun-2022"
"180","KURAU COURT","TELOK KURAU ROAD","15","Non-landed Properties","NA","2200","1300 to 1400","Jun-2022"
"181","SUNSHINE REGENCY","RAMBAI ROAD","15","Non-landed Properties","2","3200","700 to 800","Jun-2022"
"182","THE MAKENA","MEYER ROAD","15","Non-landed Properties","2","3100","900 to 1000","Jun-2022"
"183","MANDARIN GARDENS","SIGLAP ROAD","15","Non-landed Properties","2","2800","800 to 900","Jun-2022"
"184","38 I SUITES","IPOH LANE","15","Non-landed Properties","2","3200","600 to 700","Jun-2022"
"185","THE SEA VIEW","AMBER ROAD","15","Non-landed Properties","4","7000","1500 to 1600","Jun-2022"
"186","MIAPLACE","ARTHUR ROAD","15","Non-landed Properties","2","2500","800 to 900","Jun-2022"
"187","THE SHORE RESIDENCES","AMBER ROAD","15","Non-landed Properties","1","2750","700 to 800","Jun-2022"
"188","VILLA MARINA","JALAN SEMPADAN","15","Non-landed Properties","2","3200","1100 to 1200","Jun-2022"
"189","MANDARIN GARDENS","SIGLAP ROAD","15","Non-landed Properties","3","5850","2000 to 2100","Jun-2022"
"190","MANDARIN GARDENS","SIGLAP ROAD","15","Non-landed Properties","3","6200","1700 to 1800","Jun-2022"
"191","THE ESTA","AMBER GARDENS","15","Non-landed Properties","2","4500","1000 to 1100","Jun-2022"
"192","WATER PLACE","TANJONG RHU ROAD","15","Non-landed Properties","4","6500","1500 to 1600","Jun-2022"
"193","AMBER SKYE","AMBER ROAD","15","Non-landed Properties","2","4100","1100 to 1200","Jun-2022"
"194","FORTUNE JADE","DUNMAN ROAD","15","Non-landed Properties","3","2800","1000 to 1100","Jun-2022"
"195","NEPTUNE COURT","MARINE VISTA","15","Non-landed Properties","NA","4700","1600 to 1700","Jun-2022"
"196","NEPTUNE COURT","MARINE VISTA","15","Non-landed Properties","NA","3000","1600 to 1700","Jun-2022"
"197","THE WATERSIDE","TANJONG RHU ROAD","15","Non-landed Properties","NA","7200","2100 to 2200","Jun-2022"
"198","NATURALIS","LORONG M TELOK KURAU","15","Non-landed Properties","1","2000","500 to 600","Jun-2022"
"199","ELLIOT AT THE EAST COAST","ELLIOT ROAD","15","Non-landed Properties","4","7000","2600 to 2700","Jun-2022"
"200","TANJONG RIA CONDOMINIUM","TANJONG RHU ROAD","15","Non-landed Properties","3","3600","1200 to 1300","Jun-2022"
"201","VIBES @ EAST COAST","TELOK KURAU ROAD","15","Non-landed Properties","1","2200","400 to 500","Jun-2022"
"202","HAWAII TOWER","MEYER ROAD","15","Non-landed Properties","3","6200","2200 to 2300","Jun-2022"
"203","THE MAKENA","MEYER ROAD","15","Non-landed Properties","3","4000","1200 to 1300","Jun-2022"
"204","TANJONG RIA CONDOMINIUM","TANJONG RHU ROAD","15","Non-landed Properties","3","4500","1300 to 1400","Jun-2022"
"205","SEASIDE RESIDENCES","SIGLAP LINK","15","Non-landed Properties","2","3800","700 to 800","Jun-2022"
"206","SANCTUARY GREEN","TANJONG RHU ROAD","15","Non-landed Properties","4","6500","1700 to 1800","Jun-2022"
"207","PRESTIGE LOFT","TELOK KURAU ROAD","15","Non-landed Properties","2","3200","700 to 800","Jun-2022"
"208","AMBERGLADES","AMBER GARDENS","15","Non-landed Properties","NA","5223","1600 to 1700","Jun-2022"
"209","PEBBLE BAY","TANJONG RHU ROAD","15","Non-landed Properties","3","9500","2500 to 2600","Jun-2022"
"210","VILLA MARINA","JALAN SEMPADAN","15","Non-landed Properties","4","5300","2000 to 2100","Jun-2022"
"211","KATONG REGENCY","TANJONG KATONG ROAD","15","Non-landed Properties","3","5500","1300 to 1400","Jun-2022"
"212","THE HACIENDA","HACIENDA GROVE","15","Non-landed Properties","3","5150","1800 to 1900","Jun-2022"
"213","SUITES @ EASTCOAST","UPPER EAST COAST ROAD","15","Non-landed Properties","2","2300","500 to 600","Jun-2022"
"214","COSTA RHU","RHU CROSS","15","Non-landed Properties","4","9900","2000 to 2100","Jun-2022"
"215","QUESTA @ DUNMAN","DUNMAN ROAD","15","Non-landed Properties","2","2900","700 to 800","Jun-2022"
"216","QUESTA @ DUNMAN","DUNMAN ROAD","15","Non-landed Properties","2","3200","700 to 800","Jun-2022"
"217","NEPTUNE COURT","MARINE VISTA","15","Non-landed Properties","NA","2900","1200 to 1300","Jun-2022"
"218","ONE AMBER","AMBER GARDENS","15","Non-landed Properties","2","3600","900 to 1000","Jun-2022"
"219","CHUNG CHIN FLATS","EAST COAST ROAD","15","Non-landed Properties","NA","2300","1300 to 1400","Jun-2022"
"220","COTE D'AZUR","MARINE PARADE ROAD","15","Non-landed Properties","3","5500","1200 to 1300","Jun-2022"
"221","MANDARIN GARDENS","SIGLAP ROAD","15","Non-landed Properties","3","5500","2000 to 2100","Jun-2022"
"222","IMPERIAL HEIGHTS","IPOH LANE","15","Non-landed Properties","3","3200","1000 to 1100","Jun-2022"
"223","JUPITER 18","LORONG 102 CHANGI","15","Non-landed Properties","1","2400","400 to 500","Jun-2022"
"224","THE SEAFRONT ON MEYER","MEYER ROAD","15","Non-landed Properties","2","3900","1000 to 1100","Jun-2022"
"225","PALM OASIS","LORONG H TELOK KURAU","15","Non-landed Properties","2","2400","700 to 800","Jun-2022"
"226","GRACIOUS MANSIONS","JALAN RENDANG","15","Non-landed Properties","4","3719","1500 to 1600","Jun-2022"
"227","SANCTUARY GREEN","TANJONG RHU ROAD","15","Non-landed Properties","3","3350","1100 to 1200","Jun-2022"
"228","NON-LANDED HOUSING DEVELOPMENT","TANJONG KATONG ROAD","15","Non-landed Properties","NA","3000","1000 to 1100","Jun-2022"
"229","THE CAPE","AMBER ROAD","15","Non-landed Properties","1","3242","500 to 600","Jun-2022"
"230","SUITES @ EASTCOAST","UPPER EAST COAST ROAD","15","Non-landed Properties","2","3300","1100 to 1200","Jun-2022"
"231","COTE D'AZUR","MARINE PARADE ROAD","15","Non-landed Properties","3","5000","1300 to 1400","Jun-2022"
"232","THE SEAFRONT ON MEYER","MEYER ROAD","15","Non-landed Properties","3","7800","1600 to 1700","Jun-2022"
"233","TIVOLI GRANDE","KOON SENG ROAD","15","Non-landed Properties","2","2700","800 to 900","Jun-2022"
"234","SIGLAP V","FIRST STREET","15","Non-landed Properties","1","2300","500 to 600","Jun-2022"
"235","PEBBLE BAY","TANJONG RHU ROAD","15","Non-landed Properties","3","6800","1800 to 1900","Jun-2022"
"236","THE CRISTALLO","LORONG K TELOK KURAU","15","Non-landed Properties","NA","2100","500 to 600","Jun-2022"
"237","MANDARIN GARDENS","SIGLAP ROAD","15","Non-landed Properties","3","4700","2000 to 2100","Jun-2022"
"238","THE ATRIA AT MEYER","MEYER ROAD","15","Non-landed Properties","NA","5700","1300 to 1400","Jun-2022"
"239","VILLA MARINA","JALAN SEMPADAN","15","Non-landed Properties","3","4600","1200 to 1300","Jun-2022"
"240","SUNNYVALE RESIDENCES","LORONG K TELOK KURAU","15","Non-landed Properties","2","4200","900 to 1000","Jun-2022"
"241","SANCTUARY GREEN","TANJONG RHU ROAD","15","Non-landed Properties","3","4200","1300 to 1400","Jun-2022"
"242","THE ATRIA AT MEYER","MEYER ROAD","15","Non-landed Properties","NA","3200","1000 to 1100","Jun-2022"
"243","PALMERA RESIDENCE","LORONG N TELOK KURAU","15","Non-landed Properties","2","4200","800 to 900","Jun-2022"
"244","THE COTZ","TELOK KURAU ROAD","15","Non-landed Properties","NA","1800","300 to 400","Jun-2022"
