"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"10692","RITZ MANSIONS","BALESTIER ROAD","12","Non-landed Properties","3","2700","1100 to 1200","May-2019"
"10693","ROCCA BALESTIER","BALESTIER ROAD","12","Non-landed Properties","3","2600","800 to 900","May-2019"
"10694","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","2","2300","800 to 900","May-2019"
"10695","THE MEZZO","BALESTIER ROAD","12","Non-landed Properties","2","2700","800 to 900","May-2019"
"10696","BEACON HEIGHTS","MAR THOMA ROAD","12","Non-landed Properties","2","2350","800 to 900","May-2019"
"10697","SKYSUITES17","JALAN RAJAH","12","Non-landed Properties","3","3800","1000 to 1100","May-2019"
"10698","CASA FORTUNA","AH HOOD ROAD","12","Non-landed Properties","1","2200","700 to 800","May-2019"
"10699","OPAL SUITES","OPAL CRESCENT","12","Non-landed Properties","1","1700","300 to 400","May-2019"
"10700","THE VERVE","JALAN RAJAH","12","Non-landed Properties","1","1850","400 to 500","May-2019"
"10701","CITY SUITES","BALESTIER ROAD","12","Non-landed Properties","1","1800","400 to 500","May-2019"
"10702","CASA FORTUNA","AH HOOD ROAD","12","Non-landed Properties","1","2100","700 to 800","May-2019"
"10703","EURO-ASIA APARTMENTS","SERANGOON ROAD","12","Non-landed Properties","na*","3300","1000 to 1100","May-2019"
"10704","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2700","800 to 900","May-2019"
"10705","MOONSTONE VIEW","MOONSTONE LANE","12","Non-landed Properties","2","2200","800 to 900","May-2019"
"10706","OKIO","BALESTIER ROAD","12","Non-landed Properties","1","2000","400 to 500","May-2019"
"10707","THE VIRIDIAN","JALAN AMPAS","12","Non-landed Properties","2","2700","800 to 900","May-2019"
"10708","CASA FORTUNA","AH HOOD ROAD","12","Non-landed Properties","2","2600","900 to 1000","May-2019"
"10709","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","3400","900 to 1000","May-2019"
"10710","NOVA 88","BHAMO ROAD","12","Non-landed Properties","2","2600","900 to 1000","May-2019"
"10711","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2000","500 to 600","May-2019"
"10712","BIRCHWOOD MANSIONS","JALAN AMPAS","12","Non-landed Properties","3","2600","1100 to 1200","May-2019"
"10713","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2200","400 to 500","May-2019"
"10714","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","3100","900 to 1000","May-2019"
"10715","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","3","4200","1600 to 1700","May-2019"
"10716","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","4000","1000 to 1100","May-2019"
"10717","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2400","600 to 700","May-2019"
"10718","THE VIRIDIAN","JALAN AMPAS","12","Non-landed Properties","2","2850","800 to 900","May-2019"
"10719","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2000","500 to 600","May-2019"
"10720","8 RAJA","JALAN RAJA UDANG","12","Non-landed Properties","3","4900","1500 to 1600","May-2019"
"10721","PARC HAVEN","LORONG LIMAU","12","Non-landed Properties","1","2200","600 to 700","May-2019"
"10722","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2500","600 to 700","May-2019"
"10723","EURO-ASIA APARTMENTS","SERANGOON ROAD","12","Non-landed Properties","na*","2850","1000 to 1100","May-2019"
"10724","DE ROYALE","JALAN RAMA RAMA","12","Non-landed Properties","2","2800","900 to 1000","May-2019"
"10725","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2000","400 to 500","May-2019"
"10726","THE RIVERINE BY THE PARK","KALLANG ROAD","12","Non-landed Properties","2","3250","900 to 1000","May-2019"
"10727","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2250","400 to 500","May-2019"
"10728","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2700","600 to 700","May-2019"
"10729","RIVIERA 38","MAR THOMA ROAD","12","Non-landed Properties","1","1850","400 to 500","May-2019"
"10730","AIRSTREAM","ST. MICHAEL'S ROAD","12","Non-landed Properties","1","1700","400 to 500","May-2019"
"10731","SUMMER GREEN","BOON TECK ROAD","12","Non-landed Properties","3","2900","1300 to 1400","May-2019"
"10732","THE VIRIDIAN","JALAN AMPAS","12","Non-landed Properties","2","3200","800 to 900","May-2019"
"10733","CRADELS","LORONG LIMAU","12","Non-landed Properties","1","1850","400 to 500","May-2019"
"10734","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","3","3700","1100 to 1200","May-2019"
"10735","NEEM TREE","JALAN KEMAMAN","12","Non-landed Properties","2","3200","600 to 700","May-2019"
"10736","SUITES @ TOPAZ","TOPAZ ROAD","12","Non-landed Properties","1","1900","300 to 400","May-2019"
"10737","THE VIRIDIAN","JALAN AMPAS","12","Non-landed Properties","1","2100","500 to 600","May-2019"
"10738","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2300","600 to 700","May-2019"
"10739","BALESTIER REGENCY","JALAN AMPAS","12","Non-landed Properties","3","3200","1300 to 1400","May-2019"
"10740","KALLANG RIVERSIDE","KAMPONG BUGIS","12","Non-landed Properties","2","4900","1000 to 1100","May-2019"
"10741","BALESTIER POINT","BALESTIER ROAD","12","Non-landed Properties","3","2400","1000 to 1100","May-2019"
"10742","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","2","2700","700 to 800","May-2019"
"10743","DOMUS","IRRAWADDY ROAD","12","Non-landed Properties","2","3530","900 to 1000","May-2019"
"10744","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2600","600 to 700","May-2019"
"10745","CASA FORTUNA","AH HOOD ROAD","12","Non-landed Properties","1","2000","500 to 600","May-2019"
"10746","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2600","600 to 700","May-2019"
"10747","OKIO","BALESTIER ROAD","12","Non-landed Properties","2","2250","500 to 600","May-2019"
"10748","MOONSTONE RESIDENCES","MOONSTONE LANE","12","Non-landed Properties","3","2850","1000 to 1100","May-2019"
"10749","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","3","3000","1100 to 1200","May-2019"
"10750","BALESTIER POINT","BALESTIER ROAD","12","Non-landed Properties","3","3200","1300 to 1400","May-2019"
"10751","KALLANG RIVERSIDE","KAMPONG BUGIS","12","Non-landed Properties","1","2800","500 to 600","May-2019"
"10752","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","3","4600","1300 to 1400","May-2019"
"10753","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","3","4450","1400 to 1500","May-2019"
"10754","IRESIDENCES","IRRAWADDY ROAD","12","Non-landed Properties","2","2800","1000 to 1100","May-2019"
"10755","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2400","600 to 700","May-2019"
"10756","ST MICHAEL REGENCY","ST. MICHAEL'S ROAD","12","Non-landed Properties","4","5000","2900 to 3000","May-2019"
"10757","RIO GARDENS","JALAN TAMAN","12","Non-landed Properties","3","2650","1100 to 1200","May-2019"
"10758","OKIO","BALESTIER ROAD","12","Non-landed Properties","2","2300","500 to 600","May-2019"
"10759","KINGSLEY MANSIONS","BOON TECK ROAD","12","Non-landed Properties","3","2250","1200 to 1300","May-2019"
"10760","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2500","600 to 700","May-2019"
"10761","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2900","600 to 700","May-2019"
"10762","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT LANE","12","Non-landed Properties","3","2300","900 to 1000","May-2019"
"10763","SKYSUITES17","JALAN RAJAH","12","Non-landed Properties","1","1850","300 to 400","May-2019"
"10764","AIRSTREAM","ST. MICHAEL'S ROAD","12","Non-landed Properties","1","1750","400 to 500","May-2019"
"10765","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","4","4150","1400 to 1500","May-2019"
"10766","RITZ MANSIONS","BALESTIER ROAD","12","Non-landed Properties","3","3200","1400 to 1500","May-2019"
"10767","NON-LANDED HOUSING DEVELOPMENT","BALESTIER ROAD","12","Non-landed Properties","na*","3000","900 to 1000","May-2019"
"10768","D'MIRA","BOON TECK ROAD","12","Non-landed Properties","2","2750","900 to 1000","May-2019"
"10769","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2550","800 to 900","May-2019"
"10770","SKYSUITES17","JALAN RAJAH","12","Non-landed Properties","2","2600","600 to 700","May-2019"
"10771","OKIO","BALESTIER ROAD","12","Non-landed Properties","1","1800","400 to 500","May-2019"
"10772","D'MIRA","BOON TECK ROAD","12","Non-landed Properties","3","3600","1200 to 1300","May-2019"
"10773","THE MORNINGTON","ST. MICHAEL'S ROAD","12","Non-landed Properties","3","2800","1200 to 1300","May-2019"
"10774","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2600","600 to 700","May-2019"
"10775","THE VIRIDIAN","JALAN AMPAS","12","Non-landed Properties","1","2100","500 to 600","May-2019"
"10776","VETRO","MAR THOMA ROAD","12","Non-landed Properties","2","1800","600 to 700","May-2019"
"10777","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","3","3150","1100 to 1200","May-2019"
"10778","THE RICHMOND","ST. MICHAEL'S ROAD","12","Non-landed Properties","na*","2150","500 to 600","May-2019"
"10779","CRADELS","LORONG LIMAU","12","Non-landed Properties","1","2000","500 to 600","May-2019"
"10780","NEEM TREE","JALAN KEMAMAN","12","Non-landed Properties","2","2300","700 to 800","May-2019"
"10781","SUNVILLE","ST. MICHAEL'S ROAD","12","Non-landed Properties","3","2800","1000 to 1100","May-2019"
"10782","DOMUS","IRRAWADDY ROAD","12","Non-landed Properties","3","4200","1300 to 1400","May-2019"
"10783","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2100","400 to 500","May-2019"
"10784","M66","MOONSTONE LANE","12","Non-landed Properties","3","2500","700 to 800","May-2019"
"10785","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","1","1750","400 to 500","May-2019"
"10786","DOMUS","IRRAWADDY ROAD","12","Non-landed Properties","2","3000","1000 to 1100","May-2019"
"10787","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","na*","2700","300 to 400","May-2019"
"10788","DOMUS","IRRAWADDY ROAD","12","Non-landed Properties","2","2800","1000 to 1100","May-2019"
"10789","CRADELS","LORONG LIMAU","12","Non-landed Properties","2","2200","600 to 700","May-2019"
"10790","THE MARQUE @ IRRAWADDY","SHAN ROAD","12","Non-landed Properties","3","3000","1000 to 1100","May-2019"
"10791","LEONG HIN BUILDING","BALESTIER ROAD","12","Non-landed Properties","na*","2600","1200 to 1300","May-2019"
"10792","ASCENT @ 456","BALESTIER ROAD","12","Non-landed Properties","3","2800","700 to 800","May-2019"
"10793","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2000","400 to 500","May-2019"
"10794","THE VERVE","JALAN RAJAH","12","Non-landed Properties","2","3800","1200 to 1300","May-2019"
"10795","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","3400","1000 to 1100","May-2019"
"10796","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2500","800 to 900","May-2019"
"10797","OKIO","BALESTIER ROAD","12","Non-landed Properties","2","2300","500 to 600","May-2019"
"10798","VA RESIDENCES","BOON TECK ROAD","12","Non-landed Properties","2","2200","600 to 700","May-2019"
"10799","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","3450","900 to 1000","May-2019"
"10800","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","1","2500","400 to 500","May-2019"
"10801","REGAL COURT","KIM KEAT ROAD","12","Non-landed Properties","3","3300","1100 to 1200","May-2019"
"10802","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","3300","900 to 1000","May-2019"
"10803","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","3","3100","1100 to 1200","May-2019"
"10804","BALESTIER POINT","BALESTIER ROAD","12","Non-landed Properties","3","2400","900 to 1000","May-2019"
"10805","RIVIERA 38","MAR THOMA ROAD","12","Non-landed Properties","1","1850","500 to 600","May-2019"
"10806","VISTA RESIDENCES","JALAN DATOH","12","Non-landed Properties","4","4800","1400 to 1500","May-2019"
"10807","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2800","800 to 900","May-2019"
"10808","BALESTIER POINT","BALESTIER ROAD","12","Non-landed Properties","2","2000","1000 to 1100","May-2019"
"10809","DOMUS","IRRAWADDY ROAD","12","Non-landed Properties","1","2100","400 to 500","May-2019"
"10810","PAPILLON","JALAN RAMA RAMA","12","Non-landed Properties","3","3000","1000 to 1100","May-2019"
"10811","ECOVILLE","MARTABAN ROAD","12","Non-landed Properties","3","3200","1100 to 1200","May-2019"
"10812","THE CENTRIO","IRRAWADDY ROAD","12","Non-landed Properties","1","2400","600 to 700","May-2019"
"10813","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","3","4100","1500 to 1600","May-2019"
"10814","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","2","3000","700 to 800","May-2019"
"10815","CITY REGENCY","ST. MICHAEL'S ROAD","12","Non-landed Properties","1","1900","400 to 500","May-2019"
"10816","THE ELYSIA","MAR THOMA ROAD","12","Non-landed Properties","2","2300","700 to 800","May-2019"
"10817","CRADELS","LORONG LIMAU","12","Non-landed Properties","2","2600","600 to 700","May-2019"
"10818","NEW COURT","JALAN DUSUN","12","Non-landed Properties","3","2900","1000 to 1100","May-2019"
"10819","THE VIRIDIAN","JALAN AMPAS","12","Non-landed Properties","1","2100","500 to 600","May-2019"
"10820","DE ROYALE","JALAN RAMA RAMA","12","Non-landed Properties","2","3000","900 to 1000","May-2019"
"10821","KALLANG RIVERSIDE","KAMPONG BUGIS","12","Non-landed Properties","2","4900","900 to 1000","May-2019"
"10822","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","3","4000","1300 to 1400","May-2019"
"10823","AVA TOWERS","AVA ROAD","12","Non-landed Properties","3","2800","1200 to 1300","May-2019"
"10824","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","3","4028","1300 to 1400","May-2019"
"10825","PARC HAVEN","LORONG LIMAU","12","Non-landed Properties","3","3500","1100 to 1200","May-2019"
"10826","THE RIVERINE BY THE PARK","KALLANG ROAD","12","Non-landed Properties","3","6300","1300 to 1400","May-2019"
"10827","BALESTIER POINT","BALESTIER ROAD","12","Non-landed Properties","3","2600","900 to 1000","May-2019"
"10828","BALESTIER PLAZA","BALESTIER ROAD","12","Non-landed Properties","2","2900","900 to 1000","May-2019"
"10829","THE RIVERINE BY THE PARK","KALLANG ROAD","12","Non-landed Properties","2","3200","900 to 1000","May-2019"
"10830","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","2","3100","800 to 900","May-2019"
"10831","THE MEZZO","BALESTIER ROAD","12","Non-landed Properties","2","2700","800 to 900","May-2019"
"10832","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2850","600 to 700","May-2019"
"10833","SUMMER GREEN","BOON TECK ROAD","12","Non-landed Properties","3","2900","1300 to 1400","May-2019"
"10834","D'LOTUS","LORONG AMPAS","12","Non-landed Properties","1","2200","500 to 600","May-2019"
"10835","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT ROAD","12","Non-landed Properties","3","2700","900 to 1000","May-2019"
"10836","NON-LANDED HOUSING DEVELOPMENT","LAVENDER STREET","12","Non-landed Properties","na*","4600","2400 to 2500","May-2019"
"10837","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","1","1800","400 to 500","May-2019"
"10838","AVA TOWERS","AVA ROAD","12","Non-landed Properties","3","2500","1100 to 1200","May-2019"
"10839","CITY REGENCY","ST. MICHAEL'S ROAD","12","Non-landed Properties","1","1800","400 to 500","May-2019"
"10840","VIIO @ BALESTIER","BALESTIER ROAD","12","Non-landed Properties","3","3400","1000 to 1100","May-2019"
"10841","SKYSUITES17","JALAN RAJAH","12","Non-landed Properties","1","1800","300 to 400","May-2019"
"10842","RIVIERA 38","MAR THOMA ROAD","12","Non-landed Properties","1","1900","400 to 500","May-2019"
"10843","PRESTIGE HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","na*","1700","300 to 400","May-2019"
"10844","ONE ST MICHAEL'S","ST. MICHAEL'S ROAD","12","Non-landed Properties","3","3500","1200 to 1300","May-2019"
"10845","PINNACLE 16","SHAN ROAD","12","Non-landed Properties","1","2200","500 to 600","May-2019"
"10846","VA RESIDENCES","BOON TECK ROAD","12","Non-landed Properties","1","1950","500 to 600","May-2019"
"10847","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2950","600 to 700","May-2019"
"10848","CASA FORTUNA","AH HOOD ROAD","12","Non-landed Properties","1","2000","500 to 600","May-2019"
"10849","PARC HAVEN","LORONG LIMAU","12","Non-landed Properties","na*","2100","400 to 500","May-2019"
"10850","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","2","2600","800 to 900","May-2019"
"10851","THE CENTRIO","IRRAWADDY ROAD","12","Non-landed Properties","2","3300","900 to 1000","May-2019"
"10852","D'LOTUS","LORONG AMPAS","12","Non-landed Properties","2","2300","800 to 900","May-2019"
"10853","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","1950","400 to 500","May-2019"
"10854","NEEM TREE","JALAN KEMAMAN","12","Non-landed Properties","1","2000","500 to 600","May-2019"
"10855","RIVIERA 38","MAR THOMA ROAD","12","Non-landed Properties","2","2200","700 to 800","May-2019"
"10856","BALESTIER POINT","BALESTIER ROAD","12","Non-landed Properties","3","2500","1400 to 1500","May-2019"
"10857","REGAL COURT","KIM KEAT ROAD","12","Non-landed Properties","3","2800","1100 to 1200","May-2019"
"10858","THE VERVE","JALAN RAJAH","12","Non-landed Properties","1","1850","400 to 500","May-2019"
"10859","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","2","2500","700 to 800","May-2019"
"10860","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","2","3000","800 to 900","May-2019"
"10861","DOMUS","IRRAWADDY ROAD","12","Non-landed Properties","2","3100","900 to 1000","May-2019"
"10862","BALESTIER PLAZA","BALESTIER ROAD","12","Non-landed Properties","2","2200","900 to 1000","May-2019"
"10863","8 RAJA","JALAN RAJA UDANG","12","Non-landed Properties","3","4800","2000 to 2100","May-2019"
"10864","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2000","400 to 500","May-2019"
"10865","ONE ST MICHAEL'S","ST. MICHAEL'S ROAD","12","Non-landed Properties","3","3800","1100 to 1200","May-2019"
"10866","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2350","400 to 500","May-2019"
"10867","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","2","2600","600 to 700","May-2019"
"10868","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","3350","900 to 1000","May-2019"
"10869","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","2","2400","600 to 700","May-2019"
"10870","CASA FORTUNA","AH HOOD ROAD","12","Non-landed Properties","1","2000","500 to 600","May-2019"
"10871","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2200","500 to 600","May-2019"
"10872","VISTA RESIDENCES","JALAN DATOH","12","Non-landed Properties","4","5000","1300 to 1400","May-2019"
"10873","THE VERVE","JALAN RAJAH","12","Non-landed Properties","1","2100","600 to 700","May-2019"
"10874","DE ROYALE","JALAN RAMA RAMA","12","Non-landed Properties","2","2800","900 to 1000","May-2019"
"10875","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2300","400 to 500","May-2019"
"10876","NON-LANDED HOUSING DEVELOPMENT","BALESTIER ROAD","12","Non-landed Properties","na*","2500","1300 to 1400","May-2019"
"10877","VISTA RESIDENCES","JALAN DATOH","12","Non-landed Properties","3","3800","1200 to 1300","May-2019"
"10878","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","3","3600","1000 to 1100","May-2019"
"10879","SUMMER GREEN","BOON TECK ROAD","12","Non-landed Properties","3","2900","1300 to 1400","May-2019"
"10880","AVA TOWERS","AVA ROAD","12","Non-landed Properties","3","2600","1000 to 1100","May-2019"
"10881","BALESTIER 288","BALESTIER ROAD","12","Non-landed Properties","3","2700","1100 to 1200","May-2019"
"10882","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","1","2100","500 to 600","May-2019"
"10883","THE MORNINGTON","ST. MICHAEL'S ROAD","12","Non-landed Properties","3","3000","1100 to 1200","May-2019"
"10884","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT CLOSE","12","Non-landed Properties","3","2400","1000 to 1100","May-2019"
"10885","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","1","2000","500 to 600","May-2019"
"10886","VA RESIDENCES","BOON TECK ROAD","12","Non-landed Properties","2","2350","600 to 700","May-2019"
"10887","THE VIRIDIAN","JALAN AMPAS","12","Non-landed Properties","2","3000","800 to 900","May-2019"
"10888","AIRSTREAM","ST. MICHAEL'S ROAD","12","Non-landed Properties","1","2000","400 to 500","May-2019"
"10889","THE ARTE","JALAN RAJA UDANG","12","Non-landed Properties","2","3300","1000 to 1100","May-2019"
"10890","KALLANG RIVERSIDE","KAMPONG BUGIS","12","Non-landed Properties","1","2800","500 to 600","May-2019"
"10891","SUNVILLE","ST. MICHAEL'S ROAD","12","Non-landed Properties","3","2600","1000 to 1100","May-2019"
"10892","RAJAH TOWERS","JALAN RAJAH","12","Non-landed Properties","3","3400","1800 to 1900","May-2019"
"10893","OLEANDER TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","2","2600","800 to 900","May-2019"
"10894","CITY REGENCY","ST. MICHAEL'S ROAD","12","Non-landed Properties","3","3000","900 to 1000","May-2019"
"10895","ROCCA BALESTIER","BALESTIER ROAD","12","Non-landed Properties","3","2700","800 to 900","May-2019"
"10896","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","1","1800","400 to 500","May-2019"
"10897","AVA TOWERS","AVA ROAD","12","Non-landed Properties","3","2700","1200 to 1300","May-2019"
"10898","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT CLOSE","12","Non-landed Properties","3","2300","1000 to 1100","May-2019"
"10899","CALARASI","KIM KEAT LANE","12","Non-landed Properties","3","3000","1000 to 1100","May-2019"
"10900","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","1","2000","400 to 500","May-2019"
"10901","CALARASI","KIM KEAT LANE","12","Non-landed Properties","3","2800","1000 to 1100","May-2019"
"10902","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT CLOSE","12","Non-landed Properties","3","2400","1000 to 1100","May-2019"
"10903","KALLANG RIVERSIDE","KAMPONG BUGIS","12","Non-landed Properties","3","5400","1400 to 1500","May-2019"
"10904","GLOBAL VILLE","JALAN RAJA UDANG","12","Non-landed Properties","2","2300","800 to 900","May-2019"
"10905","KEMAMAN POINT","JALAN KEMAMAN","12","Non-landed Properties","3","2000","800 to 900","May-2019"
"10906","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","3","3200","900 to 1000","May-2019"
"10907","RAJAH TOWERS","JALAN RAJAH","12","Non-landed Properties","3","3600","1800 to 1900","May-2019"
"10908","AIRSTREAM","ST. MICHAEL'S ROAD","12","Non-landed Properties","1","1800","400 to 500","May-2019"
"10909","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT CLOSE","12","Non-landed Properties","3","2200","1000 to 1100","May-2019"
"10910","NON-LANDED HOUSING DEVELOPMENT","BALESTIER ROAD","12","Non-landed Properties","na*","2000","800 to 900","May-2019"
"10911","NON-LANDED HOUSING DEVELOPMENT","BALESTIER ROAD","12","Non-landed Properties","na*","2000","900 to 1000","May-2019"
"10912","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT LANE","12","Non-landed Properties","3","2150","1400 to 1500","May-2019"
"10913","EIGHT RIVERSUITES","WHAMPOA EAST","12","Non-landed Properties","1","2100","400 to 500","May-2019"
"10914","VA RESIDENCES","BOON TECK ROAD","12","Non-landed Properties","1","2200","500 to 600","May-2019"
"10915","EURO-ASIA APARTMENTS","SERANGOON ROAD","12","Non-landed Properties","3","2800","1400 to 1500","May-2019"
"10916","AIRSTREAM","ST. MICHAEL'S ROAD","12","Non-landed Properties","1","1700","400 to 500","May-2019"
"10917","PAPILLON","JALAN RAMA RAMA","12","Non-landed Properties","2","2400","700 to 800","May-2019"
"10918","AIRSTREAM","ST. MICHAEL'S ROAD","12","Non-landed Properties","2","1900","600 to 700","May-2019"
"10919","THE MEZZO","BALESTIER ROAD","12","Non-landed Properties","2","2200","800 to 900","May-2019"
"10920","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2600","800 to 900","May-2019"
"10921","NON-LANDED HOUSING DEVELOPMENT","MOONSTONE LANE","12","Non-landed Properties","na*","2000","700 to 800","May-2019"
"10922","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT CLOSE","12","Non-landed Properties","3","2350","1000 to 1100","May-2019"
"10923","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2400","800 to 900","May-2019"
"10924","SUITES @ TOPAZ","TOPAZ ROAD","12","Non-landed Properties","2","2700","1000 to 1100","May-2019"
"10925","CITY REGENCY","ST. MICHAEL'S ROAD","12","Non-landed Properties","2","2300","800 to 900","May-2019"
"10926","TREVISTA","LORONG 3 TOA PAYOH","12","Non-landed Properties","2","3100","900 to 1000","May-2019"
"10927","ONE DUSUN RESIDENCES","JALAN DUSUN","12","Non-landed Properties","2","2400","600 to 700","May-2019"
"10928","CALARASI","KIM KEAT LANE","12","Non-landed Properties","3","2950","1000 to 1100","May-2019"
"10929","TRELLIS TOWERS","LORONG 1 TOA PAYOH","12","Non-landed Properties","3","3500","1100 to 1200","May-2019"
"10930","REGAL COURT","KIM KEAT ROAD","12","Non-landed Properties","2","2500","800 to 900","May-2019"
"10931","NON-LANDED HOUSING DEVELOPMENT","KIM KEAT ROAD","12","Non-landed Properties","na*","3400","1000 to 1100","May-2019"
"10932","RITZ MANSIONS","BALESTIER ROAD","12","Non-landed Properties","3","2800","1100 to 1200","May-2019"
"10933","SUNVILLE","ST. MICHAEL'S ROAD","12","Non-landed Properties","3","2800","1000 to 1100","May-2019"
"10934","THE INTERWEAVE","KIM KEAT ROAD","12","Non-landed Properties","1","2000","400 to 500","May-2019"
"10935","LEONG HIN BUILDING","BALESTIER ROAD","12","Non-landed Properties","na*","2500","1200 to 1300","May-2019"
"10936","NON-LANDED HOUSING DEVELOPMENT","BALESTIER ROAD","12","Non-landed Properties","na*","2500","1100 to 1200","May-2019"
"10937","SHAW PLAZA - TWIN HEIGHTS","BALESTIER ROAD","12","Non-landed Properties","2","2700","1200 to 1300","May-2019"
"10938","DE ROYALE","JALAN RAMA RAMA","12","Non-landed Properties","2","2900","900 to 1000","May-2019"
"10939","REGENT RESIDENCES","SERANGOON ROAD","12","Non-landed Properties","2","2750","800 to 900","May-2019"
