"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"36","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","4","3900","1300 to 1400","Jun-2022"
"37","NESS","LORONG 32 GEYLANG","14","Non-landed Properties","1","1700","400 to 500","Jun-2022"
"38","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","1","3000","500 to 600","Jun-2022"
"39","THE WATERINA","LORONG 40 GEYLANG","14","Non-landed Properties","3","4300","1300 to 1400","Jun-2022"
"40","REZI 26","LORONG 26 GEYLANG","14","Non-landed Properties","1","2450","400 to 500","Jun-2022"
"41","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","3400","600 to 700","Jun-2022"
"42","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","1","4000","600 to 700","Jun-2022"
"43","LOTUS AT PAYA LEBAR (EAST WING)","PAYA LEBAR ROAD","14","Non-landed Properties","2","3150","700 to 800","Jun-2022"
"44","CENTRA LOFT","LORONG 35 GEYLANG","14","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"45","NON-LANDED HOUSING DEVELOPMENT","LORONG 41 GEYLANG","14","Non-landed Properties","1","4240","600 to 700","Jun-2022"
"46","THE WATER EDGE","LORONG 38 GEYLANG","14","Non-landed Properties","1","2000","500 to 600","Jun-2022"
"47","LOTUS AT PAYA LEBAR (EAST WING)","PAYA LEBAR ROAD","14","Non-landed Properties","2","6850","1200 to 1300","Jun-2022"
"48","THE TRUMPS","JALAN KEMBANGAN","14","Non-landed Properties","1","2400","600 to 700","Jun-2022"
"49","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","3","3400","1100 to 1200","Jun-2022"
"50","SILVERSCAPE","LORONG 32 GEYLANG","14","Non-landed Properties","1","1700","400 to 500","Jun-2022"
"51","VACANZA @ EAST","LENGKONG TUJOH","14","Non-landed Properties","4","3700","1300 to 1400","Jun-2022"
"52","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","1","2500","500 to 600","Jun-2022"
"53","NON-LANDED HOUSING DEVELOPMENT","LORONG 32 GEYLANG","14","Non-landed Properties","NA","3800","800 to 900","Jun-2022"
"54","LA FLEUR","LORONG 26 GEYLANG","14","Non-landed Properties","1","2500","500 to 600","Jun-2022"
"55","D'OASIA","LORONG MELAYU","14","Non-landed Properties","1","2100","500 to 600","Jun-2022"
"56","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","3","3400","1100 to 1200","Jun-2022"
"57","DAKOTA RESIDENCES","DAKOTA CRESCENT","14","Non-landed Properties","4","6200","1800 to 1900","Jun-2022"
"58","THE WATERINA","LORONG 40 GEYLANG","14","Non-landed Properties","3","5500","1300 to 1400","Jun-2022"
"59","GUILLEMARD EDGE","LORONG 30 GEYLANG","14","Non-landed Properties","1","2400","800 to 900","Jun-2022"
"60","LA BRISA","LORONG 28 GEYLANG","14","Non-landed Properties","3","3000","900 to 1000","Jun-2022"
"61","SUITES @ SIMS","SIMS AVENUE","14","Non-landed Properties","1","2500","300 to 400","Jun-2022"
"62","CENTRA RESIDENCE","LORONG 7 GEYLANG","14","Non-landed Properties","2","2700","400 to 500","Jun-2022"
"63","PARK PLACE RESIDENCES AT PLQ","PAYA LEBAR ROAD","14","Non-landed Properties","2","4500","700 to 800","Jun-2022"
"64","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","2950","600 to 700","Jun-2022"
"65","CENTRA HEIGHTS","SIMS AVENUE","14","Non-landed Properties","1","2200","400 to 500","Jun-2022"
"66","THE WATERINA","LORONG 40 GEYLANG","14","Non-landed Properties","3","5100","1300 to 1400","Jun-2022"
"67","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","3700","600 to 700","Jun-2022"
"68","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","1","4000","600 to 700","Jun-2022"
"69","ASTORIA PARK","LORONG MYDIN","14","Non-landed Properties","3","3880","1100 to 1200","Jun-2022"
"70","NON-LANDED HOUSING DEVELOPMENT","LORONG 16 GEYLANG","14","Non-landed Properties","NA","4200","1000 to 1100","Jun-2022"
"71","TRE RESIDENCES","GEYLANG EAST AVENUE 1","14","Non-landed Properties","3","3600","800 to 900","Jun-2022"
"72","THE WATERINA","LORONG 40 GEYLANG","14","Non-landed Properties","3","4600","1300 to 1400","Jun-2022"
"73","# 1 SUITES","LORONG 20 GEYLANG","14","Non-landed Properties","1","1900","500 to 600","Jun-2022"
"74","LOTUS AT PAYA LEBAR (EAST WING)","PAYA LEBAR ROAD","14","Non-landed Properties","2","4690","1200 to 1300","Jun-2022"
"75","STARVILLE","LENGKONG TIGA","14","Non-landed Properties","3","4000","1500 to 1600","Jun-2022"
"76","SUITES @ SIMS","SIMS AVENUE","14","Non-landed Properties","2","2900","600 to 700","Jun-2022"
"77","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","3000","600 to 700","Jun-2022"
"78","THE DIAMOND","LORONG 9 GEYLANG","14","Non-landed Properties","NA","2300","500 to 600","Jun-2022"
"79","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","3100","600 to 700","Jun-2022"
"80","METRO LOFT","LORONG 27 GEYLANG","14","Non-landed Properties","1","2100","400 to 500","Jun-2022"
"81","GRANDVIEW SUITES","LORONG 22 GEYLANG","14","Non-landed Properties","1","2750","1100 to 1200","Jun-2022"
"82","EDENZ LOFT","LORONG 24 GEYLANG","14","Non-landed Properties","NA","3000","1100 to 1200","Jun-2022"
"83","THE SUNNY SPRING","LORONG 40 GEYLANG","14","Non-landed Properties","3","3700","1200 to 1300","Jun-2022"
"84","ATRIUM RESIDENCES","LORONG 28 GEYLANG","14","Non-landed Properties","2","3600","800 to 900","Jun-2022"
"85","MELOSA","LORONG 28 GEYLANG","14","Non-landed Properties","1","2100","400 to 500","Jun-2022"
"86","LOTUS AT PAYA LEBAR (EAST WING)","PAYA LEBAR ROAD","14","Non-landed Properties","2","5890","1200 to 1300","Jun-2022"
"87","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","NA","3000","500 to 600","Jun-2022"
"88","THE WATERINA","LORONG 40 GEYLANG","14","Non-landed Properties","3","4100","1500 to 1600","Jun-2022"
"89","REZI 35","LORONG 35 GEYLANG","14","Non-landed Properties","1","2800","400 to 500","Jun-2022"
"90","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","NA","2100","500 to 600","Jun-2022"
"91","PARK PLACE RESIDENCES AT PLQ","PAYA LEBAR ROAD","14","Non-landed Properties","2","4200","600 to 700","Jun-2022"
"92","TRE RESIDENCES","GEYLANG EAST AVENUE 1","14","Non-landed Properties","2","2700","500 to 600","Jun-2022"
"93","REZI 35","LORONG 35 GEYLANG","14","Non-landed Properties","3","4000","900 to 1000","Jun-2022"
"94","AVANT RESIDENCES","ALJUNIED ROAD","14","Non-landed Properties","1","2600","400 to 500","Jun-2022"
"95","CENTRA HEIGHTS","SIMS AVENUE","14","Non-landed Properties","1","2200","400 to 500","Jun-2022"
"96","EDENZ LOFT","LORONG 24 GEYLANG","14","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"97","SUITES@CHANGI","CHANGI ROAD","14","Non-landed Properties","1","2600","400 to 500","Jun-2022"
"98","THE EBONY","LORONG MARICAN","14","Non-landed Properties","1","1750","300 to 400","Jun-2022"
"99","NON-LANDED HOUSING DEVELOPMENT","LORONG 41 GEYLANG","14","Non-landed Properties","1","3330","600 to 700","Jun-2022"
"100","LA BRISA","LORONG 28 GEYLANG","14","Non-landed Properties","1","2100","400 to 500","Jun-2022"
"101","PARK PLACE RESIDENCES AT PLQ","PAYA LEBAR ROAD","14","Non-landed Properties","2","3400","600 to 700","Jun-2022"
"102","VACANZA @ EAST","LENGKONG TUJOH","14","Non-landed Properties","1","2800","500 to 600","Jun-2022"
"103","NON-LANDED HOUSING DEVELOPMENT","LORONG 41 GEYLANG","14","Non-landed Properties","1","3850","600 to 700","Jun-2022"
"104","EDENZ LOFT","LORONG 24 GEYLANG","14","Non-landed Properties","1","2400","400 to 500","Jun-2022"
"105","COSMO","GUILLEMARD CRESCENT","14","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"106","PARK PLACE RESIDENCES AT PLQ","PAYA LEBAR ROAD","14","Non-landed Properties","1","3200","400 to 500","Jun-2022"
"107","NON-LANDED HOUSING DEVELOPMENT","LORONG 25A GEYLANG","14","Non-landed Properties","NA","3400","900 to 1000","Jun-2022"
"108","LE MARICAN","LORONG MARICAN","14","Non-landed Properties","1","1850","500 to 600","Jun-2022"
"109","MILLAGE","CHANGI ROAD","14","Non-landed Properties","2","2150","500 to 600","Jun-2022"
"110","PAVILION SQUARE","GEYLANG ROAD","14","Non-landed Properties","1","1950","300 to 400","Jun-2022"
"111","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","3300","600 to 700","Jun-2022"
"112","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","1","2300","500 to 600","Jun-2022"
"113","TROPIKA EAST","FOO KIM LIN ROAD","14","Non-landed Properties","1","1900","400 to 500","Jun-2022"
"114","NON-LANDED HOUSING DEVELOPMENT","LORONG 41 GEYLANG","14","Non-landed Properties","1","4000","600 to 700","Jun-2022"
"115","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","1","2800","500 to 600","Jun-2022"
"116","CASA SARINA","LORONG SARINA","14","Non-landed Properties","3","3200","1100 to 1200","Jun-2022"
"117","SUITES 28","LORONG 30 GEYLANG","14","Non-landed Properties","1","3350","800 to 900","Jun-2022"
"118","SIMS EDGE","GEYLANG EAST AVENUE 2","14","Non-landed Properties","2","2700","400 to 500","Jun-2022"
"119","BOUGAINVILLA APARTMENTS","LORONG 19 GEYLANG","14","Non-landed Properties","3","3000","1000 to 1100","Jun-2022"
"120","CITY PLAZA","GEYLANG ROAD","14","Non-landed Properties","2","2800","900 to 1000","Jun-2022"
"121","GUILLEMARD EDGE","LORONG 30 GEYLANG","14","Non-landed Properties","1","2100","400 to 500","Jun-2022"
"122","GUILLEMARD APARTMENTS","LORONG 26 GEYLANG","14","Non-landed Properties","NA","3300","1300 to 1400","Jun-2022"
"123","PAVILION SQUARE","GEYLANG ROAD","14","Non-landed Properties","1","2400","300 to 400","Jun-2022"
"124","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","2","4800","800 to 900","Jun-2022"
"125","SIMS EDGE","GEYLANG EAST AVENUE 2","14","Non-landed Properties","2","2900","600 to 700","Jun-2022"
"126","LOTUS AT PAYA LEBAR (EAST WING)","PAYA LEBAR ROAD","14","Non-landed Properties","2","5360","1100 to 1200","Jun-2022"
"127","WINDY HEIGHTS","JALAN DAUD","14","Non-landed Properties","4","4000","2400 to 2500","Jun-2022"
"128","SUITES @ EUNOS","JALAN YASIN","14","Non-landed Properties","2","2800","500 to 600","Jun-2022"
"129","LOTUS AT PAYA LEBAR (EAST WING)","PAYA LEBAR ROAD","14","Non-landed Properties","2","4500","800 to 900","Jun-2022"
"130","CENTRA HEIGHTS","SIMS AVENUE","14","Non-landed Properties","1","2250","400 to 500","Jun-2022"
"131","WING FONG MANSIONS/WING FONG COURT","LORONG 14 GEYLANG","14","Non-landed Properties","2","3200","800 to 900","Jun-2022"
"132","NON-LANDED HOUSING DEVELOPMENT","LORONG 41 GEYLANG","14","Non-landed Properties","4","7150","1300 to 1400","Jun-2022"
"133","NON-LANDED HOUSING DEVELOPMENT","LORONG 41 GEYLANG","14","Non-landed Properties","2","5850","1700 to 1800","Jun-2022"
"134","SIMS MEADOWS","LORONG 33 GEYLANG","14","Non-landed Properties","3","2900","1000 to 1100","Jun-2022"
"135","SIMSVILLE","GEYLANG EAST AVENUE 2","14","Non-landed Properties","3","5834","1200 to 1300","Jun-2022"
"136","NON-LANDED HOUSING DEVELOPMENT","JALAN SUKA","14","Non-landed Properties","NA","4000","1000 to 1100","Jun-2022"
"137","NESS","LORONG 32 GEYLANG","14","Non-landed Properties","1","1950","400 to 500","Jun-2022"
"138","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","2","3700","800 to 900","Jun-2022"
"139","THE SUNNY SPRING","LORONG 40 GEYLANG","14","Non-landed Properties","3","3100","1100 to 1200","Jun-2022"
"140","CENTRAL GROVE","GEYLANG EAST AVENUE 1","14","Non-landed Properties","3","3400","1200 to 1300","Jun-2022"
"141","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","3","6200","1100 to 1200","Jun-2022"
"142","GRANDVIEW SUITES","LORONG 22 GEYLANG","14","Non-landed Properties","1","2150","400 to 500","Jun-2022"
"143","NON-LANDED HOUSING DEVELOPMENT","MATTAR ROAD","14","Non-landed Properties","NA","2600","1100 to 1200","Jun-2022"
"144","NON-LANDED HOUSING DEVELOPMENT","CHANGI ROAD","14","Non-landed Properties","NA","6500","1800 to 1900","Jun-2022"
"145","PRIME RESIDENCE","LORONG 22 GEYLANG","14","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"146","CENTRAL GROVE","GEYLANG EAST AVENUE 1","14","Non-landed Properties","3","4500","1200 to 1300","Jun-2022"
"147","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","1","3550","600 to 700","Jun-2022"
"148","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","1","2570","400 to 500","Jun-2022"
"149","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","NA","2500","500 to 600","Jun-2022"
"150","CITY PLAZA","GEYLANG ROAD","14","Non-landed Properties","2","2600","900 to 1000","Jun-2022"
"151","TRE RESIDENCES","GEYLANG EAST AVENUE 1","14","Non-landed Properties","2","2750","500 to 600","Jun-2022"
"152","CASSIA VIEW","GUILLEMARD ROAD","14","Non-landed Properties","3","3100","1200 to 1300","Jun-2022"
"153","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","1","2500","500 to 600","Jun-2022"
"154","THE WATER EDGE","LORONG 38 GEYLANG","14","Non-landed Properties","1","2300","500 to 600","Jun-2022"
"155","MELOSA","LORONG 28 GEYLANG","14","Non-landed Properties","2","2100","500 to 600","Jun-2022"
"156","SIMSVILLE","GEYLANG EAST AVENUE 2","14","Non-landed Properties","2","3000","900 to 1000","Jun-2022"
"157","WING FONG MANSIONS/WING FONG COURT","LORONG 14 GEYLANG","14","Non-landed Properties","2","2800","1000 to 1100","Jun-2022"
"158","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","NA","2200","500 to 600","Jun-2022"
"159","MELOSA","LORONG 28 GEYLANG","14","Non-landed Properties","1","2250","500 to 600","Jun-2022"
"160","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","4","7500",">3000","Jun-2022"
"161","WINDY HEIGHTS","JALAN DAUD","14","Non-landed Properties","4","7000","2400 to 2500","Jun-2022"
"162","EDENZ LOFT","LORONG 24 GEYLANG","14","Non-landed Properties","1","2200","400 to 500","Jun-2022"
"163","REZI 3TWO","LORONG 32 GEYLANG","14","Non-landed Properties","2","3300","600 to 700","Jun-2022"
"164","DAKOTA RESIDENCES","DAKOTA CRESCENT","14","Non-landed Properties","2","3800","1000 to 1100","Jun-2022"
"165","NON-LANDED HOUSING DEVELOPMENT","CHANGI ROAD","14","Non-landed Properties","NA","3000","1800 to 1900","Jun-2022"
"166","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","1","2900","400 to 500","Jun-2022"
"167","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","1","2700","500 to 600","Jun-2022"
"168","VACANZA @ EAST","LENGKONG TUJOH","14","Non-landed Properties","1","1800","400 to 500","Jun-2022"
"169","BLISS VILLE","LORONG MELAYU","14","Non-landed Properties","3","4250","1100 to 1200","Jun-2022"
"170","VACANZA @ EAST","LENGKONG TUJOH","14","Non-landed Properties","3","3000","1000 to 1100","Jun-2022"
"171","CASA AERATA","LORONG 26 GEYLANG","14","Non-landed Properties","2","2400","500 to 600","Jun-2022"
"172","CENTRA RESIDENCE","LORONG 7 GEYLANG","14","Non-landed Properties","1","1700","400 to 500","Jun-2022"
"173","PAYA LEBAR RESIDENCES","PAYA LEBAR ROAD","14","Non-landed Properties","2","3000","900 to 1000","Jun-2022"
"174","LA FLEUR","LORONG 26 GEYLANG","14","Non-landed Properties","1","2300","400 to 500","Jun-2022"
"175","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","1","2560","400 to 500","Jun-2022"
"176","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","1","2300","400 to 500","Jun-2022"
"177","PARK PLACE RESIDENCES AT PLQ","PAYA LEBAR ROAD","14","Non-landed Properties","2","4500","600 to 700","Jun-2022"
"178","SUITES 28","LORONG 30 GEYLANG","14","Non-landed Properties","1","3000","1000 to 1100","Jun-2022"
"179","LE CRESCENDO","PAYA LEBAR ROAD","14","Non-landed Properties","2","3500","800 to 900","Jun-2022"
"180","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","2900","600 to 700","Jun-2022"
"181","MILLAGE","CHANGI ROAD","14","Non-landed Properties","1","2100","400 to 500","Jun-2022"
"182","SUITES 28","LORONG 30 GEYLANG","14","Non-landed Properties","2","2400","800 to 900","Jun-2022"
"183","REZI 35","LORONG 35 GEYLANG","14","Non-landed Properties","1","2250","400 to 500","Jun-2022"
"184","WING FONG BUILDING","LORONG 8 GEYLANG","14","Non-landed Properties","NA","4500","2000 to 2100","Jun-2022"
"185","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","2","2900","1000 to 1100","Jun-2022"
"186","VACANZA @ EAST","LENGKONG TUJOH","14","Non-landed Properties","2","3000","800 to 900","Jun-2022"
"187","EDENZ SUITES","LORONG 28 GEYLANG","14","Non-landed Properties","1","1850","400 to 500","Jun-2022"
"188","VACANZA @ EAST","LENGKONG TUJOH","14","Non-landed Properties","3","3750","1000 to 1100","Jun-2022"
"189","WINDY HEIGHTS","JALAN DAUD","14","Non-landed Properties","4","5800","2400 to 2500","Jun-2022"
"190","GUILLEMARD EDGE","LORONG 30 GEYLANG","14","Non-landed Properties","1","2900","700 to 800","Jun-2022"
"191","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","3200","600 to 700","Jun-2022"
"192","GOODVIEW APARTMENTS","LORONG 8 GEYLANG","14","Non-landed Properties","NA","3200","1200 to 1300","Jun-2022"
"193","GUILLEMARD EDGE","LORONG 30 GEYLANG","14","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"194","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","2","3600","800 to 900","Jun-2022"
"195","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","NA","2200","500 to 600","Jun-2022"
"196","PRIMEDGE","LORONG 34 GEYLANG","14","Non-landed Properties","1","2300","400 to 500","Jun-2022"
"197","BOUGAINVILLA APARTMENTS","LORONG 19 GEYLANG","14","Non-landed Properties","3","2800","1100 to 1200","Jun-2022"
"198","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","3","4800","1200 to 1300","Jun-2022"
"199","NON-LANDED HOUSING DEVELOPMENT","CHANGI ROAD","14","Non-landed Properties","NA","2700","1500 to 1600","Jun-2022"
"200","KEMBANGAN PLAZA","JALAN MASJID","14","Non-landed Properties","NA","2950","1100 to 1200","Jun-2022"
"201","THE LENOX","CHANGI ROAD","14","Non-landed Properties","1","1700","300 to 400","Jun-2022"
"202","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","3400","600 to 700","Jun-2022"
"203","STUDIO8","JALAN AYER","14","Non-landed Properties","1","3000","500 to 600","Jun-2022"
"204","CENTRA SUITES","LORONG 25A GEYLANG","14","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"205","NON-LANDED HOUSING DEVELOPMENT","LORONG 20 GEYLANG","14","Non-landed Properties","NA","2700","900 to 1000","Jun-2022"
"206","LOTUS AT PAYA LEBAR (EAST WING)","PAYA LEBAR ROAD","14","Non-landed Properties","2","3170","700 to 800","Jun-2022"
"207","PALM LODGE","LORONG 37 GEYLANG","14","Non-landed Properties","NA","3500","1500 to 1600","Jun-2022"
"208","NON-LANDED HOUSING DEVELOPMENT","GUILLEMARD ROAD","14","Non-landed Properties","NA","3000","1600 to 1700","Jun-2022"
"209","CASA AERATA","LORONG 26 GEYLANG","14","Non-landed Properties","1","1950","400 to 500","Jun-2022"
"210","TROPIKA EAST","FOO KIM LIN ROAD","14","Non-landed Properties","1","1850","400 to 500","Jun-2022"
"211","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","2800","600 to 700","Jun-2022"
"212","D'WEAVE","LORONG 39 GEYLANG","14","Non-landed Properties","1","2100","400 to 500","Jun-2022"
"213","KEMBANGAN SUITES","JALAN MASJID","14","Non-landed Properties","1","2800","500 to 600","Jun-2022"
"214","PARK PLACE RESIDENCES AT PLQ","PAYA LEBAR ROAD","14","Non-landed Properties","1","3500","400 to 500","Jun-2022"
"215","LEVENUE","LENGKONG EMPAT","14","Non-landed Properties","2","2200","500 to 600","Jun-2022"
"216","KEMBANGAN COURT","JALAN MASJID","14","Non-landed Properties","NA","3400","1000 to 1100","Jun-2022"
"217","GUILLEMARD EDGE","LORONG 30 GEYLANG","14","Non-landed Properties","1","2200","800 to 900","Jun-2022"
"218","CENTRA RESIDENCE","LORONG 7 GEYLANG","14","Non-landed Properties","1","2100","500 to 600","Jun-2022"
"219","VIENTO","LORONG 30 GEYLANG","14","Non-landed Properties","1","1900","400 to 500","Jun-2022"
"220","SUITES@CHANGI","CHANGI ROAD","14","Non-landed Properties","NA","1700","400 to 500","Jun-2022"
"221","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","2","4000","1400 to 1500","Jun-2022"
"222","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","3","4330","900 to 1000","Jun-2022"
"223","THE OCTET","LORONG 24 GEYLANG","14","Non-landed Properties","1","2300","400 to 500","Jun-2022"
"224","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","3","3900","900 to 1000","Jun-2022"
"225","LEVENUE","LENGKONG EMPAT","14","Non-landed Properties","2","2300","400 to 500","Jun-2022"
"226","EDENZ LOFT","LORONG 24 GEYLANG","14","Non-landed Properties","1","2100","400 to 500","Jun-2022"
"227","PRIMEDGE","LORONG 34 GEYLANG","14","Non-landed Properties","1","1850","400 to 500","Jun-2022"
"228","TREASURES @ G20","LORONG 20 GEYLANG","14","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"229","EUNOS PARK","KAMPONG EUNOS","14","Non-landed Properties","4","5500","1600 to 1700","Jun-2022"
"230","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","1","2500","600 to 700","Jun-2022"
"231","LE REGAL","GEYLANG ROAD","14","Non-landed Properties","1","2600","300 to 400","Jun-2022"
"232","ASTON MANSIONS","LORONG 42 GEYLANG","14","Non-landed Properties","3","3100","1300 to 1400","Jun-2022"
"233","LA BRISA","LORONG 28 GEYLANG","14","Non-landed Properties","1","1700","400 to 500","Jun-2022"
"234","THE SUNNY SPRING","LORONG 40 GEYLANG","14","Non-landed Properties","3","3100","1100 to 1200","Jun-2022"
"235","GRANDVIEW SUITES","LORONG 22 GEYLANG","14","Non-landed Properties","1","2600","500 to 600","Jun-2022"
"236","SMART SUITES","SIMS AVENUE","14","Non-landed Properties","1","2100","400 to 500","Jun-2022"
