"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"5122","STARVILLE","LENGKONG TIGA","14","Non-landed Properties","3","2800","1200 to 1300","Jul-2021"
"5123","LE CRESCENDO","PAYA LEBAR ROAD","14","Non-landed Properties","2","2600","900 to 1000","Jul-2021"
"5124","VICENTA LODGE","LORONG MARZUKI","14","Non-landed Properties","NA","2600","1200 to 1300","Jul-2021"
"5125","KEMBANGAN SUITES","JALAN MASJID","14","Non-landed Properties","1","2000","400 to 500","Jul-2021"
"5126","ASTON MANSIONS","LORONG 42 GEYLANG","14","Non-landed Properties","3","3000","1100 to 1200","Jul-2021"
"5127","SIMS EDGE","GEYLANG EAST AVENUE 2","14","Non-landed Properties","2","2150","500 to 600","Jul-2021"
"5128","D' CASITA","LORONG MARZUKI","14","Non-landed Properties","3","3300","1100 to 1200","Jul-2021"
"5129","WINDY HEIGHTS","JALAN DAUD","14","Non-landed Properties","4","4500","2400 to 2500","Jul-2021"
"5130","PRIMEDGE","LORONG 34 GEYLANG","14","Non-landed Properties","1","1800","400 to 500","Jul-2021"
"5131","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","3","4500","1100 to 1200","Jul-2021"
"5132","CASA SARINA","LORONG SARINA","14","Non-landed Properties","3","3000","1400 to 1500","Jul-2021"
"5133","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","5","8300","2300 to 2400","Jul-2021"
"5134","THE EBONY","LORONG MARICAN","14","Non-landed Properties","1","1600","300 to 400","Jul-2021"
"5135","PARK PLACE RESIDENCES AT PLQ","PAYA LEBAR ROAD","14","Non-landed Properties","1","2400","400 to 500","Jul-2021"
"5136","GUILLEMARD EDGE","LORONG 30 GEYLANG","14","Non-landed Properties","1","1800","400 to 500","Jul-2021"
"5137","LE REGAL","GEYLANG ROAD","14","Non-landed Properties","1","1500","300 to 400","Jul-2021"
"5138","IDYLLIC SUITES","LORONG 30 GEYLANG","14","Non-landed Properties","1","1950","400 to 500","Jul-2021"
"5139","LOTUS AT PAYA LEBAR (EAST WING)","PAYA LEBAR ROAD","14","Non-landed Properties","1","3220","600 to 700","Jul-2021"
"5140","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","2800","600 to 700","Jul-2021"
"5141","NON-LANDED HOUSING DEVELOPMENT","LORONG 19 GEYLANG","14","Non-landed Properties","NA","1300","400 to 500","Jul-2021"
"5142","ASTORIA PARK","LORONG MYDIN","14","Non-landed Properties","2","2700","900 to 1000","Jul-2021"
"5143","METRO LOFT","LORONG 27 GEYLANG","14","Non-landed Properties","1","1700","400 to 500","Jul-2021"
"5144","KEMBANGAN SUITES","JALAN MASJID","14","Non-landed Properties","1","1900","300 to 400","Jul-2021"
"5145","ATHENA VILLE","LORONG 29 GEYLANG","14","Non-landed Properties","3","2650","1100 to 1200","Jul-2021"
"5146","PRIMEDGE","LORONG 34 GEYLANG","14","Non-landed Properties","1","1950","400 to 500","Jul-2021"
"5147","SIMSVILLE","GEYLANG EAST AVENUE 2","14","Non-landed Properties","3","3200","1200 to 1300","Jul-2021"
"5148","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","1","2400","400 to 500","Jul-2021"
"5149","PARK PLACE RESIDENCES AT PLQ","PAYA LEBAR ROAD","14","Non-landed Properties","1","2650","400 to 500","Jul-2021"
"5150","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","1","2200","400 to 500","Jul-2021"
"5151","ASTORIA PARK","LORONG MYDIN","14","Non-landed Properties","3","4100","1100 to 1200","Jul-2021"
"5152","SUNNY LODGE","LORONG SALLEH","14","Non-landed Properties","1","1200","300 to 400","Jul-2021"
"5153","NON-LANDED HOUSING DEVELOPMENT","LORONG 30 GEYLANG","14","Non-landed Properties","3","21200",">3000","Jul-2021"
"5154","THE SUNNY SPRING","LORONG 40 GEYLANG","14","Non-landed Properties","3","3000","1100 to 1200","Jul-2021"
"5155","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","2700","600 to 700","Jul-2021"
"5156","NON-LANDED HOUSING DEVELOPMENT","LORONG 19 GEYLANG","14","Non-landed Properties","NA","1350","400 to 500","Jul-2021"
"5157","SIMSVILLE","GEYLANG EAST AVENUE 2","14","Non-landed Properties","3","3500","1200 to 1300","Jul-2021"
"5158","# 1 SUITES","LORONG 20 GEYLANG","14","Non-landed Properties","1","2000","500 to 600","Jul-2021"
"5159","METRO LOFT","LORONG 27 GEYLANG","14","Non-landed Properties","1","1900","400 to 500","Jul-2021"
"5160","PAYA LEBAR RESIDENCES","PAYA LEBAR ROAD","14","Non-landed Properties","2","3000","900 to 1000","Jul-2021"
"5161","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","3","4000","1100 to 1200","Jul-2021"
"5162","TRE RESIDENCES","GEYLANG EAST AVENUE 1","14","Non-landed Properties","2","2800","600 to 700","Jul-2021"
"5163","FUYUEN COURT","LORONG 35 GEYLANG","14","Non-landed Properties","3","2150","1100 to 1200","Jul-2021"
"5164","THE WATERINA","LORONG 40 GEYLANG","14","Non-landed Properties","2","3200","1100 to 1200","Jul-2021"
"5165","NON-LANDED HOUSING DEVELOPMENT","LORONG 16 GEYLANG","14","Non-landed Properties","NA","2800","1000 to 1100","Jul-2021"
"5166","NON-LANDED HOUSING DEVELOPMENT","SIMS AVENUE","14","Non-landed Properties","NA","2550","1300 to 1400","Jul-2021"
"5167","NON-LANDED HOUSING DEVELOPMENT","LORONG 22 GEYLANG","14","Non-landed Properties","NA","3500","1100 to 1200","Jul-2021"
"5168","NON-LANDED HOUSING DEVELOPMENT","JALAN MASJID","14","Non-landed Properties","NA","3500","1300 to 1400","Jul-2021"
"5169","NON-LANDED HOUSING DEVELOPMENT","LORONG 15 GEYLANG","14","Non-landed Properties","NA","1800","700 to 800","Jul-2021"
"5170","ASTORIA PARK","LORONG MYDIN","14","Non-landed Properties","3","3200","1100 to 1200","Jul-2021"
"5171","GUILLEMARD EDGE","LORONG 30 GEYLANG","14","Non-landed Properties","1","1850","400 to 500","Jul-2021"
"5172","VACANZA @ EAST","LENGKONG TUJOH","14","Non-landed Properties","2","2300","800 to 900","Jul-2021"
"5173","MERA EAST","CHANGI ROAD","14","Non-landed Properties","3","3500","1200 to 1300","Jul-2021"
"5174","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","1","2900","600 to 700","Jul-2021"
"5175","KEMBANGAN PLAZA","JALAN MASJID","14","Non-landed Properties","NA","4100","1900 to 2000","Jul-2021"
"5176","ATHENA VILLE","LORONG 29 GEYLANG","14","Non-landed Properties","2","2300","900 to 1000","Jul-2021"
"5177","ESCADA VIEW","LENGKONG EMPAT","14","Non-landed Properties","3","2200","1100 to 1200","Jul-2021"
"5178","D'WEAVE","LORONG 39 GEYLANG","14","Non-landed Properties","3","2500","800 to 900","Jul-2021"
"5179","THE SUNNY SPRING","LORONG 40 GEYLANG","14","Non-landed Properties","3","3100","1000 to 1100","Jul-2021"
"5180","ESTA RUBY","GUILLEMARD ROAD","14","Non-landed Properties","2","3000","900 to 1000","Jul-2021"
"5181","REZI 26","LORONG 26 GEYLANG","14","Non-landed Properties","1","1950","400 to 500","Jul-2021"
"5182","PARK PLACE RESIDENCES AT PLQ","PAYA LEBAR ROAD","14","Non-landed Properties","2","3300","600 to 700","Jul-2021"
"5183","REZI 3TWO","LORONG 32 GEYLANG","14","Non-landed Properties","1","1900","400 to 500","Jul-2021"
"5184","SMART SUITES","SIMS AVENUE","14","Non-landed Properties","1","2700","400 to 500","Jul-2021"
"5185","REGAL 35","LORONG 35 GEYLANG","14","Non-landed Properties","2","2600","1700 to 1800","Jul-2021"
"5186","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","1","2200","500 to 600","Jul-2021"
"5187","COSMO","GUILLEMARD CRESCENT","14","Non-landed Properties","1","2100","300 to 400","Jul-2021"
"5188","SUNSTONE RESIDENCES","JALAN DAUD","14","Non-landed Properties","2","2000","700 to 800","Jul-2021"
"5189","ESCADA VIEW","LENGKONG EMPAT","14","Non-landed Properties","3","2500","1200 to 1300","Jul-2021"
"5190","KEMBANGAN SUITES","JALAN MASJID","14","Non-landed Properties","1","2300","500 to 600","Jul-2021"
"5191","THE WATERINA","LORONG 40 GEYLANG","14","Non-landed Properties","3","3700","1300 to 1400","Jul-2021"
"5192","LE REGAL","GEYLANG ROAD","14","Non-landed Properties","1","2000","400 to 500","Jul-2021"
"5193","D'GALLERY","JALAN MASJID","14","Non-landed Properties","3","3100","1000 to 1100","Jul-2021"
"5194","GUILLEMARD EDGE","LORONG 30 GEYLANG","14","Non-landed Properties","2","2100","500 to 600","Jul-2021"
"5195","VACANZA @ EAST","LENGKONG TUJOH","14","Non-landed Properties","1","1800","400 to 500","Jul-2021"
"5196","DAKOTA RESIDENCES","DAKOTA CRESCENT","14","Non-landed Properties","2","3500","1000 to 1100","Jul-2021"
"5197","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","1","2850","600 to 700","Jul-2021"
"5198","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","1","2300","400 to 500","Jul-2021"
"5199","CENTRAL GROVE","GEYLANG EAST AVENUE 1","14","Non-landed Properties","2","2900","1000 to 1100","Jul-2021"
"5200","CASA SARINA","LORONG SARINA","14","Non-landed Properties","3","3000","1100 to 1200","Jul-2021"
"5201","DAKOTA RESIDENCES","DAKOTA CRESCENT","14","Non-landed Properties","4","6200","1800 to 1900","Jul-2021"
"5202","GUILLEMARD SUITES","GUILLEMARD ROAD","14","Non-landed Properties","1","2200","500 to 600","Jul-2021"
"5203","TORIEVIEW MANSIONS","LORONG 29 GEYLANG","14","Non-landed Properties","3","2900","1200 to 1300","Jul-2021"
"5204","GRANDVIEW SUITES","LORONG 22 GEYLANG","14","Non-landed Properties","1","1700","400 to 500","Jul-2021"
"5205","KINGSTON TERRACE","JALAN MASJID","14","Non-landed Properties","2","2300","1400 to 1500","Jul-2021"
"5206","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","NA","1950","500 to 600","Jul-2021"
"5207","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","2850","700 to 800","Jul-2021"
"5208","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","3","4300","1000 to 1100","Jul-2021"
"5209","JING SUITES","CHANGI ROAD","14","Non-landed Properties","4","2400","1900 to 2000","Jul-2021"
"5210","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","3","4500","1000 to 1100","Jul-2021"
"5211","SIMS EDGE","GEYLANG EAST AVENUE 2","14","Non-landed Properties","1","1900","400 to 500","Jul-2021"
"5212","CENTRA RESIDENCE","LORONG 7 GEYLANG","14","Non-landed Properties","1","2400","400 to 500","Jul-2021"
"5213","TREASURES@G6","LORONG 6 GEYLANG","14","Non-landed Properties","1","1650","400 to 500","Jul-2021"
"5214","TREASURES@G6","LORONG 6 GEYLANG","14","Non-landed Properties","1","1800","400 to 500","Jul-2021"
"5215","THE WATERINA","LORONG 40 GEYLANG","14","Non-landed Properties","2","3100","1100 to 1200","Jul-2021"
"5216","CENTRA LOFT","LORONG 35 GEYLANG","14","Non-landed Properties","1","2050","400 to 500","Jul-2021"
"5217","TROPIKA EAST","FOO KIM LIN ROAD","14","Non-landed Properties","1","1680","400 to 500","Jul-2021"
"5218","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","1","2100","500 to 600","Jul-2021"
"5219","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","1","1900","400 to 500","Jul-2021"
"5220","ASTON MANSIONS","LORONG 42 GEYLANG","14","Non-landed Properties","2","2300","1000 to 1100","Jul-2021"
"5221","ATRIUM RESIDENCES","LORONG 28 GEYLANG","14","Non-landed Properties","3","3000","900 to 1000","Jul-2021"
"5222","GUILLEMARD EDGE","LORONG 30 GEYLANG","14","Non-landed Properties","1","2000","400 to 500","Jul-2021"
"5223","CENTRA HEIGHTS","SIMS AVENUE","14","Non-landed Properties","1","2050","400 to 500","Jul-2021"
"5224","KEMBANGAN SUITES","JALAN MASJID","14","Non-landed Properties","2","2100","600 to 700","Jul-2021"
"5225","THE CHAMPAGNE","CHANGI ROAD","14","Non-landed Properties","3","2750","1000 to 1100","Jul-2021"
"5226","SMART SUITES","SIMS AVENUE","14","Non-landed Properties","1","2300","400 to 500","Jul-2021"
"5227","VACANZA @ EAST","LENGKONG TUJOH","14","Non-landed Properties","1","1800","500 to 600","Jul-2021"
"5228","NON-LANDED HOUSING DEVELOPMENT","LORONG 41 GEYLANG","14","Non-landed Properties","3","3700","1000 to 1100","Jul-2021"
"5229","SMART SUITES","SIMS AVENUE","14","Non-landed Properties","1","1950","400 to 500","Jul-2021"
"5230","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","1","2700","800 to 900","Jul-2021"
"5231","CASA AERATA","LORONG 26 GEYLANG","14","Non-landed Properties","1","1700","400 to 500","Jul-2021"
"5232","TREASURES @ G20","LORONG 20 GEYLANG","14","Non-landed Properties","1","1625","400 to 500","Jul-2021"
"5233","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","1","2200","500 to 600","Jul-2021"
"5234","ATRIUM RESIDENCES","LORONG 28 GEYLANG","14","Non-landed Properties","3","3100","1000 to 1100","Jul-2021"
"5235","PARK PLACE RESIDENCES AT PLQ","PAYA LEBAR ROAD","14","Non-landed Properties","2","3400","700 to 800","Jul-2021"
"5236","SUITES 28","LORONG 30 GEYLANG","14","Non-landed Properties","2","1900","800 to 900","Jul-2021"
"5237","PARK PLACE RESIDENCES AT PLQ","PAYA LEBAR ROAD","14","Non-landed Properties","2","3400","600 to 700","Jul-2021"
"5238","BOUGAINVILLA APARTMENTS","LORONG 19 GEYLANG","14","Non-landed Properties","3","2600","1100 to 1200","Jul-2021"
"5239","LA FLEUR","LORONG 26 GEYLANG","14","Non-landed Properties","1","1800","400 to 500","Jul-2021"
"5240","THE PRIMERO","LORONG 19 GEYLANG","14","Non-landed Properties","NA","3000","1200 to 1300","Jul-2021"
"5241","METRO LOFT","LORONG 27 GEYLANG","14","Non-landed Properties","1","2000","400 to 500","Jul-2021"
"5242","REZI 26","LORONG 26 GEYLANG","14","Non-landed Properties","3","3700","1000 to 1100","Jul-2021"
"5243","NON-LANDED HOUSING DEVELOPMENT","LORONG 32 GEYLANG","14","Non-landed Properties","NA","3800","800 to 900","Jul-2021"
"5244","SIMSVILLE","GEYLANG EAST AVENUE 2","14","Non-landed Properties","2","2800","900 to 1000","Jul-2021"
"5245","VACANZA @ EAST","LENGKONG TUJOH","14","Non-landed Properties","1","1900","500 to 600","Jul-2021"
"5246","PARK PLACE RESIDENCES AT PLQ","PAYA LEBAR ROAD","14","Non-landed Properties","2","3500","600 to 700","Jul-2021"
"5247","PAYA LEBAR RESIDENCES","PAYA LEBAR ROAD","14","Non-landed Properties","3","3200","1200 to 1300","Jul-2021"
"5248","THE PRIMERO","LORONG 19 GEYLANG","14","Non-landed Properties","NA","3300","1400 to 1500","Jul-2021"
"5249","SIMS EDGE","GEYLANG EAST AVENUE 2","14","Non-landed Properties","1","2100","400 to 500","Jul-2021"
"5250","ESTA RUBY","GUILLEMARD ROAD","14","Non-landed Properties","2","3000","900 to 1000","Jul-2021"
"5251","ATRIUM RESIDENCES","LORONG 28 GEYLANG","14","Non-landed Properties","3","3100","900 to 1000","Jul-2021"
"5252","GUILLEMARD EDGE","LORONG 30 GEYLANG","14","Non-landed Properties","2","2300","500 to 600","Jul-2021"
"5253","CASA AERATA","LORONG 26 GEYLANG","14","Non-landed Properties","2","2150","500 to 600","Jul-2021"
"5254","PARK PLACE RESIDENCES AT PLQ","PAYA LEBAR ROAD","14","Non-landed Properties","1","2700","400 to 500","Jul-2021"
"5255","MELOSA","LORONG 28 GEYLANG","14","Non-landed Properties","1","2000","400 to 500","Jul-2021"
"5256","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","3000","700 to 800","Jul-2021"
"5257","PAYA LEBAR RESIDENCES","PAYA LEBAR ROAD","14","Non-landed Properties","3","3400","1200 to 1300","Jul-2021"
"5258","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","1","2200","400 to 500","Jul-2021"
"5259","EDENZ LOFT","LORONG 24 GEYLANG","14","Non-landed Properties","1","1700","400 to 500","Jul-2021"
"5260","CENTRA SUITES","LORONG 25A GEYLANG","14","Non-landed Properties","1","1900","400 to 500","Jul-2021"
"5261","SMART SUITES","SIMS AVENUE","14","Non-landed Properties","1","1800","400 to 500","Jul-2021"
"5262","PRIME RESIDENCE","LORONG 22 GEYLANG","14","Non-landed Properties","1","2000","400 to 500","Jul-2021"
"5263","TRE RESIDENCES","GEYLANG EAST AVENUE 1","14","Non-landed Properties","2","2600","500 to 600","Jul-2021"
"5264","AVANT RESIDENCES","ALJUNIED ROAD","14","Non-landed Properties","NA","1800","400 to 500","Jul-2021"
"5265","GUILLEMARD VIEW","LORONG 26 GEYLANG","14","Non-landed Properties","NA","2600","1300 to 1400","Jul-2021"
"5266","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","NA","1900","500 to 600","Jul-2021"
"5267","METRO LOFT","LORONG 27 GEYLANG","14","Non-landed Properties","1","1900","400 to 500","Jul-2021"
"5268","# 1 LOFT","LORONG 24 GEYLANG","14","Non-landed Properties","1","2050","500 to 600","Jul-2021"
"5269","LOTUS AT PAYA LEBAR (EAST WING)","PAYA LEBAR ROAD","14","Non-landed Properties","2","2910","700 to 800","Jul-2021"
"5270","THE WATERINA","LORONG 40 GEYLANG","14","Non-landed Properties","2","3000","1100 to 1200","Jul-2021"
"5271","VACANZA @ EAST","LENGKONG TUJOH","14","Non-landed Properties","2","2450","800 to 900","Jul-2021"
"5272","28 IMPERIAL RESIDENCES","LORONG 26 GEYLANG","14","Non-landed Properties","1","1700","400 to 500","Jul-2021"
"5273","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","1","2200","500 to 600","Jul-2021"
"5274","SIMSVILLE","GEYLANG EAST AVENUE 2","14","Non-landed Properties","2","2850","900 to 1000","Jul-2021"
"5275","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","3","5000","1100 to 1200","Jul-2021"
"5276","SMART SUITES","SIMS AVENUE","14","Non-landed Properties","1","1800","400 to 500","Jul-2021"
"5277","NON-LANDED HOUSING DEVELOPMENT","CHANGI ROAD","14","Non-landed Properties","NA","2800","1000 to 1100","Jul-2021"
"5278","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","1","2100","500 to 600","Jul-2021"
"5279","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","3","3200","800 to 900","Jul-2021"
"5280","SIMS GREEN","LORONG 27A GEYLANG","14","Non-landed Properties","3","3200","1200 to 1300","Jul-2021"
"5281","THE WATERINA","LORONG 40 GEYLANG","14","Non-landed Properties","3","4200","1300 to 1400","Jul-2021"
"5282","SIMSVILLE","GEYLANG EAST AVENUE 2","14","Non-landed Properties","2","2800","900 to 1000","Jul-2021"
"5283","ATRIUM RESIDENCES","LORONG 28 GEYLANG","14","Non-landed Properties","3","4400","1100 to 1200","Jul-2021"
"5284","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","3","3500","1100 to 1200","Jul-2021"
"5285","EDENZ LOFT","LORONG 24 GEYLANG","14","Non-landed Properties","1","1700","400 to 500","Jul-2021"
"5286","SUNNY LODGE","LORONG SALLEH","14","Non-landed Properties","1","1750","300 to 400","Jul-2021"
"5287","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","2550","600 to 700","Jul-2021"
"5288","AVANT RESIDENCES","ALJUNIED ROAD","14","Non-landed Properties","1","2300","400 to 500","Jul-2021"
"5289","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","1","2200","400 to 500","Jul-2021"
"5290","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","1","2100","500 to 600","Jul-2021"
"5291","LE REGAL","GEYLANG ROAD","14","Non-landed Properties","1","1900","400 to 500","Jul-2021"
"5292","CENTRA RESIDENCE","LORONG 7 GEYLANG","14","Non-landed Properties","1","1950","300 to 400","Jul-2021"
"5293","THE TRUMPS","JALAN KEMBANGAN","14","Non-landed Properties","2","3300","1700 to 1800","Jul-2021"
"5294","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","1","2200","400 to 500","Jul-2021"
"5295","THE WATER EDGE","LORONG 38 GEYLANG","14","Non-landed Properties","1","1950","500 to 600","Jul-2021"
"5296","LOTUS AT PAYA LEBAR (EAST WING)","PAYA LEBAR ROAD","14","Non-landed Properties","1","2550","500 to 600","Jul-2021"
"5297","TORIEVIEW MANSIONS","LORONG 29 GEYLANG","14","Non-landed Properties","2","2500","1000 to 1100","Jul-2021"
"5298","THE SUNNY SPRING","LORONG 40 GEYLANG","14","Non-landed Properties","3","3200","1100 to 1200","Jul-2021"
"5299","CASA AERATA","LORONG 26 GEYLANG","14","Non-landed Properties","1","2000","400 to 500","Jul-2021"
"5300","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","3","4000","900 to 1000","Jul-2021"
"5301","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","3","4500","1200 to 1300","Jul-2021"
"5302","TROPIKA EAST","FOO KIM LIN ROAD","14","Non-landed Properties","2","2300","700 to 800","Jul-2021"
"5303","MORO MANSIONS","LORONG 37 GEYLANG","14","Non-landed Properties","NA","3300","900 to 1000","Jul-2021"
"5304","REGAL 35","LORONG 35 GEYLANG","14","Non-landed Properties","2","2500","900 to 1000","Jul-2021"
"5305","SIMS POINT","LORONG 19 GEYLANG","14","Non-landed Properties","3","3000","1200 to 1300","Jul-2021"
"5306","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","2900","700 to 800","Jul-2021"
"5307","PALMERA EAST","LORONG MELAYU","14","Non-landed Properties","1","1800","400 to 500","Jul-2021"
"5308","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","2700","600 to 700","Jul-2021"
"5309","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","1","2200","400 to 500","Jul-2021"
"5310","WING FONG MANSIONS/WING FONG COURT","LORONG 14 GEYLANG","14","Non-landed Properties","3","2800","1200 to 1300","Jul-2021"
"5311","GROSVENOR VIEW","LENGKONG EMPAT","14","Non-landed Properties","1","1800","600 to 700","Jul-2021"
"5312","SUITES @ EUNOS","JALAN YASIN","14","Non-landed Properties","1","1900","300 to 400","Jul-2021"
"5313","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","NA","1900","500 to 600","Jul-2021"
"5314","CENTRA HEIGHTS","SIMS AVENUE","14","Non-landed Properties","1","2000","400 to 500","Jul-2021"
"5315","AVANT RESIDENCES","ALJUNIED ROAD","14","Non-landed Properties","1","2100","400 to 500","Jul-2021"
"5316","NON-LANDED HOUSING DEVELOPMENT","JALAN SUKA","14","Non-landed Properties","NA","2800","1000 to 1100","Jul-2021"
"5317","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","2","2800","900 to 1000","Jul-2021"
"5318","EDENZ LOFT","LORONG 24 GEYLANG","14","Non-landed Properties","1","1700","400 to 500","Jul-2021"
"5319","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","1","2900","600 to 700","Jul-2021"
"5320","METRO LOFT","LORONG 27 GEYLANG","14","Non-landed Properties","1","2000","400 to 500","Jul-2021"
"5321","YI SING MANSION","LORONG 9 GEYLANG","14","Non-landed Properties","NA","2800","1200 to 1300","Jul-2021"
"5322","PALM LODGE","LORONG 37 GEYLANG","14","Non-landed Properties","NA","3300","1500 to 1600","Jul-2021"
"5323","ASTORIA PARK","LORONG MYDIN","14","Non-landed Properties","3","3200","1100 to 1200","Jul-2021"
"5324","WATERBANK AT DAKOTA","DAKOTA CRESCENT","14","Non-landed Properties","2","3500","800 to 900","Jul-2021"
"5325","IDYLLIC SUITES","LORONG 30 GEYLANG","14","Non-landed Properties","1","1700","400 to 500","Jul-2021"
"5326","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","2","2600","600 to 700","Jul-2021"
"5327","VACANZA @ EAST","LENGKONG TUJOH","14","Non-landed Properties","2","2200","800 to 900","Jul-2021"
"5328","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","3","3300","1100 to 1200","Jul-2021"
"5329","STUDIO8","JALAN AYER","14","Non-landed Properties","2","2600","800 to 900","Jul-2021"
"5330","CENTRA LOFT","LORONG 35 GEYLANG","14","Non-landed Properties","1","1850","400 to 500","Jul-2021"
"5331","# 1 LOFT","LORONG 24 GEYLANG","14","Non-landed Properties","1","2000","500 to 600","Jul-2021"
"5332","CENTRA HEIGHTS","SIMS AVENUE","14","Non-landed Properties","1","1950","400 to 500","Jul-2021"
"5333","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","4","8000",">3000","Jul-2021"
"5334","VACANZA @ EAST","LENGKONG TUJOH","14","Non-landed Properties","2","2300","700 to 800","Jul-2021"
"5335","DENG FU VILLE","KAMPONG EUNOS","14","Non-landed Properties","3","3000","1100 to 1200","Jul-2021"
"5336","PAYA LEBAR RESIDENCES","PAYA LEBAR ROAD","14","Non-landed Properties","3","3400","1200 to 1300","Jul-2021"
"5337","SIMS MEADOWS","LORONG 33 GEYLANG","14","Non-landed Properties","3","2650","1000 to 1100","Jul-2021"
"5338","EUHABITAT","JALAN EUNOS","14","Non-landed Properties","2","2800","1000 to 1100","Jul-2021"
"5339","PARK PLACE RESIDENCES AT PLQ","PAYA LEBAR ROAD","14","Non-landed Properties","1","2900","400 to 500","Jul-2021"
"5340","SUITES 28","LORONG 30 GEYLANG","14","Non-landed Properties","1","1600","400 to 500","Jul-2021"
"5341","ESTA RUBY","GUILLEMARD ROAD","14","Non-landed Properties","2","2800","900 to 1000","Jul-2021"
"5342","DAKOTA RESIDENCES","DAKOTA CRESCENT","14","Non-landed Properties","2","3800","1000 to 1100","Jul-2021"
"5343","GEYLANG HERITAGE","LORONG 34 GEYLANG","14","Non-landed Properties","3","2700","1200 to 1300","Jul-2021"
"5344","ASTON MANSIONS","LORONG 42 GEYLANG","14","Non-landed Properties","2","2600","1000 to 1100","Jul-2021"
"5345","SUITES @ EUNOS","JALAN YASIN","14","Non-landed Properties","1","1900","300 to 400","Jul-2021"
"5346","THE PRIMERO","LORONG 19 GEYLANG","14","Non-landed Properties","NA","3000","1400 to 1500","Jul-2021"
"5347","IDYLLIC SUITES","LORONG 30 GEYLANG","14","Non-landed Properties","1","1600","400 to 500","Jul-2021"
"5348","CASA AERATA","LORONG 26 GEYLANG","14","Non-landed Properties","2","2500","600 to 700","Jul-2021"
"5349","GUILLEMARD SUITES","GUILLEMARD ROAD","14","Non-landed Properties","1","2150","300 to 400","Jul-2021"
"5350","THE SUNNY SPRING","LORONG 40 GEYLANG","14","Non-landed Properties","3","2800","1100 to 1200","Jul-2021"
"5351","SIMS URBAN OASIS","SIMS DRIVE","14","Non-landed Properties","1","2200","400 to 500","Jul-2021"
"5352","CENTRAL IMPERIAL","LORONG 14 GEYLANG","14","Non-landed Properties","3","2900","700 to 800","Jul-2021"
"5353","ESTA RUBY","GUILLEMARD ROAD","14","Non-landed Properties","3","3650","1100 to 1200","Jul-2021"
"5354","THE SUNNY SPRING","LORONG 40 GEYLANG","14","Non-landed Properties","3","3000","1200 to 1300","Jul-2021"
"5355","MILLAGE","CHANGI ROAD","14","Non-landed Properties","1","1800","400 to 500","Jul-2021"
"5356","THE PRIMERO","LORONG 19 GEYLANG","14","Non-landed Properties","NA","3000","1200 to 1300","Jul-2021"
