"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"46","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","4","4700","1500 to 1600","Jun-2022"
"47","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","NA","2000","300 to 400","Jun-2022"
"48","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","7900","1200 to 1300","Jun-2022"
"49","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4500","600 to 700","Jun-2022"
"50","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4000","600 to 700","Jun-2022"
"51","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3200","400 to 500","Jun-2022"
"52","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3200","400 to 500","Jun-2022"
"53","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","1","2200","400 to 500","Jun-2022"
"54","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3100","400 to 500","Jun-2022"
"55","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","1","2700","400 to 500","Jun-2022"
"56","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","2","3300","700 to 800","Jun-2022"
"57","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","3800","800 to 900","Jun-2022"
"58","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3350","400 to 500","Jun-2022"
"59","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","2850","400 to 500","Jun-2022"
"60","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3150","400 to 500","Jun-2022"
"61","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3200","400 to 500","Jun-2022"
"62","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","2950","400 to 500","Jun-2022"
"63","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","4000","1000 to 1100","Jun-2022"
"64","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","4000","1100 to 1200","Jun-2022"
"65","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","1","2350","400 to 500","Jun-2022"
"66","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","2","3200","700 to 800","Jun-2022"
"67","NIN RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","4100","1000 to 1100","Jun-2022"
"68","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","1","3000","400 to 500","Jun-2022"
"69","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4100","600 to 700","Jun-2022"
"70","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4100","800 to 900","Jun-2022"
"71","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","4500","1000 to 1100","Jun-2022"
"72","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3200","500 to 600","Jun-2022"
"73","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","3","3800","1200 to 1300","Jun-2022"
"74","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4200","600 to 700","Jun-2022"
"75","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","2","3000","700 to 800","Jun-2022"
"76","NIN RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","1","2200","500 to 600","Jun-2022"
"77","RIDGE COURT","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","3","5000","1300 to 1400","Jun-2022"
"78","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","4300","900 to 1000","Jun-2022"
"79","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","3","3400","900 to 1000","Jun-2022"
"80","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","3","4400","900 to 1000","Jun-2022"
"81","WOODSVILLE MANSIONS","WOODSVILLE CLOSE","13","Non-landed Properties","3","2800","1300 to 1400","Jun-2022"
"82","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3000","400 to 500","Jun-2022"
"83","NIN RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3400","900 to 1000","Jun-2022"
"84","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4300","600 to 700","Jun-2022"
"85","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","5500","900 to 1000","Jun-2022"
"86","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","3","3700","1500 to 1600","Jun-2022"
"87","PARC MONDRIAN","WOODLEIGH CLOSE","13","Non-landed Properties","2","4000","900 to 1000","Jun-2022"
"88","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3000","400 to 500","Jun-2022"
"89","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","3","3200","1100 to 1200","Jun-2022"
"90","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4000","600 to 700","Jun-2022"
"91","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","2","3500","700 to 800","Jun-2022"
"92","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4050","600 to 700","Jun-2022"
"93","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3100","400 to 500","Jun-2022"
"94","THE VENUE RESIDENCES","TAI THONG CRESCENT","13","Non-landed Properties","1","2600","700 to 800","Jun-2022"
"95","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4200","600 to 700","Jun-2022"
"96","NIN RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3500","800 to 900","Jun-2022"
"97","CLYDESWOOD","DAISY ROAD","13","Non-landed Properties","3","2400","1300 to 1400","Jun-2022"
"98","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3000","400 to 500","Jun-2022"
"99","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3350","400 to 500","Jun-2022"
"100","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3100","400 to 500","Jun-2022"
"101","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","3","4750","1500 to 1600","Jun-2022"
"102","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","2","2300","700 to 800","Jun-2022"
"103","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3800","600 to 700","Jun-2022"
"104","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4000","400 to 500","Jun-2022"
"105","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","1","2350","400 to 500","Jun-2022"
"106","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3150","400 to 500","Jun-2022"
"107","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3000","400 to 500","Jun-2022"
"108","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3850","600 to 700","Jun-2022"
"109","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","6000","1000 to 1100","Jun-2022"
"110","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","5900","1000 to 1100","Jun-2022"
"111","NIN RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","2800","900 to 1000","Jun-2022"
"112","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","2","2900","700 to 800","Jun-2022"
"113","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","2","3000","700 to 800","Jun-2022"
"114","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3800","700 to 800","Jun-2022"
"115","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","2800","600 to 700","Jun-2022"
"116","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3000","400 to 500","Jun-2022"
"117","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2800","400 to 500","Jun-2022"
"118","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","2","2600","700 to 800","Jun-2022"
"119","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4300","600 to 700","Jun-2022"
"120","PLATINUM EDGE","LEICESTER ROAD","13","Non-landed Properties","2","3500","700 to 800","Jun-2022"
"121","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","4600","1200 to 1300","Jun-2022"
"122","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4000","600 to 700","Jun-2022"
"123","NIN RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","1","2700","400 to 500","Jun-2022"
"124","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"125","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3750","500 to 600","Jun-2022"
"126","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3200","400 to 500","Jun-2022"
"127","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3000","400 to 500","Jun-2022"
"128","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2450","400 to 500","Jun-2022"
"129","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3600","600 to 700","Jun-2022"
"130","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","3","3700","800 to 900","Jun-2022"
"131","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3100","400 to 500","Jun-2022"
"132","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","3000","500 to 600","Jun-2022"
"133","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","5400","1000 to 1100","Jun-2022"
"134","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3200","400 to 500","Jun-2022"
"135","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","1","2700","400 to 500","Jun-2022"
"136","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","2","2400","1000 to 1100","Jun-2022"
"137","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","2","2500","700 to 800","Jun-2022"
"138","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3000","400 to 500","Jun-2022"
"139","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2400","400 to 500","Jun-2022"
"140","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"141","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3700","600 to 700","Jun-2022"
"142","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4000","600 to 700","Jun-2022"
"143","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3000","400 to 500","Jun-2022"
"144","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","1","3100","500 to 600","Jun-2022"
"145","THE VENUE RESIDENCES","TAI THONG CRESCENT","13","Non-landed Properties","1","3200","400 to 500","Jun-2022"
"146","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3000","400 to 500","Jun-2022"
"147","PLATINUM EDGE","LEICESTER ROAD","13","Non-landed Properties","2","3300","800 to 900","Jun-2022"
"148","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"149","SANT RITZ","PHENG GECK AVENUE","13","Non-landed Properties","3","3300","800 to 900","Jun-2022"
"150","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","3","4000","1100 to 1200","Jun-2022"
"151","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3250","800 to 900","Jun-2022"
"152","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2700","400 to 500","Jun-2022"
"153","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2600","400 to 500","Jun-2022"
"154","ONE LEICESTER","LEICESTER ROAD","13","Non-landed Properties","2","3500","900 to 1000","Jun-2022"
"155","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3700","600 to 700","Jun-2022"
"156","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2300","400 to 500","Jun-2022"
"157","SENNETT ESTATE","TAI THONG CRESCENT","13","Non-landed Properties","NA","2800","800 to 900","Jun-2022"
"158","AVON PARK","YOUNGBERG TERRACE","13","Non-landed Properties","3","4000","1700 to 1800","Jun-2022"
"159","ONE LEICESTER","LEICESTER ROAD","13","Non-landed Properties","2","3800","1000 to 1100","Jun-2022"
"160","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3800","600 to 700","Jun-2022"
"161","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3800","600 to 700","Jun-2022"
"162","ONE LEICESTER","LEICESTER ROAD","13","Non-landed Properties","3","4350","1100 to 1200","Jun-2022"
"163","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3500","600 to 700","Jun-2022"
"164","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2800","400 to 500","Jun-2022"
"165","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3100","400 to 500","Jun-2022"
"166","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3750","800 to 900","Jun-2022"
"167","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","3","3200","900 to 1000","Jun-2022"
"168","ONE LEICESTER","LEICESTER ROAD","13","Non-landed Properties","2","3200","1000 to 1100","Jun-2022"
"169","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","3","3150","1100 to 1200","Jun-2022"
"170","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4600","600 to 700","Jun-2022"
"171","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4000","600 to 700","Jun-2022"
"172","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","1","2700","500 to 600","Jun-2022"
"173","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","2","3500","800 to 900","Jun-2022"
"174","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3100","400 to 500","Jun-2022"
"175","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","2","3100","800 to 900","Jun-2022"
"176","THE SCENIC @ BRADDELL","BRADDELL ROAD","13","Non-landed Properties","NA","1700","300 to 400","Jun-2022"
"177","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","5500","1000 to 1100","Jun-2022"
"178","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","4000","800 to 900","Jun-2022"
"179","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","3680","800 to 900","Jun-2022"
"180","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","2800","400 to 500","Jun-2022"
"181","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","3300","800 to 900","Jun-2022"
"182","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3800","600 to 700","Jun-2022"
"183","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3900","600 to 700","Jun-2022"
"184","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4500","600 to 700","Jun-2022"
"185","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3100","400 to 500","Jun-2022"
"186","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3000","400 to 500","Jun-2022"
"187","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3300","400 to 500","Jun-2022"
"188","SENNETT ESTATE","SIANG KUANG AVENUE","13","Non-landed Properties","NA","2000","800 to 900","Jun-2022"
"189","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3000","400 to 500","Jun-2022"
"190","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","5500","900 to 1000","Jun-2022"
"191","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2300","400 to 500","Jun-2022"
"192","INTERO","LEICESTER ROAD","13","Non-landed Properties","3","3600","1000 to 1100","Jun-2022"
"193","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4000","600 to 700","Jun-2022"
"194","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","3600","1100 to 1200","Jun-2022"
"195","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","5380","900 to 1000","Jun-2022"
"196","JJH SERVICE APARTMENT","WOLSKEL ROAD","13","Non-landed Properties","3","2100","900 to 1000","Jun-2022"
"197","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","2","4600","1700 to 1800","Jun-2022"
"198","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3800","400 to 500","Jun-2022"
"199","NON-LANDED HOUSING DEVELOPMENT","MACPHERSON ROAD","13","Non-landed Properties","NA","3000","1000 to 1100","Jun-2022"
"200","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3300","400 to 500","May-2022"
"201","SANT RITZ","PHENG GECK AVENUE","13","Non-landed Properties","2","3400","600 to 700","May-2022"
"202","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","7000","1400 to 1500","May-2022"
"203","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2500","500 to 600","May-2022"
"204","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3000","400 to 500","May-2022"
"205","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","1","2600","400 to 500","May-2022"
"206","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3700","400 to 500","May-2022"
"207","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","3","4850","900 to 1000","May-2022"
"208","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","3","5000","1200 to 1300","May-2022"
"209","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","3","4000","700 to 800","May-2022"
"210","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","4","4800","1400 to 1500","May-2022"
"211","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4000","600 to 700","May-2022"
"212","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3500","500 to 600","May-2022"
"213","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3000","400 to 500","May-2022"
"214","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","2600","1100 to 1200","May-2022"
"215","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3000","400 to 500","May-2022"
"216","INTERO","LEICESTER ROAD","13","Non-landed Properties","3","4100","1000 to 1100","May-2022"
"217","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","5600","900 to 1000","May-2022"
"218","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3500","800 to 900","May-2022"
"219","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4000","600 to 700","May-2022"
"220","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","2","2400","700 to 800","May-2022"
"221","LEICESTER SUITES","LEICESTER ROAD","13","Non-landed Properties","1","2500","400 to 500","May-2022"
"222","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","1","2600","400 to 500","May-2022"
"223","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4100","600 to 700","May-2022"
"224","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","2","2200","700 to 800","May-2022"
"225","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","1","2900","400 to 500","May-2022"
"226","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","1","2300","400 to 500","May-2022"
"227","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","4500","600 to 700","May-2022"
"228","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","3400","400 to 500","May-2022"
"229","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","1","2850","500 to 600","May-2022"
"230","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","5300","900 to 1000","May-2022"
"231","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","3800","800 to 900","May-2022"
"232","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","2","3000","800 to 900","May-2022"
"233","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","2","3300","500 to 600","May-2022"
"234","PARK COLONIAL","WOODLEIGH LANE","13","Non-landed Properties","NA","7600","1400 to 1500","May-2022"
"235","PARC MONDRIAN","WOODLEIGH CLOSE","13","Non-landed Properties","2","2700","900 to 1000","May-2022"
"236","PARC ASTON","LEICESTER ROAD","13","Non-landed Properties","3","3400","1100 to 1200","May-2022"
"237","THE VENUE RESIDENCES","TAI THONG CRESCENT","13","Non-landed Properties","1","2500","500 to 600","May-2022"
"238","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2700","500 to 600","May-2022"
"239","SANT RITZ","PHENG GECK AVENUE","13","Non-landed Properties","3","5200","1300 to 1400","May-2022"
