"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"1362","NIN RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","2800","900 to 1000","Sep-2021"
"1363","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","3","3900","1100 to 1200","Sep-2021"
"1364","THE VENUE RESIDENCES","TAI THONG CRESCENT","13","Non-landed Properties","3","3400","1100 to 1200","Sep-2021"
"1365","AVON PARK","YOUNGBERG TERRACE","13","Non-landed Properties","4","4000","2100 to 2200","Sep-2021"
"1366","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","2","3700","1100 to 1200","Sep-2021"
"1367","SANT RITZ","PHENG GECK AVENUE","13","Non-landed Properties","1","2200","500 to 600","Sep-2021"
"1368","ONE LEICESTER","LEICESTER ROAD","13","Non-landed Properties","2","3300","1000 to 1100","Sep-2021"
"1369","NON-LANDED HOUSING DEVELOPMENT","MACPHERSON ROAD","13","Non-landed Properties","NA","2600","700 to 800","Sep-2021"
"1370","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2600","500 to 600","Sep-2021"
"1371","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","1","2250","500 to 600","Sep-2021"
"1372","NON-LANDED HOUSING DEVELOPMENT","MACPHERSON ROAD","13","Non-landed Properties","NA","3000","700 to 800","Sep-2021"
"1373","NON-LANDED HOUSING DEVELOPMENT","WOODLEIGH PARK","13","Non-landed Properties","NA","1900","900 to 1000","Sep-2021"
"1374","SENNETT ESTATE","MACPHERSON ROAD","13","Non-landed Properties","NA","2800","900 to 1000","Sep-2021"
"1375","SANT RITZ","PHENG GECK AVENUE","13","Non-landed Properties","2","2500","600 to 700","Sep-2021"
"1376","NON-LANDED HOUSING DEVELOPMENT","MACPHERSON ROAD","13","Non-landed Properties","NA","3000","700 to 800","Sep-2021"
"1377","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","2","2500","700 to 800","Sep-2021"
"1378","AVON PARK","YOUNGBERG TERRACE","13","Non-landed Properties","3","3200","1200 to 1300","Sep-2021"
"1379","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","3000","800 to 900","Sep-2021"
"1380","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2400","400 to 500","Sep-2021"
"1381","SUITES@BRADDELL","BRADDELL ROAD","13","Non-landed Properties","1","2400","500 to 600","Sep-2021"
"1382","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2200","400 to 500","Sep-2021"
"1383","E MAISON","BRADDELL ROAD","13","Non-landed Properties","1","2300","600 to 700","Sep-2021"
"1384","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2550","400 to 500","Sep-2021"
"1385","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3100","800 to 900","Sep-2021"
"1386","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","2700","700 to 800","Sep-2021"
"1387","AVON PARK","YOUNGBERG TERRACE","13","Non-landed Properties","3","3600","1600 to 1700","Sep-2021"
"1388","E MAISON","BRADDELL ROAD","13","Non-landed Properties","2","2650","900 to 1000","Sep-2021"
"1389","SENNETT ESTATE","MACPHERSON ROAD","13","Non-landed Properties","NA","2900","900 to 1000","Sep-2021"
"1390","AVON PARK","YOUNGBERG TERRACE","13","Non-landed Properties","4","4200","2100 to 2200","Sep-2021"
"1391","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","1","2300","500 to 600","Sep-2021"
"1392","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","1","1900","500 to 600","Sep-2021"
"1393","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","4","3800","1300 to 1400","Sep-2021"
"1394","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","2900","1000 to 1100","Sep-2021"
"1395","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","3","4300","2000 to 2100","Sep-2021"
"1396","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","3","3200","700 to 800","Sep-2021"
"1397","SANT RITZ","PHENG GECK AVENUE","13","Non-landed Properties","3","3200","1000 to 1100","Sep-2021"
"1398","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","3","3700","800 to 900","Sep-2021"
"1399","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","1","2300","500 to 600","Sep-2021"
"1400","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","2","2500","700 to 800","Sep-2021"
"1401","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","3000","1100 to 1200","Aug-2021"
"1402","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","3150","800 to 900","Aug-2021"
"1403","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2500","500 to 600","Aug-2021"
"1404","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","2","3100","700 to 800","Aug-2021"
"1405","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","1","2350","400 to 500","Aug-2021"
"1406","AVON PARK","YOUNGBERG TERRACE","13","Non-landed Properties","3","4000","1700 to 1800","Aug-2021"
"1407","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","3450","900 to 1000","Aug-2021"
"1408","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","1","2750","800 to 900","Aug-2021"
"1409","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","3000","900 to 1000","Aug-2021"
"1410","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","1","2400","500 to 600","Aug-2021"
"1411","THE VENUE RESIDENCES","TAI THONG CRESCENT","13","Non-landed Properties","4","5000","2000 to 2100","Aug-2021"
"1412","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2300","400 to 500","Aug-2021"
"1413","THE VENUE RESIDENCES","TAI THONG CRESCENT","13","Non-landed Properties","3","3500","1100 to 1200","Aug-2021"
"1414","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","2850","800 to 900","Aug-2021"
"1415","NIN RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","2850","900 to 1000","Aug-2021"
"1416","LEICESTER SUITES","LEICESTER ROAD","13","Non-landed Properties","1","2000","400 to 500","Aug-2021"
"1417","PARC MONDRIAN","WOODLEIGH CLOSE","13","Non-landed Properties","2","3200","900 to 1000","Aug-2021"
"1418","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","3","3600","1100 to 1200","Aug-2021"
"1419","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","3","3150","1000 to 1100","Aug-2021"
"1420","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","4","5100","2100 to 2200","Aug-2021"
"1421","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","2","2700","700 to 800","Aug-2021"
"1422","R MAISON","SOMMERVILLE WALK","13","Non-landed Properties","1","2200","500 to 600","Aug-2021"
"1423","SENNETT ESTATE","JALAN WANGI","13","Non-landed Properties","NA","3000","1000 to 1100","Aug-2021"
"1424","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","4","4400","1500 to 1600","Aug-2021"
"1425","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","1","2700","400 to 500","Aug-2021"
"1426","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","4","4000","1400 to 1500","Aug-2021"
"1427","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","1","2200","400 to 500","Aug-2021"
"1428","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2000","400 to 500","Aug-2021"
"1429","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","3700","1100 to 1200","Aug-2021"
"1430","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","2","2500","700 to 800","Aug-2021"
"1431","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2100","400 to 500","Aug-2021"
"1432","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","2","2850","800 to 900","Aug-2021"
"1433","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","3400","900 to 1000","Aug-2021"
"1434","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","4","5000","1400 to 1500","Aug-2021"
"1435","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2450","400 to 500","Aug-2021"
"1436","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","3","4400","1500 to 1600","Aug-2021"
"1437","NIN RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","1","2100","400 to 500","Aug-2021"
"1438","SANT RITZ","PHENG GECK AVENUE","13","Non-landed Properties","3","3400","900 to 1000","Aug-2021"
"1439","PARC MONDRIAN","WOODLEIGH CLOSE","13","Non-landed Properties","4","6900","2300 to 2400","Aug-2021"
"1440","THE VENUE RESIDENCES","TAI THONG CRESCENT","13","Non-landed Properties","2","3000","800 to 900","Aug-2021"
"1441","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","3","3500","1100 to 1200","Aug-2021"
"1442","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","1","2400","500 to 600","Aug-2021"
"1443","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","3100","800 to 900","Aug-2021"
"1444","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3100","800 to 900","Aug-2021"
"1445","SANT RITZ","PHENG GECK AVENUE","13","Non-landed Properties","2","3100","1200 to 1300","Aug-2021"
"1446","NON-LANDED HOUSING DEVELOPMENT","MACPHERSON ROAD","13","Non-landed Properties","NA","3000","700 to 800","Aug-2021"
"1447","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3000","900 to 1000","Aug-2021"
"1448","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","NA","2000","1100 to 1200","Aug-2021"
"1449","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","NA","1900","300 to 400","Aug-2021"
"1450","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2400","400 to 500","Aug-2021"
"1451","WOODSVILLE 28","WOODSVILLE CLOSE","13","Non-landed Properties","3","3900","1100 to 1200","Aug-2021"
"1452","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","3800","1000 to 1100","Aug-2021"
"1453","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","4300","1000 to 1100","Aug-2021"
"1454","INTERO","LEICESTER ROAD","13","Non-landed Properties","3","3500","1000 to 1100","Aug-2021"
"1455","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","2","3000","700 to 800","Aug-2021"
"1456","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","4","6500",">3000","Aug-2021"
"1457","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","2","2150","700 to 800","Aug-2021"
"1458","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","2","2100","700 to 800","Aug-2021"
"1459","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","4","1800","1400 to 1500","Aug-2021"
"1460","WOODSVILLE 28","WOODSVILLE CLOSE","13","Non-landed Properties","2","2550","800 to 900","Aug-2021"
"1461","THE VENUE RESIDENCES","TAI THONG CRESCENT","13","Non-landed Properties","2","2850","800 to 900","Aug-2021"
"1462","PARC MONDRIAN","WOODLEIGH CLOSE","13","Non-landed Properties","2","2800","1000 to 1100","Aug-2021"
"1463","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","4000","1200 to 1300","Aug-2021"
"1464","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","1","1900","400 to 500","Aug-2021"
"1465","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","2800","1100 to 1200","Aug-2021"
"1466","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","3","3750","1400 to 1500","Aug-2021"
"1467","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","1","2100","400 to 500","Aug-2021"
"1468","SANT RITZ","PHENG GECK AVENUE","13","Non-landed Properties","2","3000","800 to 900","Aug-2021"
"1469","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","3600","1200 to 1300","Aug-2021"
"1470","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3200","800 to 900","Aug-2021"
"1471","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","1","2100","400 to 500","Aug-2021"
"1472","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","2900","800 to 900","Aug-2021"
"1473","THE ACACIAS","SOMMERVILLE ROAD","13","Non-landed Properties","3","3800","1300 to 1400","Aug-2021"
"1474","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","1","2200","500 to 600","Aug-2021"
"1475","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","NA","1900","400 to 500","Aug-2021"
"1476","THE VENUE RESIDENCES","TAI THONG CRESCENT","13","Non-landed Properties","2","2950","800 to 900","Aug-2021"
"1477","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","2","2000","700 to 800","Aug-2021"
"1478","PLATINUM EDGE","LEICESTER ROAD","13","Non-landed Properties","2","2350","700 to 800","Aug-2021"
"1479","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","3","3100","900 to 1000","Aug-2021"
"1480","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","3","3500","900 to 1000","Aug-2021"
"1481","NIN RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","2700","900 to 1000","Aug-2021"
"1482","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2300","500 to 600","Aug-2021"
"1483","DAISY SUITES","DAISY ROAD","13","Non-landed Properties","2","2050","600 to 700","Aug-2021"
"1484","LEICESTER SUITES","LEICESTER ROAD","13","Non-landed Properties","1","2300","400 to 500","Aug-2021"
"1485","DAISY SUITES","DAISY ROAD","13","Non-landed Properties","2","2800","500 to 600","Aug-2021"
"1486","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3200","800 to 900","Aug-2021"
"1487","E MAISON","BRADDELL ROAD","13","Non-landed Properties","2","2850","900 to 1000","Aug-2021"
"1488","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","3","3250","1100 to 1200","Aug-2021"
"1489","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","2","2850","900 to 1000","Aug-2021"
"1490","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","2","2950","800 to 900","Aug-2021"
"1491","PARC MONDRIAN","WOODLEIGH CLOSE","13","Non-landed Properties","3","3900","1200 to 1300","Aug-2021"
"1492","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","3200","900 to 1000","Aug-2021"
"1493","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","1","2150","400 to 500","Aug-2021"
"1494","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","3","5000","1600 to 1700","Aug-2021"
"1495","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","3500","1200 to 1300","Aug-2021"
"1496","AVON PARK","YOUNGBERG TERRACE","13","Non-landed Properties","3","3700","1700 to 1800","Aug-2021"
"1497","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","2500","800 to 900","Aug-2021"
"1498","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","1","1900","400 to 500","Aug-2021"
"1499","E MAISON","BRADDELL ROAD","13","Non-landed Properties","2","2600","900 to 1000","Aug-2021"
"1500","WOODSVILLE 28","WOODSVILLE CLOSE","13","Non-landed Properties","2","2700","800 to 900","Aug-2021"
"1501","ONE LEICESTER","LEICESTER ROAD","13","Non-landed Properties","2","3200","900 to 1000","Aug-2021"
"1502","THE VENUE RESIDENCES","TAI THONG CRESCENT","13","Non-landed Properties","2","3200","800 to 900","Aug-2021"
"1503","E MAISON","BRADDELL ROAD","13","Non-landed Properties","1","2200","600 to 700","Aug-2021"
"1504","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","3300","800 to 900","Aug-2021"
"1505","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2500","500 to 600","Aug-2021"
"1506","ONE LEICESTER","LEICESTER ROAD","13","Non-landed Properties","3","2800","1100 to 1200","Aug-2021"
"1507","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2500","500 to 600","Aug-2021"
"1508","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","1","2200","400 to 500","Aug-2021"
"1509","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","3","3300","800 to 900","Aug-2021"
"1510","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2400","400 to 500","Aug-2021"
"1511","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","1","2000","400 to 500","Aug-2021"
"1512","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","3","3500","1100 to 1200","Aug-2021"
"1513","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","3","4500","1100 to 1200","Aug-2021"
"1514","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","1","2000","400 to 500","Aug-2021"
"1515","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","2800","800 to 900","Aug-2021"
"1516","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","1","2000","400 to 500","Aug-2021"
"1517","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","2800","800 to 900","Aug-2021"
"1518","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3300","800 to 900","Aug-2021"
"1519","LEICESTER SUITES","LEICESTER ROAD","13","Non-landed Properties","1","1800","400 to 500","Aug-2021"
"1520","ONE LEICESTER","LEICESTER ROAD","13","Non-landed Properties","2","3200","900 to 1000","Aug-2021"
"1521","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","1","1900","400 to 500","Aug-2021"
"1522","SANT RITZ","PHENG GECK AVENUE","13","Non-landed Properties","2","2900","600 to 700","Aug-2021"
"1523","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","2","2800","700 to 800","Aug-2021"
"1524","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","1","2100","400 to 500","Aug-2021"
"1525","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","3200","800 to 900","Aug-2021"
"1526","THE VENUE RESIDENCES","TAI THONG CRESCENT","13","Non-landed Properties","1","2200","400 to 500","Aug-2021"
"1527","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","2800","800 to 900","Aug-2021"
"1528","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3200","800 to 900","Aug-2021"
"1529","NIN RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3000","800 to 900","Aug-2021"
"1530","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2200","400 to 500","Aug-2021"
"1531","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2100","400 to 500","Aug-2021"
"1532","SENNETT ESTATE","MACPHERSON ROAD","13","Non-landed Properties","NA","2500","1500 to 1600","Aug-2021"
"1533","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","1","2150","400 to 500","Aug-2021"
"1534","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","2","2900","800 to 900","Aug-2021"
"1535","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","2","2600","700 to 800","Aug-2021"
"1536","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","2800","1000 to 1100","Aug-2021"
"1537","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3000","800 to 900","Aug-2021"
"1538","LEICESTER LODGE","LEICESTER ROAD","13","Non-landed Properties","3","2850","1300 to 1400","Aug-2021"
"1539","SENNETT ESTATE","JALAN WANGI","13","Non-landed Properties","NA","2500","1000 to 1100","Aug-2021"
"1540","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","2","2800","700 to 800","Aug-2021"
"1541","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2250","400 to 500","Aug-2021"
"1542","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","3600","1100 to 1200","Aug-2021"
"1543","SANT RITZ","PHENG GECK AVENUE","13","Non-landed Properties","2","2950","600 to 700","Aug-2021"
"1544","E MAISON","BRADDELL ROAD","13","Non-landed Properties","2","2600","1200 to 1300","Aug-2021"
"1545","PARC MONDRIAN","WOODLEIGH CLOSE","13","Non-landed Properties","3","3200","1100 to 1200","Aug-2021"
"1546","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","1","2350","500 to 600","Aug-2021"
"1547","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","1","2000","400 to 500","Aug-2021"
"1548","SANT RITZ","PHENG GECK AVENUE","13","Non-landed Properties","1","2100","500 to 600","Jul-2021"
"1549","THE ACACIAS","SOMMERVILLE ROAD","13","Non-landed Properties","2","2300","1000 to 1100","Jul-2021"
"1550","NIN RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","2800","800 to 900","Jul-2021"
"1551","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2600","500 to 600","Jul-2021"
"1552","EURO-ASIA PARK","WOODLEIGH CLOSE","13","Non-landed Properties","2","2500","800 to 900","Jul-2021"
"1553","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","4","5500","1300 to 1400","Jul-2021"
"1554","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2300","400 to 500","Jul-2021"
"1555","THE SCENIC @ BRADDELL","BRADDELL ROAD","13","Non-landed Properties","NA","1600","300 to 400","Jul-2021"
"1556","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","1","2200","400 to 500","Jul-2021"
"1557","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","3500","1000 to 1100","Jul-2021"
"1558","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","3","5300","1100 to 1200","Jul-2021"
"1559","PARC MONDRIAN","WOODLEIGH CLOSE","13","Non-landed Properties","3","3400","1100 to 1200","Jul-2021"
"1560","THE ACACIAS","SOMMERVILLE ROAD","13","Non-landed Properties","3","5200","1800 to 1900","Jul-2021"
"1561","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2100","400 to 500","Jul-2021"
"1562","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","2","2900","700 to 800","Jul-2021"
"1563","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","3300","800 to 900","Jul-2021"
"1564","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","1","2200","400 to 500","Jul-2021"
"1565","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2500","500 to 600","Jul-2021"
"1566","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","2","2950","1000 to 1100","Jul-2021"
"1567","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2500","400 to 500","Jul-2021"
"1568","SENNETT RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","3","3600","900 to 1000","Jul-2021"
"1569","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","3700","1000 to 1100","Jul-2021"
"1570","SANT RITZ","PHENG GECK AVENUE","13","Non-landed Properties","3","3800","1000 to 1100","Jul-2021"
"1571","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","3","3100","900 to 1000","Jul-2021"
"1572","R MAISON","SOMMERVILLE WALK","13","Non-landed Properties","1","2150","500 to 600","Jul-2021"
"1573","8@WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","4000","1100 to 1200","Jul-2021"
"1574","NIN RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","2","3000","900 to 1000","Jul-2021"
"1575","BLOSSOMS @ WOODLEIGH","WOODLEIGH CLOSE","13","Non-landed Properties","3","3500","1200 to 1300","Jul-2021"
"1576","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","3","3200","900 to 1000","Jul-2021"
"1577","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2300","400 to 500","Jul-2021"
"1578","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","1","2600","800 to 900","Jul-2021"
"1579","NIN RESIDENCE","PHENG GECK AVENUE","13","Non-landed Properties","1","1900","400 to 500","Jul-2021"
"1580","BARTLEY RIDGE","MOUNT VERNON ROAD","13","Non-landed Properties","1","2100","400 to 500","Jul-2021"
"1581","THE ADDITION","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","3","3600","700 to 800","Jul-2021"
"1582","SANT RITZ","PHENG GECK AVENUE","13","Non-landed Properties","3","3400","800 to 900","Jul-2021"
"1583","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2500","500 to 600","Jul-2021"
"1584","18 WOODSVILLE","WOODSVILLE CLOSE","13","Non-landed Properties","2","2500","800 to 900","Jul-2021"
"1585","SUITES@BRADDELL","BRADDELL ROAD","13","Non-landed Properties","1","1750","300 to 400","Jul-2021"
"1586","PARC MONDRIAN","WOODLEIGH CLOSE","13","Non-landed Properties","3","3900","1300 to 1400","Jul-2021"
"1587","SKY GREEN","MACPHERSON ROAD","13","Non-landed Properties","1","1950","400 to 500","Jul-2021"
"1588","THE POIZ RESIDENCES","MEYAPPA CHETTIAR ROAD","13","Non-landed Properties","1","2500","500 to 600","Jul-2021"
"1589","E MAISON","BRADDELL ROAD","13","Non-landed Properties","2","2800","900 to 1000","Jul-2021"
"1590","SENNETT ESTATE","SIANG KUANG AVENUE","13","Non-landed Properties","NA","2550","600 to 700","Jul-2021"
