"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"3939","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","2","2000","800 to 900","Feb-2021"
"3940","MEADOWS @ PEIRCE","UPPER THOMSON ROAD","26","Non-landed Properties","3","2900","1500 to 1600","Feb-2021"
"3941","RIVERTREES RESIDENCES","FERNVALE CLOSE","28","Non-landed Properties","2","2300","800 to 900","Feb-2021"
"3942","NINE RESIDENCES","YISHUN AVENUE 9","27","Non-landed Properties","2","2200","700 to 800","Feb-2021"
"3943","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","3","3100","1100 to 1200","Feb-2021"
"3944","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","3","2600","800 to 900","Feb-2021"
"3945","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","2","2000","1000 to 1100","Feb-2021"
"3946","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","2","2000","800 to 900","Feb-2021"
"3947","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","2","2300","900 to 1000","Feb-2021"
"3948","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","2","2250","800 to 900","Feb-2021"
"3949","THE NAUTICAL","JALAN SENDUDOK","27","Non-landed Properties","3","2800","1100 to 1200","Feb-2021"
"3950","THOMSON GROVE","YIO CHU KANG ROAD","26","Non-landed Properties","3","2600","1400 to 1500","Jan-2021"
"3951","SUN PLAZA","SEMBAWANG DRIVE","27","Non-landed Properties","3","3200","1300 to 1400","Jan-2021"
"3952","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","3","2600","1100 to 1200","Jan-2021"
"3953","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","3","3950","1100 to 1200","Jan-2021"
"3954","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","3","2850","1300 to 1400","Jan-2021"
"3955","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","NA","1600","600 to 700","Jan-2021"
"3956","SELETAR SPRINGS CONDOMINIUM","GERALD DRIVE","28","Non-landed Properties","3","2500","1300 to 1400","Jan-2021"
"3957","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","1","2250","600 to 700","Jan-2021"
"3958","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","2","2100","900 to 1000","Jan-2021"
"3959","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","2","2700","900 to 1000","Jan-2021"
"3960","THE NAUTICAL","JALAN SENDUDOK","27","Non-landed Properties","3","2800","1000 to 1100","Jan-2021"
"3961","BULLION PARK","LENTOR LOOP","26","Non-landed Properties","2","2100","800 to 900","Jan-2021"
"3962","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","2","2000","900 to 1000","Jan-2021"
"3963","RIVERBANK @ FERNVALE","FERNVALE CLOSE","28","Non-landed Properties","2","2350","800 to 900","Jan-2021"
"3964","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","2","1900","800 to 900","Jan-2021"
"3965","BULLION PARK","LENTOR LOOP","26","Non-landed Properties","3","2300","1200 to 1300","Jan-2021"
"3966","THE CALROSE","YIO CHU KANG ROAD","26","Non-landed Properties","3","3100","1300 to 1400","Jan-2021"
"3967","YISHUN EMERALD","CANBERRA DRIVE","27","Non-landed Properties","4","2650","1300 to 1400","Jan-2021"
"3968","BULLION PARK","LENTOR LOOP","26","Non-landed Properties","3","2500","1200 to 1300","Jan-2021"
"3969","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","2","1900","800 to 900","Jan-2021"
"3970","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","NA","1600","300 to 400","Jan-2021"
"3971","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","1","1900","600 to 700","Jan-2021"
"3972","SELETAR PARK RESIDENCE","SELETAR ROAD","28","Non-landed Properties","2","2200","800 to 900","Jan-2021"
"3973","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","3","2500","700 to 800","Jan-2021"
"3974","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","2","2000","700 to 800","Jan-2021"
"3975","CANBERRA RESIDENCES","CANBERRA DRIVE","27","Non-landed Properties","3","2500","1000 to 1100","Jan-2021"
"3976","SEASONS PARK","YIO CHU KANG ROAD","26","Non-landed Properties","2","2200","1000 to 1100","Jan-2021"
"3977","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","2","2250","900 to 1000","Jan-2021"
"3978","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","2","2400","600 to 700","Jan-2021"
"3979","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","2","1900","600 to 700","Jan-2021"
"3980","CASTLE GREEN","YIO CHU KANG ROAD","26","Non-landed Properties","3","2600","1300 to 1400","Jan-2021"
"3981","SEASONS PARK","YIO CHU KANG ROAD","26","Non-landed Properties","3","2600","1200 to 1300","Jan-2021"
"3982","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","2","2150","600 to 700","Jan-2021"
"3983","SELETARIS","SEMBAWANG ROAD","27","Non-landed Properties","3","2400","1100 to 1200","Jan-2021"
"3984","NINE RESIDENCES","YISHUN AVENUE 9","27","Non-landed Properties","1","1950","500 to 600","Jan-2021"
"3985","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","4","2900","1000 to 1100","Jan-2021"
"3986","MIMOSA PARK","MIMOSA ROAD","28","Non-landed Properties","4","2500","1700 to 1800","Jan-2021"
"3987","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","3","3000","1500 to 1600","Jan-2021"
"3988","CANBERRA RESIDENCES","CANBERRA DRIVE","27","Non-landed Properties","2","2100","800 to 900","Jan-2021"
"3989","CANBERRA RESIDENCES","CANBERRA DRIVE","27","Non-landed Properties","2","2300","800 to 900","Jan-2021"
"3990","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","2","2100","900 to 1000","Jan-2021"
"3991","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","3","2600","1100 to 1200","Jan-2021"
"3992","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2300","800 to 900","Jan-2021"
"3993","CASTLE GREEN","YIO CHU KANG ROAD","26","Non-landed Properties","2","2300","900 to 1000","Jan-2021"
"3994","RIVERBANK @ FERNVALE","FERNVALE CLOSE","28","Non-landed Properties","2","2200","600 to 700","Jan-2021"
"3995","CANBERRA RESIDENCES","CANBERRA DRIVE","27","Non-landed Properties","2","2300","800 to 900","Jan-2021"
"3996","THE WISTERIA","YISHUN RING ROAD","27","Non-landed Properties","4","3200","1100 to 1200","Jan-2021"
"3997","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","NA","1800","300 to 400","Jan-2021"
"3998","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","1","2200","500 to 600","Jan-2021"
"3999","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","3","3150","1100 to 1200","Jan-2021"
"4000","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","3","2500","900 to 1000","Jan-2021"
"4001","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","NA","2100","500 to 600","Jan-2021"
"4002","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","2","2300","800 to 900","Jan-2021"
"4003","CANBERRA RESIDENCES","CANBERRA DRIVE","27","Non-landed Properties","2","2300","1100 to 1200","Jan-2021"
"4004","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","3","2500","900 to 1000","Jan-2021"
"4005","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","2","1950","600 to 700","Jan-2021"
"4006","SEASONS PARK","YIO CHU KANG ROAD","26","Non-landed Properties","2","2400","1000 to 1100","Jan-2021"
"4007","CASTLE GREEN","YIO CHU KANG ROAD","26","Non-landed Properties","3","2500","1200 to 1300","Jan-2021"
"4008","SUNRISE GARDENS","SUNRISE AVENUE","28","Non-landed Properties","2","2000","800 to 900","Jan-2021"
"4009","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","3000","600 to 700","Jan-2021"
"4010","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","2","2000","600 to 700","Jan-2021"
"4011","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","2","2200","700 to 800","Jan-2021"
"4012","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","2700","700 to 800","Jan-2021"
"4013","NON-LANDED HOUSING DEVELOPMENT","UPPER THOMSON ROAD","26","Non-landed Properties","NA","2600","1300 to 1400","Jan-2021"
"4014","THE NAUTICAL","JALAN SENDUDOK","27","Non-landed Properties","2","2200","700 to 800","Jan-2021"
"4015","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","NA","1600","400 to 500","Jan-2021"
"4016","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","3","2600","1100 to 1200","Jan-2021"
"4017","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","NA","1750","600 to 700","Jan-2021"
"4018","MEADOWS @ PEIRCE","UPPER THOMSON ROAD","26","Non-landed Properties","1","1900","600 to 700","Jan-2021"
"4019","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","2800","600 to 700","Jan-2021"
"4020","SERENITY PARK","TAMARIND ROAD","28","Non-landed Properties","3","2600","1300 to 1400","Jan-2021"
"4021","NIM GARDENS","NIM ROAD","28","Non-landed Properties","3","2600","1800 to 1900","Jan-2021"
"4022","SELETAR PARK RESIDENCE","SELETAR ROAD","28","Non-landed Properties","2","2400","800 to 900","Jan-2021"
"4023","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","3","2800","1100 to 1200","Jan-2021"
"4024","THE CALROSE","YIO CHU KANG ROAD","26","Non-landed Properties","4","3100","1400 to 1500","Jan-2021"
"4025","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","2800","700 to 800","Jan-2021"
"4026","THE SENSORIA","JALAN ULU SEMBAWANG","27","Non-landed Properties","3","2400","1200 to 1300","Jan-2021"
"4027","NINE RESIDENCES","YISHUN AVENUE 9","27","Non-landed Properties","2","1900","600 to 700","Jan-2021"
"4028","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","4","3000","1200 to 1300","Jan-2021"
"4029","SEMBAWANG COTTAGE","SEMBAWANG ROAD","27","Non-landed Properties","NA","2200","1200 to 1300","Jan-2021"
"4030","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","2","2500","900 to 1000","Jan-2021"
"4031","BULLION PARK","LENTOR LOOP","26","Non-landed Properties","2","2200","800 to 900","Jan-2021"
"4032","NIM GARDENS","NIM ROAD","28","Non-landed Properties","3","2800","1800 to 1900","Jan-2021"
"4033","SEMBAWANG COTTAGE","SEMBAWANG ROAD","27","Non-landed Properties","NA","2550","1100 to 1200","Jan-2021"
"4034","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","4","2800","1300 to 1400","Jan-2021"
"4035","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2200","700 to 800","Jan-2021"
"4036","SELETAR SPRINGS CONDOMINIUM","GERALD DRIVE","28","Non-landed Properties","3","2250","1300 to 1400","Jan-2021"
"4037","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","3","2500","800 to 900","Jan-2021"
"4038","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2200","800 to 900","Jan-2021"
"4039","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","3","2350","900 to 1000","Jan-2021"
"4040","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","2","2100","800 to 900","Jan-2021"
"4041","RIVERTREES RESIDENCES","FERNVALE CLOSE","28","Non-landed Properties","4","3300","1200 to 1300","Jan-2021"
"4042","RIVERBANK @ FERNVALE","FERNVALE CLOSE","28","Non-landed Properties","2","2000","600 to 700","Jan-2021"
"4043","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2200","700 to 800","Jan-2021"
"4044","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","1","1800","600 to 700","Jan-2021"
"4045","EUPHONY GARDENS","JALAN MATA AYER","27","Non-landed Properties","2","2150","900 to 1000","Jan-2021"
"4046","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","3","2500","1000 to 1100","Jan-2021"
"4047","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","NA","2100","400 to 500","Jan-2021"
"4048","SEASONS PARK","YIO CHU KANG ROAD","26","Non-landed Properties","3","2600","1200 to 1300","Jan-2021"
"4049","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2300","700 to 800","Jan-2021"
"4050","THE NAUTICAL","JALAN SENDUDOK","27","Non-landed Properties","3","2500","1200 to 1300","Jan-2021"
"4051","MEADOWS @ PEIRCE","UPPER THOMSON ROAD","26","Non-landed Properties","3","2400","1100 to 1200","Jan-2021"
"4052","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2150","700 to 800","Jan-2021"
"4053","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","1300","600 to 700","Jan-2021"
"4054","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","3","3300","1400 to 1500","Jan-2021"
"4055","SERENITY PARK","TAMARIND ROAD","28","Non-landed Properties","3","2900","1300 to 1400","Jan-2021"
"4056","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","3","3600","1300 to 1400","Jan-2021"
"4057","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","3","2700","1100 to 1200","Jan-2021"
"4058","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","1","1800","500 to 600","Jan-2021"
"4059","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","1","2400","500 to 600","Jan-2021"
"4060","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","2100","600 to 700","Jan-2021"
"4061","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","1","1850","400 to 500","Jan-2021"
"4062","THE WISTERIA","YISHUN RING ROAD","27","Non-landed Properties","2","2100","700 to 800","Jan-2021"
"4063","EUPHONY GARDENS","JALAN MATA AYER","27","Non-landed Properties","3","3000","1800 to 1900","Jan-2021"
"4064","SELETAR SPRINGS CONDOMINIUM","GERALD DRIVE","28","Non-landed Properties","3","2600","1600 to 1700","Jan-2021"
"4065","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","2400","600 to 700","Jan-2021"
"4066","EUPHONY GARDENS","JALAN MATA AYER","27","Non-landed Properties","3","2300","1400 to 1500","Jan-2021"
"4067","FLORAVILLE","CACTUS ROAD","28","Non-landed Properties","1","1750","300 to 400","Jan-2021"
"4068","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","1","1850","600 to 700","Jan-2021"
"4069","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","2600","700 to 800","Jan-2021"
"4070","RIVERTREES RESIDENCES","FERNVALE CLOSE","28","Non-landed Properties","2","2000","600 to 700","Jan-2021"
"4071","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","2000","500 to 600","Jan-2021"
"4072","CANBERRA RESIDENCES","CANBERRA DRIVE","27","Non-landed Properties","3","3300","1100 to 1200","Jan-2021"
"4073","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","1","1800","500 to 600","Jan-2021"
"4074","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","2","2300","800 to 900","Jan-2021"
"4075","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","2","2500","900 to 1000","Jan-2021"
"4076","GRANDE VISTA","CACTUS DRIVE","28","Non-landed Properties","3","2300","1200 to 1300","Jan-2021"
"4077","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","3","3750","800 to 900","Jan-2021"
"4078","SEASONS PARK","YIO CHU KANG ROAD","26","Non-landed Properties","2","2000","1000 to 1100","Jan-2021"
"4079","CASTLE GREEN","YIO CHU KANG ROAD","26","Non-landed Properties","3","2600","1200 to 1300","Jan-2021"
"4080","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","NA","1750","600 to 700","Jan-2021"
"4081","RIVERTREES RESIDENCES","FERNVALE CLOSE","28","Non-landed Properties","2","2150","700 to 800","Jan-2021"
"4082","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","NA","1800","600 to 700","Jan-2021"
"4083","FLORAVILLE","CACTUS ROAD","28","Non-landed Properties","3","2650","700 to 800","Jan-2021"
"4084","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","4","5000","1200 to 1300","Jan-2021"
"4085","D'BANYAN","JALAN SENDUDOK","27","Non-landed Properties","2","1700","1000 to 1100","Jan-2021"
"4086","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","3","2800","800 to 900","Jan-2021"
"4087","EUPHONY GARDENS","JALAN MATA AYER","27","Non-landed Properties","2","2200","900 to 1000","Jan-2021"
"4088","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","3","2600","1200 to 1300","Jan-2021"
"4089","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","3","2300","700 to 800","Jan-2021"
"4090","SEASONS PARK","YIO CHU KANG ROAD","26","Non-landed Properties","2","2100","1000 to 1100","Jan-2021"
"4091","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","1","2250","500 to 600","Jan-2021"
"4092","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","2600","600 to 700","Jan-2021"
"4093","NORTHWOOD","JALAN MATA AYER","27","Non-landed Properties","2","2100","1100 to 1200","Jan-2021"
"4094","SUNRISE GARDENS","SUNRISE AVENUE","28","Non-landed Properties","3","2650","1200 to 1300","Jan-2021"
"4095","SELETAR PARK RESIDENCE","SELETAR ROAD","28","Non-landed Properties","1","1800","600 to 700","Jan-2021"
"4096","NINE RESIDENCES","YISHUN AVENUE 9","27","Non-landed Properties","3","2550","900 to 1000","Jan-2021"
"4097","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","3","2500","1000 to 1100","Jan-2021"
"4098","SELETAR PARK RESIDENCE","SELETAR ROAD","28","Non-landed Properties","1","2000","500 to 600","Jan-2021"
"4099","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","3","2500","900 to 1000","Jan-2021"
"4100","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","3","3000","1300 to 1400","Jan-2021"
"4101","SELETAR PARK RESIDENCE","SELETAR ROAD","28","Non-landed Properties","3","3000","1200 to 1300","Jan-2021"
"4102","SUNRISE GARDENS","SUNRISE AVENUE","28","Non-landed Properties","4","4000","2000 to 2100","Jan-2021"
"4103","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","3","2600","900 to 1000","Jan-2021"
"4104","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","3","2800","1100 to 1200","Jan-2021"
"4105","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","2","2200","800 to 900","Jan-2021"
"4106","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","3","2650","900 to 1000","Jan-2021"
"4107","THE NAUTICAL","JALAN SENDUDOK","27","Non-landed Properties","3","3000","1100 to 1200","Jan-2021"
"4108","NINE RESIDENCES","YISHUN AVENUE 9","27","Non-landed Properties","1","2100","500 to 600","Jan-2021"
"4109","YISHUN EMERALD","CANBERRA DRIVE","27","Non-landed Properties","2","2050","900 to 1000","Jan-2021"
"4110","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2100","700 to 800","Jan-2021"
"4111","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","NA","1800","600 to 700","Jan-2021"
"4112","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","2300","500 to 600","Jan-2021"
"4113","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","NA","1800","600 to 700","Jan-2021"
"4114","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","1","1600","400 to 500","Jan-2021"
"4115","CANBERRA RESIDENCES","CANBERRA DRIVE","27","Non-landed Properties","2","2300","900 to 1000","Jan-2021"
"4116","RIVERBANK @ FERNVALE","FERNVALE CLOSE","28","Non-landed Properties","1","1850","400 to 500","Jan-2021"
"4117","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","1","1800","500 to 600","Jan-2021"
"4118","SEASONS PARK","YIO CHU KANG ROAD","26","Non-landed Properties","3","2700","1200 to 1300","Jan-2021"
"4119","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","1","2350","500 to 600","Jan-2021"
"4120","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","2","2000","600 to 700","Jan-2021"
"4121","SEASONS PARK","YIO CHU KANG ROAD","26","Non-landed Properties","3","2450","1200 to 1300","Jan-2021"
"4122","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","3","2600","1200 to 1300","Jan-2021"
"4123","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","2350","600 to 700","Jan-2021"
"4124","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","2250","500 to 600","Jan-2021"
"4125","MEADOWS @ PEIRCE","UPPER THOMSON ROAD","26","Non-landed Properties","3","2600","1100 to 1200","Jan-2021"
"4126","SEMBAWANG SPRINGS ESTATE","SEMBAWANG ROAD","27","Non-landed Properties","NA","2100","700 to 800","Jan-2021"
"4127","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","2","2150","800 to 900","Jan-2021"
"4128","RIVERBANK @ FERNVALE","FERNVALE CLOSE","28","Non-landed Properties","1","1700","400 to 500","Jan-2021"
"4129","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","3","2200","1100 to 1200","Jan-2021"
"4130","SERENITY PARK","TAMARIND ROAD","28","Non-landed Properties","3","2900","1300 to 1400","Jan-2021"
"4131","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","2000","600 to 700","Jan-2021"
"4132","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","3","2250","1200 to 1300","Jan-2021"
"4133","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","3","3100","1100 to 1200","Jan-2021"
"4134","SERENITY PARK","TAMARIND ROAD","28","Non-landed Properties","3","2850","1300 to 1400","Jan-2021"
"4135","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2150","700 to 800","Jan-2021"
"4136","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2200","700 to 800","Jan-2021"
"4137","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","2","2100","800 to 900","Jan-2021"
"4138","THE NAUTICAL","JALAN SENDUDOK","27","Non-landed Properties","3","3000","1100 to 1200","Jan-2021"
"4139","GRANDE VISTA","CACTUS DRIVE","28","Non-landed Properties","3","2100","1200 to 1300","Jan-2021"
"4140","RIVERTREES RESIDENCES","FERNVALE CLOSE","28","Non-landed Properties","3","3000","1100 to 1200","Jan-2021"
"4141","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","2200","600 to 700","Jan-2021"
"4142","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","1","1800","600 to 700","Jan-2021"
"4143","SELETAR PARK RESIDENCE","SELETAR ROAD","28","Non-landed Properties","2","2300","800 to 900","Jan-2021"
"4144","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","2100","600 to 700","Jan-2021"
"4145","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","3","3000","900 to 1000","Jan-2021"
"4146","SEMBAWANG COTTAGE","SEMBAWANG ROAD","27","Non-landed Properties","NA","2550","1100 to 1200","Jan-2021"
"4147","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","2","2000","800 to 900","Jan-2021"
"4148","THE NAUTICAL","JALAN SENDUDOK","27","Non-landed Properties","2","2100","700 to 800","Jan-2021"
"4149","NON-LANDED HOUSING DEVELOPMENT","UPPER THOMSON ROAD","26","Non-landed Properties","NA","2300","900 to 1000","Jan-2021"
"4150","YISHUN EMERALD","CANBERRA DRIVE","27","Non-landed Properties","3","2500","1100 to 1200","Jan-2021"
"4151","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2300","800 to 900","Jan-2021"
"4152","SUN PLAZA","SEMBAWANG DRIVE","27","Non-landed Properties","2","2100","1000 to 1100","Jan-2021"
"4153","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","1","2500","500 to 600","Jan-2021"
"4154","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2200","800 to 900","Jan-2021"
"4155","THE WISTERIA","YISHUN RING ROAD","27","Non-landed Properties","3","2500","900 to 1000","Jan-2021"
"4156","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","1","1850","600 to 700","Jan-2021"
"4157","GRANDE VISTA","CACTUS DRIVE","28","Non-landed Properties","3","2500","1200 to 1300","Jan-2021"
"4158","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2260","800 to 900","Jan-2021"
"4159","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","4","3700","1500 to 1600","Jan-2021"
"4160","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","2150","600 to 700","Jan-2021"
"4161","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","2100","500 to 600","Jan-2021"
"4162","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","2","2200","800 to 900","Jan-2021"
"4163","CASTLE GREEN","YIO CHU KANG ROAD","26","Non-landed Properties","3","2500","1200 to 1300","Jan-2021"
"4164","THE NAUTICAL","JALAN SENDUDOK","27","Non-landed Properties","NA","1600","400 to 500","Jan-2021"
"4165","THE WISTERIA","YISHUN RING ROAD","27","Non-landed Properties","2","2100","600 to 700","Jan-2021"
"4166","FLORAVILLE","CACTUS ROAD","28","Non-landed Properties","2","2100","700 to 800","Jan-2021"
"4167","YISHUN EMERALD","CANBERRA DRIVE","27","Non-landed Properties","3","2550","1100 to 1200","Jan-2021"
"4168","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","2400","600 to 700","Jan-2021"
"4169","NINE RESIDENCES","YISHUN AVENUE 9","27","Non-landed Properties","1","2000","500 to 600","Jan-2021"
"4170","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","3","2500","1000 to 1100","Jan-2021"
"4171","CASTLE GREEN","YIO CHU KANG ROAD","26","Non-landed Properties","2","2380","900 to 1000","Jan-2021"
"4172","EUPHONY GARDENS","JALAN MATA AYER","27","Non-landed Properties","4","2600","1400 to 1500","Jan-2021"
