"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"1","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","3","3500","1100 to 1200","Jun-2022"
"2","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","4","3100","1300 to 1400","Jun-2022"
"3","YISHUN EMERALD","CANBERRA DRIVE","27","Non-landed Properties","4","3250","1300 to 1400","Jun-2022"
"4","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","1","2300","600 to 700","Jun-2022"
"5","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","3","3600","1200 to 1300","Jun-2022"
"6","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","2","2300","800 to 900","Jun-2022"
"7","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2500","500 to 600","Jun-2022"
"8","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","2","2300","700 to 800","Jun-2022"
"9","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","NA","2200","400 to 500","Jun-2022"
"10","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","3000","600 to 700","Jun-2022"
"11","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","3500","600 to 700","Jun-2022"
"12","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","4","4600","1500 to 1600","Jun-2022"
"13","SERENITY PARK","TAMARIND ROAD","28","Non-landed Properties","3","3200","1300 to 1400","Jun-2022"
"14","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2700","400 to 500","Jun-2022"
"15","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","3","2450","1100 to 1200","Jun-2022"
"16","SERENITY PARK","TAMARIND ROAD","28","Non-landed Properties","2","2800","1300 to 1400","Jun-2022"
"17","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","2","2200","700 to 800","Jun-2022"
"18","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","NA","2600","400 to 500","Jun-2022"
"19","THE NAUTICAL","JALAN SENDUDOK","27","Non-landed Properties","3","3700","1100 to 1200","Jun-2022"
"20","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","1","2600","600 to 700","Jun-2022"
"21","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2350","700 to 800","Jun-2022"
"22","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","3200","600 to 700","Jun-2022"
"23","THE NAUTICAL","JALAN SENDUDOK","27","Non-landed Properties","NA","2400","400 to 500","Jun-2022"
"24","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","NA","2400","500 to 600","Jun-2022"
"25","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","3","2300","900 to 1000","Jun-2022"
"26","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","3200","500 to 600","Jun-2022"
"27","MIMOSA PARK","MIMOSA ROAD","28","Non-landed Properties","4","4000","2100 to 2200","Jun-2022"
"28","SUNRISE GARDENS","SUNRISE AVENUE","28","Non-landed Properties","2","3200","1000 to 1100","Jun-2022"
"29","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","2850","600 to 700","Jun-2022"
"30","NORTHWOOD","JALAN MATA AYER","27","Non-landed Properties","4","3200","1600 to 1700","Jun-2022"
"31","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","1","1800","400 to 500","Jun-2022"
"32","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","NA","2500","600 to 700","Jun-2022"
"33","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","4350","800 to 900","Jun-2022"
"34","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","3600","700 to 800","Jun-2022"
"35","YISHUN SAPPHIRE","CANBERRA DRIVE","27","Non-landed Properties","2","3100","900 to 1000","Jun-2022"
"36","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","1","2150","600 to 700","Jun-2022"
"37","HONG HENG MANSIONS","SEMBAWANG ROAD","26","Non-landed Properties","3","2700","1300 to 1400","Jun-2022"
"38","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","3500","700 to 800","Jun-2022"
"39","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","2","3300","800 to 900","Jun-2022"
"40","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2800","800 to 900","Jun-2022"
"41","CANBERRA RESIDENCES","CANBERRA DRIVE","27","Non-landed Properties","2","3500","1100 to 1200","Jun-2022"
"42","NINE RESIDENCES","YISHUN AVENUE 9","27","Non-landed Properties","3","2850","900 to 1000","Jun-2022"
"43","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","1","1850","500 to 600","Jun-2022"
"44","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2650","500 to 600","Jun-2022"
"45","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","3000","400 to 500","Jun-2022"
"46","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","2900","600 to 700","Jun-2022"
"47","BULLION PARK","LENTOR LOOP","26","Non-landed Properties","3","3300","1200 to 1300","Jun-2022"
"48","SELETAR PARK RESIDENCE","SELETAR ROAD","28","Non-landed Properties","2","3000","800 to 900","Jun-2022"
"49","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","3","4000","1300 to 1400","Jun-2022"
"50","RIVERTREES RESIDENCES","FERNVALE CLOSE","28","Non-landed Properties","2","2500","700 to 800","Jun-2022"
"51","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","3300","600 to 700","Jun-2022"
"52","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2650","400 to 500","Jun-2022"
"53","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2700","400 to 500","Jun-2022"
"54","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","2900","500 to 600","Jun-2022"
"55","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","3","3700","1100 to 1200","Jun-2022"
"56","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2750","400 to 500","Jun-2022"
"57","NORTHWOOD","JALAN MATA AYER","27","Non-landed Properties","3","3500","1300 to 1400","Jun-2022"
"58","SERENITY PARK","TAMARIND ROAD","28","Non-landed Properties","3","2950","1300 to 1400","Jun-2022"
"59","NINE RESIDENCES","YISHUN AVENUE 9","27","Non-landed Properties","2","2900","600 to 700","Jun-2022"
"60","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","3","3400","1000 to 1100","Jun-2022"
"61","CASTLE GREEN","YIO CHU KANG ROAD","26","Non-landed Properties","2","2700","1100 to 1200","Jun-2022"
"62","SELETAR SPRINGS CONDOMINIUM","GERALD DRIVE","28","Non-landed Properties","2","3000","900 to 1000","Jun-2022"
"63","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","3000","600 to 700","Jun-2022"
"64","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","1","2300","500 to 600","Jun-2022"
"65","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","3000","700 to 800","Jun-2022"
"66","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","2","2100","700 to 800","Jun-2022"
"67","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","3","2000","1100 to 1200","Jun-2022"
"68","MEADOWS @ PEIRCE","UPPER THOMSON ROAD","26","Non-landed Properties","1","2900","600 to 700","Jun-2022"
"69","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","2800","500 to 600","Jun-2022"
"70","FLORAVILLE","CACTUS ROAD","28","Non-landed Properties","1","2000","400 to 500","Jun-2022"
"71","THE WISTERIA","YISHUN RING ROAD","27","Non-landed Properties","1","3100","500 to 600","Jun-2022"
"72","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","3100","600 to 700","Jun-2022"
"73","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","3100","500 to 600","Jun-2022"
"74","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","3","5350","1300 to 1400","Jun-2022"
"75","NINE RESIDENCES","YISHUN AVENUE 9","27","Non-landed Properties","3","3400","900 to 1000","Jun-2022"
"76","MEADOWS @ PEIRCE","UPPER THOMSON ROAD","26","Non-landed Properties","2","3000","900 to 1000","Jun-2022"
"77","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","3","3300","700 to 800","Jun-2022"
"78","CASTLE GREEN","YIO CHU KANG ROAD","26","Non-landed Properties","3","3300","1100 to 1200","Jun-2022"
"79","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2600","400 to 500","Jun-2022"
"80","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","1","2300","400 to 500","Jun-2022"
"81","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","1","2150","400 to 500","Jun-2022"
"82","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2500","500 to 600","Jun-2022"
"83","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","2","3500","1000 to 1100","Jun-2022"
"84","THE CALROSE","YIO CHU KANG ROAD","26","Non-landed Properties","4","4900","1400 to 1500","Jun-2022"
"85","BULLION PARK","LENTOR LOOP","26","Non-landed Properties","3","3700","1200 to 1300","Jun-2022"
"86","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","2900","600 to 700","Jun-2022"
"87","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","3","4200","1400 to 1500","Jun-2022"
"88","SELETAR PARK RESIDENCE","SELETAR ROAD","28","Non-landed Properties","1","2200","500 to 600","Jun-2022"
"89","CANBERRA RESIDENCES","CANBERRA DRIVE","27","Non-landed Properties","2","3600","800 to 900","Jun-2022"
"90","BULLION PARK","LENTOR LOOP","26","Non-landed Properties","3","4300","1200 to 1300","Jun-2022"
"91","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","3","2850","900 to 1000","Jun-2022"
"92","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2800","500 to 600","Jun-2022"
"93","SEASONS PARK","YIO CHU KANG ROAD","26","Non-landed Properties","2","2900","1000 to 1100","Jun-2022"
"94","THE NAUTICAL","JALAN SENDUDOK","27","Non-landed Properties","2","2600","900 to 1000","Jun-2022"
"95","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2700","500 to 600","Jun-2022"
"96","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","3100","700 to 800","Jun-2022"
"97","THE CALROSE","YIO CHU KANG ROAD","26","Non-landed Properties","3","4150","1200 to 1300","Jun-2022"
"98","CASTLE GREEN","YIO CHU KANG ROAD","26","Non-landed Properties","3","3500","1200 to 1300","Jun-2022"
"99","SELETAR PARK RESIDENCE","SELETAR ROAD","28","Non-landed Properties","1","2780","600 to 700","Jun-2022"
"100","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","3","1500","1100 to 1200","Jun-2022"
"101","CASTLE GREEN","YIO CHU KANG ROAD","26","Non-landed Properties","2","2500","900 to 1000","Jun-2022"
"102","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","3300","600 to 700","Jun-2022"
"103","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","4200","800 to 900","Jun-2022"
"104","THE BROOKS I","SPRINGSIDE WALK","26","Non-landed Properties","1","2700","500 to 600","Jun-2022"
"105","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","3400","500 to 600","Jun-2022"
"106","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","3000","500 to 600","Jun-2022"
"107","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","2150","500 to 600","Jun-2022"
"108","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","3","3600","1100 to 1200","Jun-2022"
"109","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","3","3700","1000 to 1100","Jun-2022"
"110","THE WISTERIA","YISHUN RING ROAD","27","Non-landed Properties","1","2400","500 to 600","Jun-2022"
"111","SELETAR PARK RESIDENCE","SELETAR ROAD","28","Non-landed Properties","4","3150","1300 to 1400","Jun-2022"
"112","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","4500","800 to 900","Jun-2022"
"113","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","3400","600 to 700","Jun-2022"
"114","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","1","2100","500 to 600","Jun-2022"
"115","EUPHONY GARDENS","JALAN MATA AYER","27","Non-landed Properties","2","3200","1000 to 1100","Jun-2022"
"116","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2500","700 to 800","Jun-2022"
"117","RIVERBANK @ FERNVALE","FERNVALE CLOSE","28","Non-landed Properties","2","2900","700 to 800","Jun-2022"
"118","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","4","3400","1000 to 1100","Jun-2022"
"119","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","4","5000","1400 to 1500","Jun-2022"
"120","THOMSON GROVE","YIO CHU KANG ROAD","26","Non-landed Properties","3","3500","1400 to 1500","Jun-2022"
"121","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","3","3500","1100 to 1200","Jun-2022"
"122","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","3","4000","1500 to 1600","Jun-2022"
"123","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","3","3500","900 to 1000","Jun-2022"
"124","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","1","1850","600 to 700","Jun-2022"
"125","RIVERBANK @ FERNVALE","FERNVALE CLOSE","28","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"126","THE CALROSE","YIO CHU KANG ROAD","26","Non-landed Properties","3","3400","2000 to 2100","Jun-2022"
"127","RIVERBANK @ FERNVALE","FERNVALE CLOSE","28","Non-landed Properties","2","2200","600 to 700","Jun-2022"
"128","GRANDE VISTA","CACTUS DRIVE","28","Non-landed Properties","3","3200","1600 to 1700","Jun-2022"
"129","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","NA","2700","400 to 500","Jun-2022"
"130","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","1","2300","400 to 500","Jun-2022"
"131","MEADOWS @ PEIRCE","UPPER THOMSON ROAD","26","Non-landed Properties","3","4300","1200 to 1300","Jun-2022"
"132","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2650","800 to 900","Jun-2022"
"133","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","4000","800 to 900","Jun-2022"
"134","SEASONS PARK","YIO CHU KANG ROAD","26","Non-landed Properties","2","3500","1000 to 1100","Jun-2022"
"135","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2800","500 to 600","Jun-2022"
"136","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","NA","2000","600 to 700","Jun-2022"
"137","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","3500","600 to 700","Jun-2022"
"138","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2700","500 to 600","Jun-2022"
"139","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","3","3500","900 to 1000","Jun-2022"
"140","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","NA","2300","400 to 500","Jun-2022"
"141","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","2","3000","500 to 600","Jun-2022"
"142","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","3200","600 to 700","Jun-2022"
"143","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","3200","500 to 600","Jun-2022"
"144","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","2","3200","900 to 1000","Jun-2022"
"145","SELETAR PARK RESIDENCE","SELETAR ROAD","28","Non-landed Properties","2","3000","800 to 900","Jun-2022"
"146","RIVERBANK @ FERNVALE","FERNVALE CLOSE","28","Non-landed Properties","1","2100","400 to 500","Jun-2022"
"147","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","3","4350","800 to 900","Jun-2022"
"148","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","3000","500 to 600","Jun-2022"
"149","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2600","400 to 500","Jun-2022"
"150","RIVERBANK @ FERNVALE","FERNVALE CLOSE","28","Non-landed Properties","3","2900","900 to 1000","Jun-2022"
"151","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","2","2900","900 to 1000","Jun-2022"
"152","THE CALROSE","YIO CHU KANG ROAD","26","Non-landed Properties","4","4500","1500 to 1600","Jun-2022"
"153","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","1","2700","500 to 600","Jun-2022"
"154","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","1","3200","500 to 600","Jun-2022"
"155","YISHUN SAPPHIRE","CANBERRA DRIVE","27","Non-landed Properties","3","3000","1100 to 1200","Jun-2022"
"156","THE NAUTICAL","JALAN SENDUDOK","27","Non-landed Properties","2","2600","700 to 800","Jun-2022"
"157","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","1","2100","600 to 700","Jun-2022"
"158","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","1","1800","400 to 500","Jun-2022"
"159","YISHUN SAPPHIRE","CANBERRA DRIVE","27","Non-landed Properties","2","3100","900 to 1000","Jun-2022"
"160","BULLION PARK","LENTOR LOOP","26","Non-landed Properties","3","3300","1200 to 1300","Jun-2022"
"161","MEADOWS @ PEIRCE","UPPER THOMSON ROAD","26","Non-landed Properties","2","3500","1100 to 1200","Jun-2022"
"162","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","3","2900","1000 to 1100","Jun-2022"
"163","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","4","4200","1000 to 1100","Jun-2022"
"164","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","2","2800","800 to 900","Jun-2022"
"165","SERENITY PARK","TAMARIND ROAD","28","Non-landed Properties","3","3800","1300 to 1400","Jun-2022"
"166","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","3600","700 to 800","Jun-2022"
"167","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","2","3300","800 to 900","Jun-2022"
"168","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","2","2400","700 to 800","Jun-2022"
"169","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2900","500 to 600","Jun-2022"
"170","NON-LANDED HOUSING DEVELOPMENT","JALAN KAYU","28","Non-landed Properties","NA","2500","800 to 900","Jun-2022"
"171","BULLION PARK","LENTOR LOOP","26","Non-landed Properties","3","2950","1200 to 1300","Jun-2022"
"172","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","2500","600 to 700","Jun-2022"
"173","SUNRISE GARDENS","SUNRISE AVENUE","28","Non-landed Properties","4","3200","2000 to 2100","Jun-2022"
"174","THE WISTERIA","YISHUN RING ROAD","27","Non-landed Properties","2","2700","600 to 700","Jun-2022"
"175","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","NA","2200","400 to 500","Jun-2022"
"176","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","3","3900","1000 to 1100","Jun-2022"
"177","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","3","3700","1100 to 1200","Jun-2022"
"178","MEADOWS @ PEIRCE","UPPER THOMSON ROAD","26","Non-landed Properties","1","2000","600 to 700","Jun-2022"
"179","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","1","2500","400 to 500","Jun-2022"
"180","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2500","400 to 500","Jun-2022"
"181","THE WISTERIA","YISHUN RING ROAD","27","Non-landed Properties","2","2300","600 to 700","Jun-2022"
"182","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","2","2700","900 to 1000","Jun-2022"
"183","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2700","500 to 600","Jun-2022"
"184","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","3","3000","1100 to 1200","Jun-2022"
"185","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","2","2800","800 to 900","Jun-2022"
"186","YISHUN EMERALD","CANBERRA DRIVE","27","Non-landed Properties","4","3850","1200 to 1300","Jun-2022"
"187","MIMOSA PARK","MIMOSA ROAD","28","Non-landed Properties","4","3500","1800 to 1900","Jun-2022"
"188","CANBERRA RESIDENCES","CANBERRA DRIVE","27","Non-landed Properties","4","5500","2600 to 2700","Jun-2022"
"189","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2600","400 to 500","Jun-2022"
"190","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","2","2700","900 to 1000","Jun-2022"
"191","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2600","500 to 600","Jun-2022"
"192","CASTLE GREEN","YIO CHU KANG ROAD","26","Non-landed Properties","2","3300","1100 to 1200","Jun-2022"
"193","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2800","500 to 600","Jun-2022"
"194","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","3","3300","1300 to 1400","Jun-2022"
"195","THE ESTUARY","YISHUN AVENUE 1","27","Non-landed Properties","3","3700","1200 to 1300","Jun-2022"
"196","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","3","3300","900 to 1000","Jun-2022"
"197","PLATINA GARDENS","SEMBAWANG ROAD","27","Non-landed Properties","NA","3000","1000 to 1100","Jun-2022"
"198","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","2800","700 to 800","Jun-2022"
"199","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","3","2900","1000 to 1100","Jun-2022"
"200","BULLION PARK","LENTOR LOOP","26","Non-landed Properties","2","2300","800 to 900","Jun-2022"
"201","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","3900","800 to 900","Jun-2022"
"202","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","2850","700 to 800","Jun-2022"
"203","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","2600","700 to 800","Jun-2022"
"204","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","1","2400","500 to 600","Jun-2022"
"205","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","2","2300","600 to 700","Jun-2022"
"206","NON-LANDED HOUSING DEVELOPMENT","JALAN KAYU","28","Non-landed Properties","NA","3800","800 to 900","Jun-2022"
"207","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","1","2300","500 to 600","Jun-2022"
"208","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","2","2300","800 to 900","Jun-2022"
"209","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","3","3850","1100 to 1200","Jun-2022"
"210","RIVERBANK @ FERNVALE","FERNVALE CLOSE","28","Non-landed Properties","1","2300","400 to 500","Jun-2022"
"211","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2600","400 to 500","Jun-2022"
"212","RIVERBANK @ FERNVALE","FERNVALE CLOSE","28","Non-landed Properties","1","2600","500 to 600","Jun-2022"
"213","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","3300","1000 to 1100","Jun-2022"
"214","SERENITY PARK","TAMARIND ROAD","28","Non-landed Properties","3","2300","1300 to 1400","Jun-2022"
"215","ORCHID PARK CONDOMINIUM","YISHUN STREET 81","27","Non-landed Properties","2","2800","900 to 1000","Jun-2022"
"216","GRANDE VISTA","CACTUS DRIVE","28","Non-landed Properties","3","2600","1300 to 1400","Jun-2022"
"217","H2O RESIDENCES","FERNVALE LINK","28","Non-landed Properties","2","3200","700 to 800","Jun-2022"
"218","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2600","400 to 500","Jun-2022"
"219","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","1","2300","500 to 600","Jun-2022"
"220","NORTH PARK RESIDENCES","YISHUN CENTRAL 1","27","Non-landed Properties","NA","2050","400 to 500","Jun-2022"
"221","YISHUN EMERALD","CANBERRA DRIVE","27","Non-landed Properties","3","2950","1100 to 1200","Jun-2022"
"222","EIGHT COURTYARDS","CANBERRA DRIVE","27","Non-landed Properties","4","3500","1300 to 1400","Jun-2022"
"223","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","3","3400","700 to 800","Jun-2022"
"224","THE MILTONIA RESIDENCES","MILTONIA CLOSE","27","Non-landed Properties","3","4200","1500 to 1600","Jun-2022"
"225","KANDIS RESIDENCE","KANDIS LINK","27","Non-landed Properties","2","3300","700 to 800","Jun-2022"
"226","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","3200","600 to 700","Jun-2022"
"227","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2700","500 to 600","Jun-2022"
"228","HIGH PARK RESIDENCES","FERNVALE ROAD","28","Non-landed Properties","3","2850","800 to 900","Jun-2022"
"229","GRANDE VISTA","CACTUS DRIVE","28","Non-landed Properties","3","3000","1600 to 1700","Jun-2022"
"230","SKIES MILTONIA","MILTONIA CLOSE","27","Non-landed Properties","3","2500","1100 to 1200","Jun-2022"
"231","THE WISTERIA","YISHUN RING ROAD","27","Non-landed Properties","2","3200","700 to 800","Jun-2022"
"232","SERENITY PARK","TAMARIND ROAD","28","Non-landed Properties","3","3000","1300 to 1400","Jun-2022"
"233","SYMPHONY SUITES","YISHUN CLOSE","27","Non-landed Properties","2","2700","600 to 700","Jun-2022"
"234","THE WISTERIA","YISHUN RING ROAD","27","Non-landed Properties","2","2500","600 to 700","Jun-2022"
"235","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2550","400 to 500","Jun-2022"
"236","THE GREENWICH","SELETAR ROAD","28","Non-landed Properties","3","3800","1300 to 1400","Jun-2022"
"237","YISHUN EMERALD","CANBERRA DRIVE","27","Non-landed Properties","4","3100","1300 to 1400","Jun-2022"
"238","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","2600","400 to 500","May-2022"
"239","YISHUN EMERALD","CANBERRA DRIVE","27","Non-landed Properties","3","3700","1100 to 1200","May-2022"
"240","PARC BOTANNIA","FERNVALE STREET","28","Non-landed Properties","NA","4000","800 to 900","May-2022"
