"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"12646","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","3","2800","1100 to 1200","Sep-2018"
"12647","STRATUM","ELIAS ROAD","18","Non-landed Properties","2","2050","700 to 800","Sep-2018"
"12648","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","2450","900 to 1000","Sep-2018"
"12649","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","1","1800","500 to 600","Sep-2018"
"12650","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2000","700 to 800","Sep-2018"
"12651","THE TROPICA","TAMPINES AVENUE 1","18","Non-landed Properties","2","2300","900 to 1000","Sep-2018"
"12652","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","3000","900 to 1000","Sep-2018"
"12653","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","2100","400 to 500","Sep-2018"
"12654","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","3","2650","1300 to 1400","Sep-2018"
"12655","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2600","1100 to 1200","Sep-2018"
"12656","STRATUM","ELIAS ROAD","18","Non-landed Properties","na*","1700","400 to 500","Sep-2018"
"12657","SEA ESTA","PASIR RIS LINK","18","Non-landed Properties","1","1650","500 to 600","Sep-2018"
"12658","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","2","2100","700 to 800","Sep-2018"
"12659","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2100","700 to 800","Sep-2018"
"12660","CHANGI RISE CONDOMINIUM","SIMEI RISE","18","Non-landed Properties","3","2700","1200 to 1300","Sep-2018"
"12661","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","3","2200","900 to 1000","Sep-2018"
"12662","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2250","900 to 1000","Sep-2018"
"12663","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","1","1600","500 to 600","Sep-2018"
"12664","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","2800","900 to 1000","Sep-2018"
"12665","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","3","2700","1100 to 1200","Sep-2018"
"12666","LIVIA","PASIR RIS GROVE","18","Non-landed Properties","3","3000","1300 to 1400","Sep-2018"
"12667","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","2700","1000 to 1100","Sep-2018"
"12668","LIVIA","PASIR RIS GROVE","18","Non-landed Properties","3","2900","1600 to 1700","Sep-2018"
"12669","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2100","900 to 1000","Sep-2018"
"12670","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","3","2500","1000 to 1100","Sep-2018"
"12671","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","2","2400","900 to 1000","Sep-2018"
"12672","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2200","700 to 800","Sep-2018"
"12673","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2100","700 to 800","Sep-2018"
"12674","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","1","1800","500 to 600","Sep-2018"
"12675","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","4","3600","1200 to 1300","Sep-2018"
"12676","SAVANNAH CONDOPARK","SIMEI RISE","18","Non-landed Properties","3","2850","1100 to 1200","Sep-2018"
"12677","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2200","700 to 800","Sep-2018"
"12678","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2500","900 to 1000","Sep-2018"
"12679","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2600","900 to 1000","Sep-2018"
"12680","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","4","4000","1300 to 1400","Sep-2018"
"12681","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2250","500 to 600","Sep-2018"
"12682","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2350","700 to 800","Sep-2018"
"12683","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","2","2400","900 to 1000","Sep-2018"
"12684","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","3","3800","1200 to 1300","Sep-2018"
"12685","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2650","1000 to 1100","Sep-2018"
"12686","SAVANNAH CONDOPARK","SIMEI RISE","18","Non-landed Properties","3","2700","1100 to 1200","Sep-2018"
"12687","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","3","2500","900 to 1000","Sep-2018"
"12688","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","4","5200","2300 to 2400","Sep-2018"
"12689","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","1800","400 to 500","Sep-2018"
"12690","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","2800","800 to 900","Sep-2018"
"12691","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2200","700 to 800","Sep-2018"
"12692","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2000","700 to 800","Sep-2018"
"12693","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","3","2500","1100 to 1200","Sep-2018"
"12694","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","3","2750","1200 to 1300","Sep-2018"
"12695","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","3300","1200 to 1300","Sep-2018"
"12696","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2550","700 to 800","Sep-2018"
"12697","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","1800","400 to 500","Sep-2018"
"12698","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","3200","800 to 900","Sep-2018"
"12699","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","3900","1600 to 1700","Sep-2018"
"12700","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2200","900 to 1000","Sep-2018"
"12701","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2250","500 to 600","Sep-2018"
"12702","SEASTRAND","PASIR RIS LINK","18","Non-landed Properties","3","2500","1100 to 1200","Sep-2018"
"12703","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","2","2350","800 to 900","Sep-2018"
"12704","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2200","900 to 1000","Sep-2018"
"12705","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","2","2200","900 to 1000","Sep-2018"
"12706","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","2800","800 to 900","Sep-2018"
"12707","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","4","3100","1300 to 1400","Sep-2018"
"12708","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2100","700 to 800","Sep-2018"
"12709","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","na*","2000","500 to 600","Sep-2018"
"12710","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","4","3900","1800 to 1900","Sep-2018"
"12711","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2400","800 to 900","Sep-2018"
"12712","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2300","1000 to 1100","Sep-2018"
"12713","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2300","500 to 600","Sep-2018"
"12714","STRATUM","ELIAS ROAD","18","Non-landed Properties","3","3800","1700 to 1800","Sep-2018"
"12715","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","1","1600","500 to 600","Sep-2018"
"12716","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","4","3700","1300 to 1400","Sep-2018"
"12717","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","3","2700","1100 to 1200","Sep-2018"
"12718","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","3","2400","1200 to 1300","Sep-2018"
"12719","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2250","500 to 600","Sep-2018"
"12720","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2100","700 to 800","Sep-2018"
"12721","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2400","900 to 1000","Sep-2018"
"12722","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","3","2600","1100 to 1200","Sep-2018"
"12723","TROPICAL SPRING","SIMEI STREET 4","18","Non-landed Properties","2","2750","900 to 1000","Sep-2018"
"12724","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","3","2500","1100 to 1200","Sep-2018"
"12725","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","3800","1300 to 1400","Sep-2018"
"12726","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","1","1600","400 to 500","Sep-2018"
"12727","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","2500","1100 to 1200","Sep-2018"
"12728","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","4","3350","1300 to 1400","Sep-2018"
"12729","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","1","1900","500 to 600","Sep-2018"
"12730","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","4000","1100 to 1200","Sep-2018"
"12731","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","2","2900","900 to 1000","Sep-2018"
"12732","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2000","700 to 800","Sep-2018"
"12733","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2200","700 to 800","Sep-2018"
"12734","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","1","1700","400 to 500","Sep-2018"
"12735","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2400","900 to 1000","Sep-2018"
"12736","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2200","900 to 1000","Sep-2018"
"12737","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","1","1700","500 to 600","Sep-2018"
"12738","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2300","700 to 800","Sep-2018"
"12739","SEA ESTA","PASIR RIS LINK","18","Non-landed Properties","3","2600","1100 to 1200","Sep-2018"
"12740","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","3","2300","900 to 1000","Sep-2018"
"12741","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","3","2600","1000 to 1100","Sep-2018"
"12742","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2000","700 to 800","Sep-2018"
"12743","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","3","2400","1100 to 1200","Sep-2018"
"12744","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","3","2400","1000 to 1100","Sep-2018"
"12745","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2700","1000 to 1100","Sep-2018"
"12746","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2200","700 to 800","Sep-2018"
"12747","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","3","2500","1000 to 1100","Sep-2018"
"12748","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","1","1700","400 to 500","Sep-2018"
"12749","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2000","700 to 800","Sep-2018"
"12750","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2250","900 to 1000","Sep-2018"
"12751","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2200","900 to 1000","Sep-2018"
"12752","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2300","900 to 1000","Sep-2018"
"12753","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2200","700 to 800","Sep-2018"
"12754","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","3500","1300 to 1400","Sep-2018"
"12755","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","3","2600","1100 to 1200","Sep-2018"
"12756","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","3","3000","1200 to 1300","Sep-2018"
"12757","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2200","700 to 800","Sep-2018"
"12758","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2150","1000 to 1100","Sep-2018"
"12759","SAVANNAH CONDOPARK","SIMEI RISE","18","Non-landed Properties","2","2500","900 to 1000","Sep-2018"
"12760","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","3000","900 to 1000","Sep-2018"
"12761","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","1850","600 to 700","Sep-2018"
"12762","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","2","2200","900 to 1000","Sep-2018"
"12763","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2000","1000 to 1100","Sep-2018"
"12764","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","1850","700 to 800","Sep-2018"
"12765","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2200","900 to 1000","Sep-2018"
"12766","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2000","700 to 800","Sep-2018"
"12767","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2500","1300 to 1400","Sep-2018"
"12768","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","3000","800 to 900","Sep-2018"
"12769","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","2","2100","700 to 800","Sep-2018"
"12770","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2500","1300 to 1400","Sep-2018"
"12771","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","2600","800 to 900","Sep-2018"
"12772","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","1","2000","600 to 700","Sep-2018"
"12773","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","4","3000","1200 to 1300","Sep-2018"
"12774","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","3","2500","1200 to 1300","Sep-2018"
"12775","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","2","2600","900 to 1000","Sep-2018"
"12776","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","2","2800","900 to 1000","Sep-2018"
"12777","MODENA","SIMEI STREET 4","18","Non-landed Properties","3","3700","1400 to 1500","Sep-2018"
"12778","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","4","3300","1400 to 1500","Sep-2018"
"12779","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2300","900 to 1000","Sep-2018"
"12780","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2400","500 to 600","Sep-2018"
"12781","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2500","1000 to 1100","Sep-2018"
"12782","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","4400","1300 to 1400","Sep-2018"
"12783","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2300","500 to 600","Sep-2018"
"12784","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","2","2300","900 to 1000","Sep-2018"
"12785","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","3","3888","1700 to 1800","Sep-2018"
"12786","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2200","700 to 800","Sep-2018"
"12787","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","2400","1000 to 1100","Sep-2018"
"12788","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","2700","900 to 1000","Sep-2018"
"12789","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2350","700 to 800","Sep-2018"
"12790","CHANGI RISE CONDOMINIUM","SIMEI RISE","18","Non-landed Properties","2","2550","900 to 1000","Sep-2018"
"12791","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2500","900 to 1000","Sep-2018"
"12792","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","2","2000","900 to 1000","Sep-2018"
"12793","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2400","800 to 900","Sep-2018"
"12794","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","3","2600","1100 to 1200","Sep-2018"
"12795","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","3800","1200 to 1300","Aug-2018"
"12796","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","3","2550","1000 to 1100","Aug-2018"
"12797","SEASTRAND","PASIR RIS LINK","18","Non-landed Properties","2","2100","800 to 900","Aug-2018"
"12798","STRATUM","ELIAS ROAD","18","Non-landed Properties","na*","1550","400 to 500","Aug-2018"
"12799","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2200","400 to 500","Aug-2018"
"12800","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","1700","600 to 700","Aug-2018"
"12801","STRATUM","ELIAS ROAD","18","Non-landed Properties","na*","1500","400 to 500","Aug-2018"
"12802","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2500","1000 to 1100","Aug-2018"
"12803","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2500","700 to 800","Aug-2018"
"12804","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","2","2400","1000 to 1100","Aug-2018"
"12805","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","3","2500","1000 to 1100","Aug-2018"
"12806","SEA ESTA","PASIR RIS LINK","18","Non-landed Properties","3","2500","900 to 1000","Aug-2018"
"12807","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2250","700 to 800","Aug-2018"
"12808","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","3","2150","1100 to 1200","Aug-2018"
"12809","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","1850","400 to 500","Aug-2018"
"12810","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","2700","1000 to 1100","Aug-2018"
"12811","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2300","900 to 1000","Aug-2018"
"12812","ELIAS GREEN","ELIAS GREEN","18","Non-landed Properties","na*","2300","1500 to 1600","Aug-2018"
"12813","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2300","900 to 1000","Aug-2018"
"12814","MODENA","SIMEI STREET 4","18","Non-landed Properties","3","3350","1300 to 1400","Aug-2018"
"12815","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2200","900 to 1000","Aug-2018"
"12816","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2300","800 to 900","Aug-2018"
"12817","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","2","1850","600 to 700","Aug-2018"
"12818","CHANGI RISE CONDOMINIUM","SIMEI RISE","18","Non-landed Properties","3","2900","1000 to 1100","Aug-2018"
"12819","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2000","700 to 800","Aug-2018"
"12820","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","2","2200","900 to 1000","Aug-2018"
"12821","CHANGI RISE CONDOMINIUM","SIMEI RISE","18","Non-landed Properties","3","2900","1200 to 1300","Aug-2018"
"12822","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","3","3100","1000 to 1100","Aug-2018"
"12823","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2150","900 to 1000","Aug-2018"
"12824","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","3500","1200 to 1300","Aug-2018"
"12825","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","3","4000","1000 to 1100","Aug-2018"
"12826","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","1700","500 to 600","Aug-2018"
"12827","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","1700","400 to 500","Aug-2018"
"12828","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2300","1000 to 1100","Aug-2018"
"12829","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2000","700 to 800","Aug-2018"
"12830","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","3","2200","1000 to 1100","Aug-2018"
"12831","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","2400","900 to 1000","Aug-2018"
"12832","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","2","2800","1000 to 1100","Aug-2018"
"12833","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2150","900 to 1000","Aug-2018"
"12834","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2500","900 to 1000","Aug-2018"
"12835","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","2600","1100 to 1200","Aug-2018"
"12836","MY MANHATTAN","SIMEI STREET 3","18","Non-landed Properties","1","2000","400 to 500","Aug-2018"
"12837","SEA ESTA","PASIR RIS LINK","18","Non-landed Properties","3","2600","1100 to 1200","Aug-2018"
"12838","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","4","4000","1600 to 1700","Aug-2018"
"12839","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","1","1750","400 to 500","Aug-2018"
"12840","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2200","800 to 900","Aug-2018"
"12841","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","3","2600","1200 to 1300","Aug-2018"
"12842","CHANGI RISE CONDOMINIUM","SIMEI RISE","18","Non-landed Properties","3","2600","1000 to 1100","Aug-2018"
"12843","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2200","900 to 1000","Aug-2018"
"12844","OASIS @ ELIAS","ELIAS ROAD","18","Non-landed Properties","3","2700","1200 to 1300","Aug-2018"
"12845","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","3","2500","1100 to 1200","Aug-2018"
"12846","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","1800","500 to 600","Aug-2018"
"12847","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","3","2700","1100 to 1200","Aug-2018"
"12848","SEASTRAND","PASIR RIS LINK","18","Non-landed Properties","na*","1600","500 to 600","Aug-2018"
"12849","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","1725","500 to 600","Aug-2018"
"12850","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","3","2400","1000 to 1100","Aug-2018"
"12851","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","4","3200","1300 to 1400","Aug-2018"
"12852","Q BAY RESIDENCES","TAMPINES STREET 86","18","Non-landed Properties","1","1800","500 to 600","Aug-2018"
"12853","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","5","6700",">3000","Aug-2018"
"12854","D'NEST","PASIR RIS GROVE","18","Non-landed Properties","4","3000","1200 to 1300","Aug-2018"
"12855","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","3","3600","1300 to 1400","Aug-2018"
"12856","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","3","2500","1000 to 1100","Aug-2018"
"12857","STRATUM","ELIAS ROAD","18","Non-landed Properties","2","2100","700 to 800","Aug-2018"
"12858","THE SANTORINI","TAMPINES STREET 86","18","Non-landed Properties","1","1900","500 to 600","Aug-2018"
"12859","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","2","2200","700 to 800","Aug-2018"
"12860","SEA ESTA","PASIR RIS LINK","18","Non-landed Properties","3","2500","1100 to 1200","Aug-2018"
"12861","MODENA","SIMEI STREET 4","18","Non-landed Properties","2","2500","800 to 900","Aug-2018"
"12862","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","4","3500","1400 to 1500","Aug-2018"
"12863","WATERVIEW","TAMPINES AVENUE 1","18","Non-landed Properties","4","3150","1300 to 1400","Aug-2018"
"12864","TAMPINES COURT","TAMPINES STREET 11","18","Non-landed Properties","na*","1900","1500 to 1600","Aug-2018"
"12865","CHANGI RISE CONDOMINIUM","SIMEI RISE","18","Non-landed Properties","3","2400","1000 to 1100","Aug-2018"
"12866","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2400","700 to 800","Aug-2018"
"12867","DOUBLE BAY RESIDENCES","SIMEI STREET 4","18","Non-landed Properties","2","3200","1000 to 1100","Aug-2018"
"12868","LIVIA","PASIR RIS GROVE","18","Non-landed Properties","2","2200","900 to 1000","Aug-2018"
"12869","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","3","2800","1200 to 1300","Aug-2018"
"12870","SEA ESTA","PASIR RIS LINK","18","Non-landed Properties","3","2750","1100 to 1200","Aug-2018"
"12871","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2300","800 to 900","Aug-2018"
"12872","TROPICAL SPRING","SIMEI STREET 4","18","Non-landed Properties","3","3150","1200 to 1300","Aug-2018"
"12873","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","3","2400","1100 to 1200","Aug-2018"
"12874","THE TROPICA","TAMPINES AVENUE 1","18","Non-landed Properties","2","2100","900 to 1000","Aug-2018"
"12875","RIPPLE BAY","PASIR RIS LINK","18","Non-landed Properties","1","1600","400 to 500","Aug-2018"
"12876","NV RESIDENCES","PASIR RIS GROVE","18","Non-landed Properties","2","2200","700 to 800","Aug-2018"
"12877","VUE 8 RESIDENCE","PASIR RIS HEIGHTS","18","Non-landed Properties","2","2000","600 to 700","Aug-2018"
"12878","RIS GRANDEUR","ELIAS ROAD","18","Non-landed Properties","3","2700","1200 to 1300","Aug-2018"
"12879","MELVILLE PARK","SIMEI STREET 1","18","Non-landed Properties","2","2250","900 to 1000","Aug-2018"
"12880","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","8500","1700 to 1800","Aug-2018"
"12881","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","3","3800","1500 to 1600","Aug-2018"
"12882","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2300","700 to 800","Aug-2018"
"12883","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","3","2400","1100 to 1200","Aug-2018"
"12884","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","2","2200","700 to 800","Aug-2018"
"12885","THE PALETTE","PASIR RIS GROVE","18","Non-landed Properties","2","2100","700 to 800","Aug-2018"
"12886","TAMPINES COURT","TAMPINES STREET 11","18","Non-landed Properties","na*","2350","1400 to 1500","Aug-2018"
"12887","THE TROPICA","TAMPINES AVENUE 1","18","Non-landed Properties","2","2250","900 to 1000","Aug-2018"
"12888","COCO PALMS","PASIR RIS GROVE","18","Non-landed Properties","1","1850","400 to 500","Aug-2018"
"12889","LIVIA","PASIR RIS GROVE","18","Non-landed Properties","3","3350","1300 to 1400","Aug-2018"
"12890","EASTPOINT GREEN","SIMEI STREET 3","18","Non-landed Properties","2","2100","900 to 1000","Aug-2018"
