"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"77","TEXTILE CENTRE","JALAN SULTAN","07","Non-landed Properties","2","3300","900 to 1000","Jun-2022"
"78","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2600","600 to 700","Jun-2022"
"79","SOUTH BEACH RESIDENCES","BEACH ROAD","07","Non-landed Properties","2","8600","1200 to 1300","Jun-2022"
"80","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","6800","1000 to 1100","Jun-2022"
"81","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","5000","1300 to 1400","Jun-2022"
"82","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","3900","800 to 900","May-2022"
"83","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","3","4700","1100 to 1200","May-2022"
"84","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4400","500 to 600","May-2022"
"85","GOLDEN MILE COMPLEX","BEACH ROAD","07","Non-landed Properties","3","4000","2100 to 2200","May-2022"
"86","CITY GATE","BEACH ROAD","07","Non-landed Properties","3","5579","900 to 1000","May-2022"
"87","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","2","4300","900 to 1000","May-2022"
"88","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","4100","800 to 900","May-2022"
"89","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","6200","900 to 1000","May-2022"
"90","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","4000","500 to 600","May-2022"
"91","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","3","9200","1600 to 1700","May-2022"
"92","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4300","800 to 900","May-2022"
"93","CITY GATE","BEACH ROAD","07","Non-landed Properties","3","3100","900 to 1000","May-2022"
"94","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4800","800 to 900","May-2022"
"95","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2892","600 to 700","May-2022"
"96","TANQUEELAN SUITES","TAN QUEE LAN STREET","07","Non-landed Properties","NA","3678","700 to 800","May-2022"
"97","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4700","800 to 900","May-2022"
"98","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4900","800 to 900","May-2022"
"99","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","3300","500 to 600","May-2022"
"100","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","2","3600","700 to 800","May-2022"
"101","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","3500","400 to 500","May-2022"
"102","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4500","800 to 900","May-2022"
"103","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","3300","800 to 900","May-2022"
"104","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","4500","700 to 800","May-2022"
"105","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","2","6300","1300 to 1400","May-2022"
"106","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5000","800 to 900","May-2022"
"107","CITY GATE","BEACH ROAD","07","Non-landed Properties","3","3400","900 to 1000","May-2022"
"108","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4000","800 to 900","May-2022"
"109","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3900","600 to 700","May-2022"
"110","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5300","1000 to 1100","May-2022"
"111","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4800","700 to 800","May-2022"
"112","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5800","900 to 1000","May-2022"
"113","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3800","700 to 800","May-2022"
"114","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","4300","800 to 900","May-2022"
"115","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","2","4000","900 to 1000","May-2022"
"116","GOLDEN MILE COMPLEX","BEACH ROAD","07","Non-landed Properties","2","2100","900 to 1000","May-2022"
"117","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","3","5100","1000 to 1100","May-2022"
"118","TEXTILE CENTRE","JALAN SULTAN","07","Non-landed Properties","2","2600","800 to 900","May-2022"
"119","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3200","500 to 600","May-2022"
"120","GOLDEN MILE COMPLEX","BEACH ROAD","07","Non-landed Properties","3","6300","2200 to 2300","May-2022"
"121","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4200","700 to 800","May-2022"
"122","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","2","5000","900 to 1000","May-2022"
"123","TEXTILE CENTRE","JALAN SULTAN","07","Non-landed Properties","2","2600","800 to 900","May-2022"
"124","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5800","1000 to 1100","May-2022"
"125","CITY GATE","BEACH ROAD","07","Non-landed Properties","1","4036","400 to 500","May-2022"
"126","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5300","1100 to 1200","May-2022"
"127","SOUTH BEACH RESIDENCES","BEACH ROAD","07","Non-landed Properties","2","8500","1200 to 1300","May-2022"
"128","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4000","700 to 800","May-2022"
"129","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4500","700 to 800","May-2022"
"130","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5500","900 to 1000","May-2022"
"131","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","3200","500 to 600","May-2022"
"132","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","2","3200","800 to 900","May-2022"
"133","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","6500","900 to 1000","May-2022"
"134","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","2","8000","1300 to 1400","May-2022"
"135","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","1","3500","500 to 600","May-2022"
"136","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4350","800 to 900","May-2022"
"137","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3600","600 to 700","May-2022"
"138","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","3800","800 to 900","May-2022"
"139","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2700","700 to 800","May-2022"
"140","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5200","1100 to 1200","May-2022"
"141","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3600","500 to 600","May-2022"
"142","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","3300","400 to 500","May-2022"
"143","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4700","1100 to 1200","May-2022"
"144","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","1","3550","500 to 600","May-2022"
"145","THE PLAZA","BEACH ROAD","07","Non-landed Properties","1","3300","700 to 800","May-2022"
"146","THE PLAZA","BEACH ROAD","07","Non-landed Properties","1","3000","700 to 800","May-2022"
"147","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","3300","400 to 500","May-2022"
"148","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","3900","700 to 800","May-2022"
"149","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4000","600 to 700","May-2022"
"150","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3453","600 to 700","May-2022"
"151","TEXTILE CENTRE","JALAN SULTAN","07","Non-landed Properties","2","2800","800 to 900","May-2022"
"152","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","2","6100","1300 to 1400","May-2022"
"153","TANQUEELAN SUITES","TAN QUEE LAN STREET","07","Non-landed Properties","NA","3500","700 to 800","May-2022"
"154","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","3500","400 to 500","May-2022"
"155","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","3","6500","1300 to 1400","May-2022"
"156","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","1","3300","700 to 800","May-2022"
"157","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3500","500 to 600","May-2022"
"158","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","3600","500 to 600","May-2022"
"159","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","2","4380","900 to 1000","May-2022"
"160","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","3800","800 to 900","May-2022"
"161","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4300","700 to 800","May-2022"
"162","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3800","500 to 600","May-2022"
"163","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4900","600 to 700","May-2022"
"164","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3000","600 to 700","May-2022"
"165","SIN THAI HIN BUILDING","PRINSEP STREET","07","Non-landed Properties","4","9000",">3000","May-2022"
"166","CITY GATE","BEACH ROAD","07","Non-landed Properties","1","2600","400 to 500","May-2022"
"167","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","3","5000","1100 to 1200","May-2022"
"168","THE PLAZA","BEACH ROAD","07","Non-landed Properties","1","2250","500 to 600","May-2022"
"169","BENCOOLEN HOUSE","BENCOOLEN STREET","07","Non-landed Properties","3","4200","1200 to 1300","May-2022"
"170","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3800","600 to 700","May-2022"
"171","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","3","7100","1300 to 1400","May-2022"
"172","THE PLAZA","BEACH ROAD","07","Non-landed Properties","1","2100","600 to 700","May-2022"
"173","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5800","1100 to 1200","May-2022"
"174","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","3","4400","1100 to 1200","May-2022"
"175","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4600","600 to 700","May-2022"
"176","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3800","600 to 700","May-2022"
"177","CITY GATE","BEACH ROAD","07","Non-landed Properties","3","3200","900 to 1000","May-2022"
"178","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5700","900 to 1000","May-2022"
"179","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","1","3200","500 to 600","May-2022"
"180","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4700","700 to 800","May-2022"
"181","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2200","700 to 800","May-2022"
"182","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4100","700 to 800","May-2022"
"183","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4000","700 to 800","May-2022"
"184","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","5190","600 to 700","Apr-2022"
"185","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","3","9600","1500 to 1600","Apr-2022"
"186","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","3300","500 to 600","Apr-2022"
"187","SOUTH BEACH RESIDENCES","BEACH ROAD","07","Non-landed Properties","2","10300","1200 to 1300","Apr-2022"
"188","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4900","1000 to 1100","Apr-2022"
"189","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5800","900 to 1000","Apr-2022"
"190","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","1900","600 to 700","Apr-2022"
"191","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","2","3900","900 to 1000","Apr-2022"
"192","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","3","4300","1100 to 1200","Apr-2022"
"193","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3800","500 to 600","Apr-2022"
"194","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5900","1100 to 1200","Apr-2022"
"195","TANQUEELAN SUITES","TAN QUEE LAN STREET","07","Non-landed Properties","NA","3500","700 to 800","Apr-2022"
"196","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","3900","800 to 900","Apr-2022"
"197","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2100","700 to 800","Apr-2022"
"198","HERITAGE PLACE","TAN QUEE LAN STREET","07","Non-landed Properties","NA","2380","700 to 800","Apr-2022"
"199","TEXTILE CENTRE","JALAN SULTAN","07","Non-landed Properties","2","2900","900 to 1000","Apr-2022"
"200","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","4800","800 to 900","Apr-2022"
"201","TEXTILE CENTRE","JALAN SULTAN","07","Non-landed Properties","2","3100","800 to 900","Apr-2022"
"202","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4500","700 to 800","Apr-2022"
"203","CITY GATE","BEACH ROAD","07","Non-landed Properties","3","5200","800 to 900","Apr-2022"
"204","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","3","4900","1100 to 1200","Apr-2022"
"205","HERITAGE PLACE","TAN QUEE LAN STREET","07","Non-landed Properties","NA","5500","1500 to 1600","Apr-2022"
"206","CITY GATE","BEACH ROAD","07","Non-landed Properties","1","2500","400 to 500","Apr-2022"
"207","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","2","6500","1400 to 1500","Apr-2022"
"208","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","1","3300","700 to 800","Apr-2022"
"209","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","1","3200","600 to 700","Apr-2022"
"210","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3300","500 to 600","Apr-2022"
"211","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4200","800 to 900","Apr-2022"
"212","THE 101","BEACH ROAD","07","Non-landed Properties","3","2250","1200 to 1300","Apr-2022"
"213","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","4800","500 to 600","Apr-2022"
"214","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","3","4500","1300 to 1400","Apr-2022"
"215","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5300","1000 to 1100","Apr-2022"
"216","THE PLAZA","BEACH ROAD","07","Non-landed Properties","1","1800","700 to 800","Apr-2022"
"217","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3200","600 to 700","Apr-2022"
"218","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","3","6500","1900 to 2000","Apr-2022"
"219","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5700","1000 to 1100","Apr-2022"
"220","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5500","1000 to 1100","Apr-2022"
"221","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4500","800 to 900","Apr-2022"
"222","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","6200","800 to 900","Apr-2022"
"223","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4700","800 to 900","Apr-2022"
"224","CITY GATE","BEACH ROAD","07","Non-landed Properties","3","3664","900 to 1000","Apr-2022"
"225","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4500","600 to 700","Apr-2022"
"226","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","2","3450","800 to 900","Apr-2022"
"227","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","3","4600","1000 to 1100","Apr-2022"
"228","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2650","600 to 700","Apr-2022"
"229","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3700","500 to 600","Apr-2022"
"230","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","3","11500",">3000","Apr-2022"
"231","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","3","4850","1000 to 1100","Apr-2022"
"232","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","1950","700 to 800","Apr-2022"
"233","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","3400","800 to 900","Apr-2022"
"234","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5500","1000 to 1100","Apr-2022"
"235","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5200","800 to 900","Apr-2022"
"236","THE PLAZA","BEACH ROAD","07","Non-landed Properties","1","2600","700 to 800","Apr-2022"
"237","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3700","600 to 700","Apr-2022"
"238","TEXTILE CENTRE","JALAN SULTAN","07","Non-landed Properties","2","3000","800 to 900","Apr-2022"
"239","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","1","3200","700 to 800","Apr-2022"
"240","SOUTH BEACH RESIDENCES","BEACH ROAD","07","Non-landed Properties","2","7800","1000 to 1100","Apr-2022"
"241","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3400","500 to 600","Apr-2022"
"242","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","3","7750","1500 to 1600","Apr-2022"
"243","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2300","700 to 800","Apr-2022"
"244","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4250","800 to 900","Apr-2022"
"245","CITY GATE","BEACH ROAD","07","Non-landed Properties","1","3157","400 to 500","Apr-2022"
"246","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","6000","1100 to 1200","Apr-2022"
"247","CITY GATE","BEACH ROAD","07","Non-landed Properties","1","2900","400 to 500","Apr-2022"
"248","TEXTILE CENTRE","JALAN SULTAN","07","Non-landed Properties","2","2900","800 to 900","Apr-2022"
"249","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5400","1100 to 1200","Apr-2022"
"250","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","2900","400 to 500","Apr-2022"
"251","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","3","6700","1600 to 1700","Apr-2022"
"252","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3100","600 to 700","Apr-2022"
"253","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2250","600 to 700","Apr-2022"
"254","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5200","1100 to 1200","Apr-2022"
"255","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4300","800 to 900","Apr-2022"
"256","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3700","700 to 800","Apr-2022"
"257","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","3","4800","1000 to 1100","Apr-2022"
