"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"851","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","3","9500","1700 to 1800","Nov-2021"
"852","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3150","800 to 900","Nov-2021"
"853","CITY GATE","BEACH ROAD","07","Non-landed Properties","1","2700","400 to 500","Nov-2021"
"854","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","3300","800 to 900","Nov-2021"
"855","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3500","800 to 900","Nov-2021"
"856","THE PLAZA","BEACH ROAD","07","Non-landed Properties","1","1900","800 to 900","Nov-2021"
"857","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","2","6700","1400 to 1500","Nov-2021"
"858","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","3500","500 to 600","Nov-2021"
"859","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","2800","400 to 500","Nov-2021"
"860","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","3500","400 to 500","Nov-2021"
"861","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","3","3800","1000 to 1100","Nov-2021"
"862","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","1","3300","600 to 700","Nov-2021"
"863","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","3900","800 to 900","Nov-2021"
"864","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","3900","800 to 900","Nov-2021"
"865","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4900","700 to 800","Nov-2021"
"866","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3900","1000 to 1100","Nov-2021"
"867","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5000","1100 to 1200","Nov-2021"
"868","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4100","800 to 900","Nov-2021"
"869","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3300","500 to 600","Nov-2021"
"870","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","1","2700","500 to 600","Nov-2021"
"871","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","1","2900","600 to 700","Nov-2021"
"872","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","6600","1100 to 1200","Nov-2021"
"873","CITY GATE","BEACH ROAD","07","Non-landed Properties","3","3200","900 to 1000","Nov-2021"
"874","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4100","500 to 600","Nov-2021"
"875","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5900","1100 to 1200","Nov-2021"
"876","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","3","4080","1300 to 1400","Nov-2021"
"877","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","2","3300","700 to 800","Nov-2021"
"878","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4000","800 to 900","Nov-2021"
"879","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3400","600 to 700","Nov-2021"
"880","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5000","1100 to 1200","Nov-2021"
"881","TEXTILE CENTRE","JALAN SULTAN","07","Non-landed Properties","2","4000","1000 to 1100","Nov-2021"
"882","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4000","600 to 700","Nov-2021"
"883","GOLDEN MILE COMPLEX","BEACH ROAD","07","Non-landed Properties","2","2200","900 to 1000","Nov-2021"
"884","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3700","500 to 600","Nov-2021"
"885","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4350","600 to 700","Nov-2021"
"886","CITY GATE","BEACH ROAD","07","Non-landed Properties","3","1900","900 to 1000","Nov-2021"
"887","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","2","4000","900 to 1000","Nov-2021"
"888","GOLDEN MILE COMPLEX","BEACH ROAD","07","Non-landed Properties","3","3904","2100 to 2200","Nov-2021"
"889","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4000","700 to 800","Nov-2021"
"890","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","2","6700","1300 to 1400","Nov-2021"
"891","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","2950","800 to 900","Nov-2021"
"892","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4300","800 to 900","Nov-2021"
"893","GOLDEN MILE COMPLEX","BEACH ROAD","07","Non-landed Properties","3","4600","2200 to 2300","Nov-2021"
"894","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2100","800 to 900","Nov-2021"
"895","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4200","800 to 900","Nov-2021"
"896","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","3600","800 to 900","Nov-2021"
"897","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5500","1100 to 1200","Nov-2021"
"898","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","3","7900","1500 to 1600","Nov-2021"
"899","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3200","900 to 1000","Nov-2021"
"900","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","3000","500 to 600","Nov-2021"
"901","BEACH ROAD CONSERVATION AREA","LIANG SEAH STREET","07","Non-landed Properties","NA","4626","1800 to 1900","Nov-2021"
"902","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","3750","800 to 900","Nov-2021"
"903","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3800","600 to 700","Nov-2021"
"904","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5000","1100 to 1200","Nov-2021"
"905","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3700","700 to 800","Nov-2021"
"906","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2700","600 to 700","Nov-2021"
"907","THE PLAZA","BEACH ROAD","07","Non-landed Properties","1","2300","500 to 600","Nov-2021"
"908","GOLDEN MILE COMPLEX","BEACH ROAD","07","Non-landed Properties","2","2700","900 to 1000","Nov-2021"
"909","TEXTILE CENTRE","JALAN SULTAN","07","Non-landed Properties","2","2800","800 to 900","Nov-2021"
"910","SOUTH BEACH RESIDENCES","BEACH ROAD","07","Non-landed Properties","3","18000","1900 to 2000","Nov-2021"
"911","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","3","3900","1300 to 1400","Nov-2021"
"912","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2100","600 to 700","Oct-2021"
"913","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","3500","900 to 1000","Oct-2021"
"914","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3600","600 to 700","Oct-2021"
"915","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3200","800 to 900","Oct-2021"
"916","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3700","700 to 800","Oct-2021"
"917","THE PLAZA","BEACH ROAD","07","Non-landed Properties","1","2600","600 to 700","Oct-2021"
"918","CITY GATE","BEACH ROAD","07","Non-landed Properties","1","2912","400 to 500","Oct-2021"
"919","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4000","700 to 800","Oct-2021"
"920","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","4","8900","2100 to 2200","Oct-2021"
"921","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","3600","800 to 900","Oct-2021"
"922","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3600","600 to 700","Oct-2021"
"923","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","3","4000","1000 to 1100","Oct-2021"
"924","THE PLAZA","BEACH ROAD","07","Non-landed Properties","2","2600","900 to 1000","Oct-2021"
"925","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","1","2800","500 to 600","Oct-2021"
"926","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4000","800 to 900","Oct-2021"
"927","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","6300","1100 to 1200","Oct-2021"
"928","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2350","600 to 700","Oct-2021"
"929","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","2800","400 to 500","Oct-2021"
"930","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3400","500 to 600","Oct-2021"
"931","SULTAN GATE PLACE","SULTAN GATE","07","Non-landed Properties","NA","3200","1100 to 1200","Oct-2021"
"932","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3500","500 to 600","Oct-2021"
"933","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4000","800 to 900","Oct-2021"
"934","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","4700","900 to 1000","Oct-2021"
"935","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5200","1000 to 1100","Oct-2021"
"936","SOUTH BEACH RESIDENCES","BEACH ROAD","07","Non-landed Properties","2","9000","1400 to 1500","Oct-2021"
"937","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3500","1200 to 1300","Oct-2021"
"938","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","4","10800","1800 to 1900","Oct-2021"
"939","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3500","800 to 900","Oct-2021"
"940","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4600","600 to 700","Oct-2021"
"941","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3200","800 to 900","Oct-2021"
"942","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4200","800 to 900","Oct-2021"
"943","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4300","800 to 900","Oct-2021"
"944","CITY GATE","BEACH ROAD","07","Non-landed Properties","1","2700","400 to 500","Oct-2021"
"945","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3700","600 to 700","Oct-2021"
"946","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2600","600 to 700","Oct-2021"
"947","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","2","4000","900 to 1000","Oct-2021"
"948","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3435","600 to 700","Oct-2021"
"949","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","3","4200","1400 to 1500","Oct-2021"
"950","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3200","600 to 700","Oct-2021"
"951","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","3300","900 to 1000","Oct-2021"
"952","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","6200","1000 to 1100","Oct-2021"
"953","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","2","2500","700 to 800","Oct-2021"
"954","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","2","3200","700 to 800","Oct-2021"
"955","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","3","7300","1400 to 1500","Oct-2021"
"956","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","3","7100","1400 to 1500","Oct-2021"
"957","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","1950","600 to 700","Oct-2021"
"958","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","3","4200","1300 to 1400","Oct-2021"
"959","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5100","800 to 900","Oct-2021"
"960","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5500","1000 to 1100","Oct-2021"
"961","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","3","4000","1000 to 1100","Oct-2021"
"962","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2000","600 to 700","Oct-2021"
"963","TANQUEELAN SUITES","TAN QUEE LAN STREET","07","Non-landed Properties","NA","4000","900 to 1000","Oct-2021"
"964","KENG SOON BLDG","PRINSEP STREET","07","Non-landed Properties","4","6000","2600 to 2700","Oct-2021"
"965","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3300","800 to 900","Oct-2021"
"966","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","3200","800 to 900","Oct-2021"
"967","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","4150","800 to 900","Oct-2021"
"968","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","3000","800 to 900","Oct-2021"
"969","THE PLAZA","BEACH ROAD","07","Non-landed Properties","1","2850","700 to 800","Oct-2021"
"970","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5300","1100 to 1200","Oct-2021"
"971","TEXTILE CENTRE","JALAN SULTAN","07","Non-landed Properties","2","2800","800 to 900","Oct-2021"
"972","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2150","600 to 700","Oct-2021"
"973","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3600","800 to 900","Oct-2021"
"974","GOLDEN MILE COMPLEX","BEACH ROAD","07","Non-landed Properties","3","4000","2100 to 2200","Oct-2021"
"975","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3500","900 to 1000","Oct-2021"
"976","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","1800","600 to 700","Oct-2021"
"977","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3200","500 to 600","Oct-2021"
"978","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","2","3050","800 to 900","Oct-2021"
"979","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3400","600 to 700","Oct-2021"
"980","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3200","500 to 600","Oct-2021"
"981","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","1850","600 to 700","Oct-2021"
"982","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","6300","1100 to 1200","Oct-2021"
"983","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","2","4000","900 to 1000","Oct-2021"
"984","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3700","500 to 600","Oct-2021"
"985","THE PLAZA","BEACH ROAD","07","Non-landed Properties","1","2368","500 to 600","Oct-2021"
"986","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","3400","800 to 900","Oct-2021"
"987","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4500","1000 to 1100","Oct-2021"
"988","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4500","600 to 700","Oct-2021"
"989","THE PLAZA","BEACH ROAD","07","Non-landed Properties","1","2000","700 to 800","Oct-2021"
"990","GOLDEN MILE COMPLEX","BEACH ROAD","07","Non-landed Properties","2","2400","900 to 1000","Oct-2021"
"991","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","1","2900","600 to 700","Oct-2021"
"992","TALIB CENTRE","PURVIS STREET","07","Non-landed Properties","NA","2400","700 to 800","Oct-2021"
"993","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3250","900 to 1000","Oct-2021"
"994","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3600","700 to 800","Oct-2021"
"995","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3300","800 to 900","Oct-2021"
"996","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","3","4200","1000 to 1100","Oct-2021"
"997","THE PLAZA","BEACH ROAD","07","Non-landed Properties","2","2800","800 to 900","Oct-2021"
"998","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","3","6700","1600 to 1700","Oct-2021"
"999","TALIB CENTRE","PURVIS STREET","07","Non-landed Properties","NA","2600","700 to 800","Oct-2021"
"1000","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4200","600 to 700","Oct-2021"
"1001","LIANG SEAH PLACE","LIANG SEAH STREET","07","Non-landed Properties","NA","3075","900 to 1000","Oct-2021"
"1002","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3380","600 to 700","Oct-2021"
"1003","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3200","600 to 700","Oct-2021"
"1004","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3650","900 to 1000","Oct-2021"
"1005","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","3","4200","1000 to 1100","Oct-2021"
"1006","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3900","700 to 800","Oct-2021"
"1007","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4000","800 to 900","Oct-2021"
"1008","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4600","700 to 800","Oct-2021"
"1009","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2400","600 to 700","Oct-2021"
"1010","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","2","3700","900 to 1000","Oct-2021"
"1011","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","2","4200","900 to 1000","Oct-2021"
"1012","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2800","700 to 800","Oct-2021"
"1013","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","1650","700 to 800","Oct-2021"
"1014","CITY GATE","BEACH ROAD","07","Non-landed Properties","4","8800","1800 to 1900","Oct-2021"
"1015","CITY GATE","BEACH ROAD","07","Non-landed Properties","1","2700","400 to 500","Oct-2021"
"1016","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5100","1100 to 1200","Oct-2021"
"1017","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2250","600 to 700","Oct-2021"
"1018","CITY GATE","BEACH ROAD","07","Non-landed Properties","3","2600","900 to 1000","Oct-2021"
"1019","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","1","2400","500 to 600","Oct-2021"
"1020","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3800","800 to 900","Oct-2021"
"1021","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3600","500 to 600","Oct-2021"
"1022","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","3","4200","1000 to 1100","Oct-2021"
"1023","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2700","600 to 700","Oct-2021"
"1024","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","3","4000","1000 to 1100","Oct-2021"
"1025","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","3","4100","1300 to 1400","Oct-2021"
"1026","NON-LANDED HOUSING DEVELOPMENT","SEAH STREET","07","Non-landed Properties","NA","3800","800 to 900","Oct-2021"
"1027","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3400","600 to 700","Oct-2021"
"1028","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3700","700 to 800","Oct-2021"
"1029","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","4150","800 to 900","Oct-2021"
"1030","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3800","600 to 700","Oct-2021"
"1031","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3600","500 to 600","Oct-2021"
"1032","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5500","1100 to 1200","Oct-2021"
"1033","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3300","800 to 900","Oct-2021"
"1034","LIANG SEAH COURT","LIANG SEAH STREET","07","Non-landed Properties","NA","2700","1000 to 1100","Oct-2021"
"1035","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","2","6400","1300 to 1400","Oct-2021"
"1036","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","3","4600","1600 to 1700","Oct-2021"
"1037","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","1800","600 to 700","Oct-2021"
"1038","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","1800","700 to 800","Oct-2021"
"1039","THE PLAZA","BEACH ROAD","07","Non-landed Properties","1","2200","500 to 600","Oct-2021"
"1040","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3500","800 to 900","Oct-2021"
"1041","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","3300","800 to 900","Oct-2021"
"1042","TEXTILE CENTRE","JALAN SULTAN","07","Non-landed Properties","2","2600","800 to 900","Oct-2021"
"1043","THE PLAZA","BEACH ROAD","07","Non-landed Properties","1","2400","700 to 800","Sep-2021"
"1044","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","6000","1100 to 1200","Sep-2021"
"1045","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","2","3000","700 to 800","Sep-2021"
"1046","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3600","800 to 900","Sep-2021"
"1047","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2500","600 to 700","Sep-2021"
"1048","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3500","600 to 700","Sep-2021"
"1049","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2500","600 to 700","Sep-2021"
"1050","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3200","500 to 600","Sep-2021"
"1051","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","2","4100","900 to 1000","Sep-2021"
"1052","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","3","4300","1000 to 1100","Sep-2021"
"1053","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5300","1100 to 1200","Sep-2021"
"1054","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","1","3200","500 to 600","Sep-2021"
"1055","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","3","3950","1300 to 1400","Sep-2021"
"1056","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2300","600 to 700","Sep-2021"
"1057","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","6300","1000 to 1100","Sep-2021"
"1058","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3500","500 to 600","Sep-2021"
"1059","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","1900","600 to 700","Sep-2021"
"1060","SUNSHINE PLAZA","PRINSEP LINK","07","Non-landed Properties","2","3300","1200 to 1300","Sep-2021"
"1061","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","3600","800 to 900","Sep-2021"
"1062","GOLDEN MILE COMPLEX","BEACH ROAD","07","Non-landed Properties","2","2500","900 to 1000","Sep-2021"
"1063","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3000","600 to 700","Sep-2021"
"1064","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","3","5850","1300 to 1400","Sep-2021"
"1065","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3300","800 to 900","Sep-2021"
"1066","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","1","2700","600 to 700","Sep-2021"
"1067","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","3000","800 to 900","Sep-2021"
"1068","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","2","5000","800 to 900","Sep-2021"
"1069","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3500","600 to 700","Sep-2021"
"1070","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","2","4000","900 to 1000","Sep-2021"
"1071","SOUTH BEACH RESIDENCES","BEACH ROAD","07","Non-landed Properties","2","13000","1500 to 1600","Sep-2021"
"1072","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4200","600 to 700","Sep-2021"
"1073","BENCOOLEN HOUSE","BENCOOLEN STREET","07","Non-landed Properties","3","3000","1200 to 1300","Sep-2021"
"1074","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3100","500 to 600","Sep-2021"
"1075","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2800","500 to 600","Sep-2021"
"1076","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3400","500 to 600","Sep-2021"
"1077","THE PLAZA","BEACH ROAD","07","Non-landed Properties","2","2800","800 to 900","Sep-2021"
"1078","TEXTILE CENTRE","JALAN SULTAN","07","Non-landed Properties","2","2600","900 to 1000","Sep-2021"
"1079","TALIB COURT","PURVIS STREET","07","Non-landed Properties","NA","2750","1000 to 1100","Sep-2021"
"1080","THE PLAZA","BEACH ROAD","07","Non-landed Properties","3","3300","1600 to 1700","Sep-2021"
"1081","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","3","4300","1000 to 1100","Sep-2021"
"1082","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","2","5800","1400 to 1500","Sep-2021"
"1083","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","3450","800 to 900","Sep-2021"
"1084","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","NA","3200","400 to 500","Sep-2021"
"1085","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3200","500 to 600","Sep-2021"
"1086","THE 101","BEACH ROAD","07","Non-landed Properties","1","2200","700 to 800","Sep-2021"
"1087","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2700","700 to 800","Sep-2021"
"1088","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2900","500 to 600","Sep-2021"
"1089","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2500","700 to 800","Sep-2021"
"1090","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4200","600 to 700","Sep-2021"
"1091","SOUTHBANK","NORTH BRIDGE ROAD","07","Non-landed Properties","2","4200","900 to 1000","Sep-2021"
"1092","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","4000","700 to 800","Sep-2021"
"1093","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3400","900 to 1000","Sep-2021"
"1094","THE BENCOOLEN","BENCOOLEN STREET","07","Non-landed Properties","2","3400","900 to 1000","Sep-2021"
"1095","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","2000","700 to 800","Sep-2021"
"1096","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","1750","600 to 700","Sep-2021"
"1097","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","3500","500 to 600","Sep-2021"
"1098","BURLINGTON SQUARE","BENCOOLEN STREET","07","Non-landed Properties","2","3200","800 to 900","Sep-2021"
"1099","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3300","600 to 700","Sep-2021"
"1100","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3100","500 to 600","Sep-2021"
"1101","CITY GATE","BEACH ROAD","07","Non-landed Properties","2","4150","500 to 600","Sep-2021"
"1102","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","4","11700","1900 to 2000","Sep-2021"
"1103","DUO RESIDENCES","FRASER STREET","07","Non-landed Properties","1","3200","500 to 600","Sep-2021"
"1104","CONCOURSE SKYLINE","BEACH ROAD","07","Non-landed Properties","1","5500","1100 to 1200","Sep-2021"
